"","PDD38","CTRL61","PDD23","PDD21","PD29","PD5","CTRL88","PD41","PDD39","PD11","PDD26","PDD25","PD1","CTRL24","PD55","CTRL15","CTRL63","PDD60","PDD51","PDD43","PD14","PDD5","PD37","CTRL80","PDD74","CTRL62","PD3","CTRL39","CTRL97","PD47","DLB17","DLB2","CTRL35","PD8","CTRL51","CTRL77","CTRL68","PDD24","CTRL19","PDD13","CTRL43","DLB11","PDD58","CTRL42","PDD53","PD40","PDD44","PD6","CTRL1","PD35","PDD41","PDD70","PD59","PDD28","CTRL78","CTRL64","PD48","PD21","CTRL95","CTRL57","PDD30","PDD22","DLB15","PD50","CTRL29","PDD54","PDD27","DLB24","PD23","PD30","PDD15","CTRL50","CTRL93","PDD35","CTRL73","PDD6","CTRL13","PDD73","CTRL81","CTRL33","PDD49","PD27","PDD4","PD58","CTRL85","PD52","PD60","PD61","CTRL11","CTRL40","DLB35","PD9","CTRL79","PDD61","PD56","CTRL55","CTRL37","CTRL82","CTRL32","PD2","PD54","CTRL48","PD49","PDD69","PD45","CTRL12","PD33","PD51","PD13","PDD45","PD20","CTRL83","PDD7","CTRL71","PDD47","PD32","CTRL6","CTRL46","PD17","PDD10","DLB12","CTRL44","CTRL86","DLB27","PD18","CTRL20","PDD50","DLB21","CTRL53","CTRL65","PD38","CTRL18","PDD36","PDD64","PD42","PDD33","PDD65","PD62","PDD77","PDD2","PD25","DLB14","chr"
"cg07477401",0.9622738,0.9778048,0.9868869,0.978015,0.9675289,0.9729529,0.9820126,0.9749235,0.9831559,0.9699905,0.9830932,0.9876371,0.9847572,0.9497026,0.9820358,0.9705369,0.9839998,0.9532157,0.9520909,0.9667338,0.9728989,0.9697777,0.975053,0.9823585,0.9818153,0.9734996,0.9824111,0.9733594,0.9725312,0.9600529,0.9660572,0.9722478,0.9806696,0.9770369,0.9838872,0.9790726,0.9810787,0.9840168,0.9669777,0.9759729,0.9880768,0.9808226,0.9776402,0.9720777,0.9652086,0.9751757,0.9745714,0.9798753,0.9824071,0.9842548,0.9660667,0.9862276,0.9706764,0.9815558,0.9851461,0.9713902,0.981664,0.9746427,0.962826,0.979007,0.9773147,0.9776905,0.9607218,0.9681348,0.9703894,0.9646645,0.9816346,0.9636442,0.9728177,0.9682237,0.9718483,0.9742788,0.9737448,0.9735579,0.9751446,0.9709913,0.9689763,0.9729686,0.9858252,0.9663325,0.9603688,0.9774598,0.9630064,0.9822227,0.972422,0.9714491,0.9820417,0.9835917,0.9806531,0.9777172,0.9677636,0.9699094,0.9850798,0.9704503,0.9815739,0.9807998,0.9732115,0.9880607,0.9590801,0.9819523,0.9744783,0.9742295,0.9801038,0.9794762,0.9705326,0.9705966,0.971147,0.9799329,0.9778195,0.9779723,0.9735224,0.9710184,0.9715201,0.9771483,0.9666153,0.9678613,0.9727164,0.9913594,0.9807696,0.9673139,0.9784396,0.9818449,0.982615,0.9715861,0.9805353,0.9639542,0.9628583,0.9720088,0.9652167,0.9707627,0.9772833,0.9578337,0.976715,0.9826782,0.9648807,0.9740662,0.9703143,0.9735807,0.9669192,0.9775049,0.9811951,0.9723861,"chr17"
"cg14438323",0.02313557,0.01751955,0.02934037,0.01370944,0.02172512,0.03922708,0.01963261,0.02034459,0.01419794,0.02175157,0.02420652,0.02495627,0.01754065,0.01062041,0.02282656,0.01491761,0.02238677,0.02223676,0.01306765,0.01024038,0.01566608,0.03646509,0.01849847,0.0222296,0.01807137,0.01560856,0.03289997,0.01772356,0.01878251,0.01633742,0.02255366,0.03377135,0.02040816,0.02164502,0.01274986,0.01452565,0.01507077,0.0306245,0.02791262,0.01491747,0.02358124,0.01704707,0.02445956,0.03148863,0.0135318,0.01832972,0.02591793,0.04129068,0.02539813,0.02861685,0.01736626,0.01412944,0.02431697,0.02481013,0.0258353,0.01756272,0.01955111,0.01870767,0.01706597,0.01529599,0.02867239,0.0129732,0.02421407,0.02411892,0.01505198,0.01691282,0.01581438,0.01639008,0.03064467,0.02549575,0.02108393,0.01660413,0.03340609,0.02422177,0.03135384,0.01681054,0.01886929,0.02808989,0.01825527,0.02363009,0.01800703,0.0183161,0.03605117,0.02169242,0.02044427,0.006158494,0.02057535,0.02697962,0.02576546,0.01901141,0.01929942,0.02913159,0.02412281,0.01750973,0.02536528,0.02403925,0.01809515,0.01734002,0.01848032,0.02967555,0.0186279,0.02741286,0.01448103,0.02039749,0.01860849,0.02445617,0.02433053,0.0195993,0.01520654,0.01861397,0.02853572,0.01018658,0.03639469,0.02999161,0.02442824,0.01442832,0.01624392,0.02747726,0.03000492,0.02330654,0.02396741,0.01676032,0.01152852,0.02139657,0.0220636,0.004179416,0.02054851,0.01913355,0.009478228,0.01893502,0.02436208,0.01600239,0.0147312,0.02941719,0.02205572,0.02561173,0.009428625,0.0178142,0.01931048,0.03754411,0.02884706,0.03461063,"chr17"
"cg14633721",0.8583615,0.7985657,0.7430874,0.754967,0.7394664,0.7566851,0.821316,0.8387209,0.6895624,0.8165045,0.806833,0.8654858,0.8298788,0.8082315,0.8359682,0.7514731,0.8022125,0.8252132,0.8340206,0.8054212,0.864248,0.7875552,0.8062571,0.7892174,0.7938593,0.7685523,0.7611406,0.8168157,0.7933009,0.7481284,0.803012,0.8516662,0.7868363,0.8901601,0.7924293,0.7869306,0.7358325,0.8099463,0.8909588,0.8848699,0.755502,0.8267033,0.8173662,0.8089654,0.7909786,0.7102126,0.8170737,0.8564191,0.8357546,0.7866801,0.8341866,0.7988687,0.7441261,0.7702308,0.8621101,0.7387368,0.8232068,0.7907391,0.8259834,0.8233997,0.8489076,0.8326313,0.7795426,0.8080142,0.7608008,0.8349618,0.7434377,0.8766914,0.7852056,0.7927078,0.8730035,0.8245124,0.7194482,0.7820103,0.79238,0.824318,0.7852474,0.8263061,0.7450113,0.8101511,0.8594106,0.7938428,0.8745734,0.8225055,0.7995279,0.8384556,0.8586385,0.8021124,0.8008055,0.7377314,0.8417367,0.6824421,0.8020448,0.8330202,0.8595352,0.804658,0.8623371,0.796444,0.8949469,0.8759264,0.7721991,0.777623,0.7979391,0.7881774,0.7358718,0.8440573,0.7922113,0.8304551,0.7695696,0.8709527,0.8131132,0.7503715,0.7846613,0.8595931,0.6790086,0.7931575,0.862293,0.7724571,0.8638826,0.8424443,0.8196631,0.8491926,0.7589834,0.7761989,0.757504,0.8338593,0.7253196,0.7477935,0.7652475,0.8110187,0.8052418,0.8299537,0.8053956,0.8684539,0.6762948,0.7700562,0.8564475,0.7519895,0.8433458,0.767189,0.7647533,0.79634,"chr17"
"cg16351569",0.4744541,0.6138404,0.5343057,0.5095095,0.5198809,0.5764962,0.4882368,0.6438726,0.5841341,0.68023,0.5032802,0.5338354,0.5604071,0.7018321,0.5178784,0.5376019,0.3972121,0.4920474,0.4956735,0.559968,0.587528,0.3971684,0.4707122,0.4929634,0.4884036,0.6237947,0.5575433,0.4957975,0.5976997,0.4951413,0.3474717,0.5369546,0.5740083,0.5540336,0.4884718,0.529068,0.4182559,0.5077349,0.610518,0.5247377,0.4277403,0.5159283,0.5773926,0.6217391,0.625436,0.5029055,0.4825343,0.4128748,0.4926588,0.6069803,0.6115067,0.5189807,0.4367657,0.5019288,0.5671528,0.360382,0.569578,0.5045006,0.4400084,0.5767093,0.4195739,0.6071228,0.5753348,0.5190472,0.5724524,0.6538948,0.4651436,0.5840477,0.4422986,0.5904871,0.4228999,0.6064551,0.4498832,0.4734047,0.3871997,0.5913015,0.4795809,0.4808524,0.4168307,0.6365663,0.5963669,0.617226,0.6130236,0.5672522,0.6364623,0.6445515,0.5286717,0.4966105,0.4770946,0.6125929,0.6442335,0.5153244,0.483377,0.5455233,0.6123458,0.5767041,0.6749973,0.5126633,0.6775544,0.5774798,0.502587,0.4965743,0.4826596,0.500152,0.5130817,0.540133,0.5707645,0.5662533,0.5505951,0.5610504,0.5484665,0.439868,0.4806269,0.404141,0.5684175,0.5123041,0.6104777,0.4963804,0.5628384,0.4852076,0.4959513,0.5177422,0.5006266,0.4568547,0.5060083,0.5409347,0.5554286,0.4051799,0.6106513,0.4960118,0.5125412,0.6091364,0.5169048,0.5045431,0.668043,0.5288303,0.6051823,0.5827658,0.6373684,0.5566182,0.5839941,0.3700181,"chr17"
"cg10152497",0.856671,0.8960381,0.9066186,0.8175611,0.8372767,0.8433759,0.8987545,0.8532572,0.8266824,0.8848938,0.7474818,0.8998703,0.9490069,0.787514,0.8465288,0.9327003,0.7360669,0.9017848,0.8421481,0.9292972,0.9056564,0.7856095,0.8270774,0.6404829,0.824042,0.8665584,0.730233,0.8813238,0.8758116,0.8587613,0.8210281,0.8227847,0.8420167,0.7552254,0.8362455,0.8840069,0.8117367,0.8305359,0.8522392,0.8806343,0.8348537,0.8442477,0.8827554,0.8436064,0.8489094,0.8446746,0.8475295,0.9070912,0.852233,0.8992725,0.8021874,0.7639864,0.830444,0.776851,0.7907488,0.7923531,0.8191913,0.8199129,0.8924948,0.8883256,0.8046229,0.8937672,0.9105107,0.7621638,0.882564,0.8754993,0.8440444,0.8571403,0.8379297,0.8838802,0.8522793,0.939585,0.8214087,0.7751397,0.768672,0.8714807,0.8518413,0.7745207,0.8574286,0.8747685,0.8196751,0.812156,0.7246786,0.8771904,0.7987854,0.8539898,0.8629429,0.9285485,0.9407356,0.8651441,0.8312842,0.9006866,0.800632,0.8434118,0.8316856,0.8079928,0.8740409,0.8413852,0.8800982,0.8048243,0.9018593,0.7855169,0.8231789,0.8500864,0.8637964,0.8939058,0.743898,0.8902418,0.835871,0.8567211,0.7295135,0.8338352,0.8050432,0.763405,0.7855668,0.8768762,0.7275461,0.8425809,0.7653999,0.8671356,0.7581403,0.8670474,0.8615723,0.8615485,0.82539,0.8502592,0.8365803,0.8001665,0.8974543,0.846945,0.8933709,0.9167907,0.8377035,0.876085,0.8316691,0.7794998,0.9268174,0.8397241,0.8345591,0.7967011,0.875607,0.8881382,"chr17"
"cg14392652",0.6628891,0.6288183,0.7305789,0.7423829,0.6520286,0.7245964,0.6786891,0.6741509,0.639245,0.7189272,0.5994973,0.7326747,0.6892722,0.6290229,0.5985999,0.5386276,0.6170675,0.7119357,0.5876321,0.6219881,0.678537,0.603321,0.6140751,0.638587,0.6205418,0.575122,0.7593253,0.6514147,0.6930178,0.5433919,0.5715118,0.641261,0.7452027,0.7014829,0.6501292,0.5624667,0.5896307,0.6978656,0.6955998,0.7584753,0.563926,0.6657254,0.7101621,0.5881063,0.7010295,0.6072869,0.6682045,0.6450969,0.6727801,0.6271035,0.6148565,0.7073424,0.5622522,0.7181165,0.6257692,0.560207,0.6401995,0.6186547,0.6363588,0.6379201,0.6991402,0.6728526,0.6000386,0.6152159,0.4921442,0.6566094,0.6109699,0.6126632,0.6336499,0.6426099,0.7262302,0.6411112,0.6637252,0.6721716,0.6220106,0.6854018,0.5368252,0.6795112,0.7388744,0.5978336,0.6374628,0.6292685,0.6864397,0.7676925,0.708982,0.6681768,0.6963801,0.7122537,0.7530853,0.6648871,0.6668768,0.5227777,0.7366975,0.6155942,0.5982804,0.6663375,0.6810095,0.6580516,0.6808972,0.7487869,0.6385656,0.6779916,0.5729736,0.6576738,0.6699492,0.7097793,0.5356006,0.5465007,0.7558065,0.6625233,0.6529985,0.5753668,0.6899734,0.5626845,0.5318575,0.5058946,0.6515112,0.5841332,0.6322558,0.728771,0.6184034,0.6565255,0.6642387,0.5755132,0.7567559,0.5870814,0.6105913,0.5152077,0.6154774,0.565159,0.6391776,0.5988245,0.7256122,0.6998795,0.642383,0.7372832,0.621708,0.5820181,0.7058291,0.6500618,0.7117018,0.6761467,"chr17"
"cg01223299",0.6474908,0.6020151,0.6318307,0.6309828,0.5445809,0.6622464,0.6300113,0.6235971,0.5590441,0.64608,0.660546,0.5419311,0.606703,0.5569286,0.5925498,0.5257841,0.559944,0.5600327,0.5151976,0.6037828,0.5930995,0.586611,0.5883697,0.5822144,0.6163004,0.5722546,0.5831304,0.596593,0.6463204,0.551768,0.6511764,0.6046286,0.6356549,0.6400221,0.5357207,0.5615193,0.5337293,0.6840932,0.6238818,0.4873138,0.5989375,0.5973724,0.6264656,0.6076565,0.6437202,0.5689202,0.6213393,0.5578697,0.5979341,0.6047165,0.5381087,0.6313941,0.5903287,0.5595419,0.5722442,0.55964,0.5758639,0.5486447,0.5865211,0.605863,0.6265012,0.6288838,0.5466923,0.5979807,0.5210623,0.6341073,0.6448498,0.6022724,0.6125988,0.6347226,0.6374991,0.5867704,0.5762016,0.5527696,0.5597491,0.5664715,0.5644195,0.7347453,0.5561061,0.6174317,0.5855719,0.5450959,0.6172504,0.5801368,0.6424841,0.5900005,0.6061056,0.5682125,0.5395589,0.6510748,0.6074757,0.6093082,0.6206607,0.576205,0.6115528,0.6162477,0.681782,0.6123611,0.6297237,0.664704,0.5667296,0.5018175,0.5716331,0.5278565,0.5950978,0.6383485,0.5816731,0.5825458,0.6025284,0.6488928,0.6149267,0.5669541,0.6266583,0.5659091,0.5934485,0.5571122,0.6124791,0.5466628,0.6125457,0.600272,0.5645413,0.5515602,0.6323989,0.5174082,0.614002,0.5758567,0.5863717,0.5612996,0.5561233,0.5715235,0.5731735,0.6178041,0.5214859,0.6438219,0.6390557,0.5993226,0.5428665,0.5740581,0.6579883,0.5963835,0.5989089,0.6088285,"chr17"
"cg25918882",0.737542,0.7501408,0.663549,0.7120709,0.756629,0.6872687,0.7608246,0.7107744,0.5732677,0.7832746,0.6727464,0.7763929,0.7083743,0.7421343,0.8168773,0.6162945,0.8094424,0.7330221,0.6700142,0.6046568,0.6950358,0.799491,0.8001722,0.7035958,0.6200095,0.7128943,0.7135575,0.7982083,0.7495587,0.6593949,0.6897016,0.7433216,0.774596,0.8791171,0.7548991,0.7200345,0.6970679,0.8494142,0.6999322,0.7986529,0.7413733,0.8021559,0.7991292,0.8587633,0.8009981,0.7299385,0.760363,0.6748461,0.7778358,0.7584804,0.8147013,0.7535411,0.6289145,0.7447038,0.7585554,0.6030328,0.779898,0.8418853,0.7615209,0.7153567,0.7279677,0.8253821,0.6852183,0.7925433,0.8092981,0.8228075,0.7643788,0.6484463,0.7227425,0.738218,0.7011443,0.7614695,0.718362,0.7141798,0.7967271,0.7656003,0.6476988,0.7777509,0.6317746,0.7500659,0.7786525,0.7265965,0.751115,0.7772902,0.7258857,0.8275033,0.7768555,0.6465056,0.7556209,0.7436675,0.8425399,0.771086,0.8063774,0.7060589,0.6700848,0.7491647,0.8338355,0.6855746,0.762285,0.8316395,0.8039234,0.577779,0.7699118,0.7347574,0.661861,0.6153923,0.7534526,0.7163502,0.7060894,0.6738825,0.7821007,0.707884,0.7139922,0.6822016,0.7239286,0.6273971,0.7185907,0.7165917,0.6143388,0.7333542,0.8189619,0.7716123,0.7257642,0.8601181,0.6796592,0.8246856,0.728739,0.6339767,0.7922197,0.6080598,0.7285052,0.6550833,0.7007131,0.822452,0.7826571,0.8727279,0.7198277,0.7434714,0.7350399,0.847182,0.8573566,0.8075345,"chr17"
"cg15213604",0.7637059,0.8015738,0.8561918,0.7862702,0.7582981,0.8199106,0.7691534,0.788249,0.7831847,0.7994894,0.8052719,0.7393924,0.8060893,0.7959833,0.8115774,0.7362962,0.8729251,0.7277175,0.6879111,0.7787302,0.830579,0.7712144,0.7507046,0.7747192,0.739241,0.7539934,0.8349357,0.8046171,0.7832965,0.7409785,0.864506,0.7606138,0.7475586,0.8024469,0.7843606,0.7675848,0.7859871,0.8706179,0.8358489,0.7785747,0.7643056,0.8087678,0.8189325,0.8112642,0.7848514,0.7072712,0.7914147,0.7851018,0.76771,0.7714475,0.7112821,0.8022615,0.7697158,0.6741631,0.8111844,0.8010319,0.7424629,0.7859574,0.8152315,0.8210211,0.7465595,0.842642,0.7192098,0.8127131,0.7115865,0.8160641,0.7992583,0.81683,0.7817952,0.8114716,0.7891441,0.7986842,0.7935772,0.7686314,0.7935962,0.7297076,0.7345109,0.9160902,0.7593095,0.8025293,0.7285514,0.7404886,0.8640217,0.793615,0.846162,0.748732,0.7792159,0.7465547,0.8688948,0.858052,0.7921461,0.8165866,0.8223924,0.7441494,0.7929534,0.8003978,0.8312783,0.7987922,0.7815416,0.7789441,0.8195093,0.7479207,0.7651146,0.753269,0.7449766,0.7689719,0.7313724,0.7946743,0.845353,0.8002162,0.8084171,0.8289162,0.8063077,0.8239069,0.784555,0.7106048,0.8020777,0.7063363,0.8505,0.7646907,0.7722355,0.7716087,0.7307914,0.7514929,0.8283091,0.738071,0.700543,0.73765,0.7841104,0.7893236,0.7617431,0.798154,0.782704,0.8139386,0.734227,0.8465359,0.7637291,0.8015478,0.7766192,0.8277103,0.8687273,0.8125209,"chr17"
"cg07837782",0.3287267,0.264645,0.3607603,0.4321758,0.2817335,0.5027072,0.2929469,0.3504664,0.3426634,0.3946125,0.4413015,0.4151877,0.3627013,0.3947116,0.2986405,0.2693332,0.2344129,0.2850094,0.1974501,0.2624953,0.1789558,0.4493223,0.3366282,0.2704141,0.2303247,0.1960459,0.3350375,0.3141091,0.2066513,0.3129155,0.2285549,0.3878167,0.2924297,0.3733922,0.2597959,0.2613473,0.2376609,0.2698116,0.3575072,0.3678026,0.2026757,0.3581562,0.2053346,0.2493119,0.4778925,0.3329883,0.2900261,0.3726936,0.3931224,0.3005148,0.3741805,0.3896422,0.2412822,0.3727719,0.2830099,0.1774164,0.2959986,0.4467165,0.2655359,0.2600468,0.300914,0.4493261,0.3019678,0.2217348,0.2667953,0.374573,0.2946051,0.3870063,0.3184171,0.1652188,0.2169919,0.2627629,0.2388186,0.2768554,0.1515817,0.3993969,0.2687551,0.3701708,0.2443741,0.2406597,0.3744284,0.3541075,0.5164273,0.3730185,0.2679934,0.3848154,0.2451232,0.2916016,0.3918148,0.1947189,0.2904944,0.3725676,0.2957444,0.2760399,0.1775237,0.2982569,0.4041206,0.3584291,0.4499856,0.3250255,0.242744,0.3939986,0.2570268,0.3082717,0.3106554,0.3134536,0.346172,0.1847206,0.4003396,0.2597426,0.4949027,0.2956151,0.4165559,0.3023472,0.2458892,0.1757917,0.4641105,0.2609092,0.3373959,0.4009384,0.3654179,0.2950079,0.2648459,0.316055,0.3712948,0.3104056,0.307897,0.2489187,0.430613,0.1070029,0.3164279,0.3990596,0.2777044,0.3063541,0.4093573,0.2666009,0.2461754,0.3439066,0.2853142,0.4805358,0.3775436,0.3365483,"chr17"
