base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg14912119,255.98204,cg09304975,239.07259,0.7982439
cg14912119,255.98204,cg02727484,228.13168,0.7023115
cg14912119,255.98204,cg02375230,236.30878,0.8354942
cg14912119,255.98204,cg12451837,221.14491,-0.77733773
cg14912119,255.98204,cg24401566,236.83006,0.75111294
cg14912119,255.98204,cg25995889,208.87811,0.7193575
cg14912119,255.98204,cg08333257,193.72652,0.713071
cg14912119,255.98204,cg05763569,235.83095,0.8130014
cg14912119,255.98204,cg06604699,230.9151,0.78761035
cg14912119,255.98204,cg03221652,232.18459,0.70879513
cg14912119,255.98204,cg20738305,208.90092,0.78857505
cg14912119,255.98204,cg20517887,220.64223,0.8571367
cg14912119,255.98204,cg19889971,206.61372,0.74774843
cg14912119,255.98204,cg14444046,224.55911,0.71030325
cg14912119,255.98204,cg06098342,188.81503,0.7136974
cg14912119,255.98204,cg05160814,196.97266,0.7221765
cg14912119,255.98204,cg14983629,228.37605,0.7663655
cg14912119,255.98204,cg23951816,189.54837,0.70634276
cg25832175,254.05956,cg24373619,211.27922,0.8441233
cg25832175,254.05956,cg26587899,205.41025,0.7523214
cg25832175,254.05956,cg10842126,210.69136,0.77153665
cg25832175,254.05956,cg04304802,172.95053,0.7321536
cg25832175,254.05956,cg18846669,196.52606,0.7809833
cg25832175,254.05956,cg17227535,187.08665,0.7183017
cg25832175,254.05956,cg24884740,208.9157,0.7738522
cg25832175,254.05956,cg02978938,219.93239,0.94345766
cg25832175,254.05956,cg16026603,208.87064,-0.78595185
cg25832175,254.05956,cg27570256,209.4395,0.9072676
cg25832175,254.05956,cg00981003,185.2057,0.7106246
cg25832175,254.05956,cg20608786,208.77028,0.9200984
cg25832175,254.05956,cg04391569,174.5749,0.7009196
cg25832175,254.05956,cg13133883,199.5938,0.83560896
cg25832175,254.05956,cg09789778,198.93317,0.78826547
cg25832175,254.05956,cg00241745,190.7742,0.8739342
cg25832175,254.05956,cg15549126,198.88634,0.857223
cg25832175,254.05956,cg22595420,177.35658,0.70337075
cg25832175,254.05956,cg10154148,193.02727,0.8831444
cg25832175,254.05956,cg13974894,193.61838,0.8956665
cg25832175,254.05956,cg04423342,169.0976,0.7351805
cg25832175,254.05956,cg26197924,186.88477,0.8769196
cg25832175,254.05956,cg23985702,167.51262,0.7988343
cg25832175,254.05956,cg06679087,177.56572,-0.71142423
cg17575113,232.5705,cg10024446,182.49245,0.738969
cg17575113,232.5705,cg15216078,190.91287,0.82056975
cg17575113,232.5705,cg10388306,204.91116,0.8135174
cg17575113,232.5705,cg16486145,198.43178,0.8387496
cg17575113,232.5705,cg13319501,171.58551,0.71345085
cg17575113,232.5705,cg06506078,180.42961,-0.7409502
cg18273412,220.75165,cg16653569,165.00774,0.70568424
cg18273412,220.75165,cg12680205,173.14613,0.73219
cg02779758,201.5782,cg19747317,142.70383,0.70998484
cg02779758,201.5782,cg20914958,154.86679,0.8412735
cg02779758,201.5782,cg16923137,148.54086,0.768152
cg26430041,197.00722,cg20356323,123.24082,0.7296773
cg26430041,197.00722,cg16876859,138.13432,0.7292682
cg26430041,197.00722,cg19407776,138.91687,0.7307727
cg26430041,197.00722,cg21637909,127.48059,0.72773474
cg26285102,191.693,cg00195402,140.73436,0.7011544
cg09890775,156.60931,cg17160984,112.85714,0.7112152
