base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg21166985,290.7769,cg16802137,233.12909,-0.7110395
cg21166985,290.7769,cg25579307,285.08502,0.916437
cg21166985,290.7769,cg15784316,259.05582,0.8130156
cg21166985,290.7769,cg26156878,233.74292,0.7089561
cg21166985,290.7769,cg04372457,272.71524,-0.77020556
cg21166985,290.7769,cg15511246,278.28906,0.8914235
cg21166985,290.7769,cg24752199,256.72644,0.8409322
cg21166985,290.7769,cg13321399,252.74496,0.8488982
cg21166985,290.7769,cg03248292,220.01389,0.71829176
cg21166985,290.7769,cg26542218,236.14436,-0.7662483
cg21166985,290.7769,cg22484566,262.37146,0.87417907
cg21166985,290.7769,cg18865084,248.09903,0.82660055
cg21166985,290.7769,cg09663836,234.32298,0.7828075
cg21166985,290.7769,cg06146964,258.8691,0.8423644
cg21166985,290.7769,cg15461781,244.67111,0.7541927
cg21166985,290.7769,cg09590840,216.60883,0.7397775
cg21166985,290.7769,cg16666973,230.26392,0.77203304
cg21166985,290.7769,cg10301869,232.37407,0.7764668
cg21166985,290.7769,cg05242244,239.4967,0.8613478
cg21166985,290.7769,cg07177039,225.12674,0.77343726
cg21166985,290.7769,cg27526617,232.09338,0.8018824
cg21166985,290.7769,cg22753700,226.91759,0.7483566
cg21166985,290.7769,cg09526236,210.45651,-0.70740837
cg21166985,290.7769,cg01871427,235.51767,-0.8020918
cg21166985,290.7769,cg00245075,241.6524,0.9083349
cg21166985,290.7769,cg06799805,212.6391,-0.7295089
cg21166985,290.7769,cg16862319,228.64986,-0.75734884
cg21166985,290.7769,cg25494227,235.6973,0.8452065
cg21166985,290.7769,cg06314111,209.71498,0.80774295
cg21166985,290.7769,cg09431970,234.08315,0.88190407
cg21166985,290.7769,cg16320210,217.59253,0.80228436
cg21166985,290.7769,cg06853455,216.9897,0.7740511
cg21166985,290.7769,cg21337717,227.88571,0.8747167
cg21166985,290.7769,cg27320213,231.77104,-0.8642775
cg21166985,290.7769,cg02628790,209.22078,0.791007
cg21166985,290.7769,cg16634167,217.43742,-0.70842725
cg21166985,290.7769,cg19543988,214.73456,-0.7190448
cg21166985,290.7769,cg19911006,229.59143,0.915392
cg21166985,290.7769,cg11710850,213.88339,0.86655647
cg21166985,290.7769,cg15997315,210.64883,0.8518024
cg21166985,290.7769,cg04407487,226.52937,0.87751395
cg21166985,290.7769,cg23166964,195.29274,0.77117324
cg24889207,249.17882,cg26111881,196.51715,0.7927052
cg24889207,249.17882,cg26621780,197.79132,0.82269067
cg24889207,249.17882,cg10695028,189.44496,0.812439
cg24889207,249.17882,cg03833948,190.2457,0.7406858
cg24889207,249.17882,cg15575336,184.39377,0.81106466
cg24889207,249.17882,cg19642141,182.99725,0.78095967
cg24889207,249.17882,cg19906192,177.09291,0.83254164
cg24889207,249.17882,cg18170141,168.70973,0.74829257
cg24889207,249.17882,cg09750772,191.15662,0.8342289
cg24889207,249.17882,cg04663158,188.15173,0.7173631
cg24889207,249.17882,cg22586622,184.27995,0.79593503
cg24889207,249.17882,cg19098665,188.72337,0.74683225
cg24889207,249.17882,cg15475101,171.46733,0.7385408
cg24889207,249.17882,cg03152000,154.4121,0.71290386
cg24889207,249.17882,cg11715202,175.31293,0.7880508
cg15331260,240.94554,cg23178684,186.99403,0.75473315
cg15331260,240.94554,cg16419418,161.91394,0.7885174
cg15331260,240.94554,cg18402325,163.42032,0.7763126
cg16843694,240.23056,cg07744430,162.45752,0.7032801
cg25953503,224.42601,cg10574483,187.9608,-0.7743172
cg07235652,212.59688,cg07994320,173.44266,0.71917635
cg23939844,173.02057,cg07544459,131.54164,0.7101416
cg00590029,161.57295,cg22628281,121.03444,0.70507896
