,PDD38,CTRL61,PDD23,PDD21,PD29,PD5,CTRL88,PD41,PDD39,PD11,PDD26,PDD25,PD1,CTRL24,PD55,CTRL15,CTRL63,PDD60,PDD51,PDD43,PD14,PDD5,PD37,CTRL80,PDD74,CTRL62,PD3,CTRL39,CTRL97,PD47,DLB17,DLB2,CTRL35,PD8,CTRL51,CTRL77,CTRL68,PDD24,CTRL19,PDD13,CTRL43,DLB11,PDD58,CTRL42,PDD53,PD40,PDD44,PD6,CTRL1,PD35,PDD41,PDD70,PD59,PDD28,CTRL78,CTRL64,PD48,PD21,CTRL95,CTRL57,PDD30,PDD22,DLB15,PD50,CTRL29,PDD54,PDD27,DLB24,PD23,PD30,PDD15,CTRL50,CTRL93,PDD35,CTRL73,PDD6,CTRL13,PDD73,CTRL81,CTRL33,PDD49,PD27,PDD4,PD58,CTRL85,PD52,PD60,PD61,CTRL11,CTRL40,DLB35,PD9,CTRL79,PDD61,PD56,CTRL55,CTRL37,CTRL82,CTRL32,PD2,PD54,CTRL48,PD49,PDD69,PD45,CTRL12,PD33,PD51,PD13,PDD45,PD20,CTRL83,PDD7,CTRL71,PDD47,PD32,CTRL6,CTRL46,PD17,PDD10,DLB12,CTRL44,CTRL86,DLB27,PD18,CTRL20,PDD50,DLB21,CTRL53,CTRL65,PD38,CTRL18,PDD36,PDD64,PD42,PDD33,PDD65,PD62,PDD77,PDD2,PD25,DLB14
cg08881610,0.6186076,0.6875023,0.529781,0.4494031,0.6151609,0.5021183,0.5783553,0.6277349,0.4419153,0.6859925,0.5508534,0.7039936,0.590739,0.5556569,0.5274109,0.4904594,0.5611871,0.7164308,0.4900149,0.5502397,0.6374457,0.6586415,0.6066638,0.5383083,0.7091822,0.5556748,0.6060218,0.6064464,0.6429989,0.6149883,0.5893516,0.5631567,0.5702205,0.4726333,0.6233705,0.4922843,0.5467906,0.6047832,0.601814,0.7868516,0.6417717,0.568272,0.6772539,0.5928246,0.5689609,0.6760217,0.5738032,0.3086902,0.5834731,0.6044485,0.5334195,0.5589158,0.5768663,0.6122425,0.6422589,0.4656543,0.6581214,0.5719397,0.7147999,0.6482841,0.4886437,0.5133921,0.6627045,0.6158426,0.4251197,0.6104394,0.6247423,0.529914,0.712717,0.614425,0.3960682,0.6149207,0.6631217,0.7012667,0.5899591,0.6676582,0.5452041,0.6406466,0.6837583,0.6491369,0.4590384,0.6342348,0.5799041,0.6253209,0.5702762,0.4666436,0.6627449,0.5934768,0.5670718,0.6106312,0.6243254,0.5562649,0.5114422,0.6204703,0.6079278,0.7244175,0.5169496,0.6935067,0.4580944,0.5476459,0.5241644,0.5797282,0.5056959,0.5989165,0.7125831,0.5428787,0.4827173,0.6770407,0.6416403,0.5408447,0.5198367,0.5872922,0.596889,0.6116757,0.5433105,0.620211,0.4970096,0.5787317,0.6277711,0.4893408,0.5269001,0.6184874,0.6360379,0.5060666,0.4987265,0.5811318,0.4647884,0.5432958,0.5934259,0.5322383,0.6494321,0.5432491,0.6226046,0.6599956,0.5039786,0.5209955,0.653064,0.5608096,0.7443715,0.5544466,0.4664234,0.5395136
cg15689226,0.8812748,0.8700013,0.8968592,0.9293764,0.8283313,0.819539,0.8813784,0.8587813,0.7273923,0.8850594,0.875374,0.8850175,0.9090659,0.8756672,0.8782598,0.9278771,0.8625582,0.8563577,0.8082967,0.7607438,0.8926127,0.7922818,0.849077,0.7010823,0.8785248,0.863559,0.8115913,0.8612077,0.8841563,0.8801312,0.8445714,0.8712829,0.8639604,0.888658,0.9370706,0.9193779,0.8358436,0.8985719,0.8790167,0.8847566,0.8610622,0.9227186,0.8209425,0.8870976,0.8539519,0.7822257,0.8661136,0.8194267,0.8405824,0.9257324,0.9410413,0.8342276,0.8870593,0.9281859,0.8244662,0.8596614,0.8327057,0.9180818,0.8346765,0.9088967,0.8709904,0.9270732,0.9045842,0.8662137,0.8894895,0.8122791,0.8937494,0.7766083,0.915578,0.8357532,0.8388661,0.8982664,0.8387606,0.9210031,0.8045412,0.8975816,0.902371,0.87244,0.9111535,0.8680188,0.8534767,0.881242,0.8111022,0.8834852,0.8529002,0.8726315,0.8523608,0.8916696,0.8725089,0.8706367,0.8512368,0.9175199,0.8915473,0.8049202,0.8483033,0.8913962,0.8557048,0.8667637,0.8579767,0.8735608,0.9525433,0.7440759,0.7705329,0.8683438,0.8207265,0.8507355,0.8543073,0.8964355,0.8566555,0.8039381,0.8087771,0.7790776,0.8251342,0.7986584,0.8589944,0.8827962,0.8311723,0.7956427,0.8633624,0.8541822,0.8960178,0.8541357,0.8759201,0.8579118,0.8706965,0.8741406,0.8885898,0.857487,0.8421855,0.8300108,0.8694744,0.8884585,0.9070262,0.8817284,0.7885083,0.8366765,0.9176423,0.8572972,0.8782913,0.8467094,0.8975543,0.8522359
cg09564101,0.04184809,0.06136426,0.05350579,0.043691,0.05434044,0.03784976,0.0613932,0.07933327,0.0556738,0.04764591,0.07818196,0.04824225,0.07428867,0.05624195,0.04969693,0.0573665,0.0622129,0.05090517,0.04468142,0.06756797,0.04363587,0.06110324,0.0562438,0.05332799,0.05324535,0.05064345,0.053313,0.0738747,0.05393755,0.05072606,0.06934628,0.05650438,0.08320417,0.03863251,0.04310035,0.05334342,0.05868554,0.04438496,0.07597585,0.03970294,0.05458329,0.06312727,0.06324884,0.07193376,0.06865041,0.05268413,0.05191107,0.03992345,0.04815237,0.05907812,0.0586274,0.05637221,0.05577378,0.0375316,0.05344806,0.05181672,0.0679246,0.03151194,0.05513473,0.07034013,0.06410993,0.06032144,0.03717487,0.05525795,0.05280223,0.05918315,0.06445883,0.08423693,0.04316863,0.0848703,0.04467751,0.05387207,0.06424927,0.04124675,0.04969806,0.05237326,0.05273318,0.06046336,0.07146915,0.0756883,0.04585186,0.04289352,0.05189345,0.05789198,0.07138285,0.0641997,0.05718103,0.04430383,0.03468163,0.05925875,0.07304611,0.05398737,0.04666971,0.05478099,0.04850357,0.07837551,0.04976086,0.03875505,0.0695187,0.05537938,0.06380049,0.06121996,0.05514689,0.050866,0.05941412,0.04491979,0.0631144,0.05532769,0.06753074,0.04347745,0.0399332,0.0613564,0.04615504,0.04920409,0.05942609,0.06083645,0.04584964,0.06654059,0.05104264,0.05190212,0.04921891,0.05553925,0.05097186,0.07689319,0.04765554,0.04734015,0.05760617,0.04942187,0.06673248,0.05715669,0.07919073,0.05952005,0.05634317,0.05949671,0.05020076,0.05638143,0.06708956,0.05255971,0.08518167,0.05676649,0.04705378,0.06714673
cg11697870,0.02262993,0.002652662,0.005024506,0.01125404,0.0165657,0.05910294,0.00628623,0.0006266885,0.02126453,0.0002045252,0.01526099,0.0219811,0.008894858,0.009644622,0.0008934591,0.0130803,0.008970247,0.002501538,0.005090505,0.004572855,0.01900009,0.06100731,0.00667049,0.01610348,0.01116517,0.004204774,0.05847305,0.02111361,0.01701586,0.01040944,0.01902478,0.05610331,0.0001537013,0.02562125,0.01658799,0.01041056,0.01344932,0.02692711,0.01680197,0.01668754,0.01665704,2.857805e-07,0.02382063,0.00931181,0.005537321,0.006335089,0.007742538,0.0381646,0.05112229,0.03005986,0.01429879,0.007465056,0.001772282,0.0251703,0.04922376,0.009541014,0.02159396,0.04016146,0.01710161,0.008509012,0.02806249,0.01055679,0.01636768,0.01312807,0.01649372,0.008844252,0.01841251,0.005261241,0.01746314,0.01346924,0.0426421,0.008816404,0.01068859,0.02178504,0.04841975,0.0225919,0.00347404,0.03928369,0.006458528,0.004657628,0.008320331,0.008407322,0.08854128,0.01379887,0.03503513,0.03159774,0.008841701,0.008848806,0.01793522,0.02596199,0.04693642,0.04529666,0.006105924,0.02442052,0.01565215,0.01811936,0.007864838,0.01260035,0.02881658,0.03630212,0.00602558,0.01898001,0.006714874,0.00875752,0.01374895,0.03537934,0.01570442,0.009193467,0.004920217,0.02920361,0.02158067,0.03931485,0.06780142,0.004161257,0.002715106,0.0284159,0.02504762,0.01183995,0.02245835,0.06914368,0.03274538,0.02445235,0.01130073,0.01494228,0.02197799,0.001537831,0.001197272,0.002677063,0.003982695,0.02771354,0.01746275,0.02410097,0.007299113,0.01646884,0.02671008,0.0146768,0.009024586,0.01636915,0.02566475,0.05476254,0.01552214,0.01495249
cg12938649,0.8278377,0.9061536,0.9130299,0.8166411,0.8567858,0.7909769,0.8747848,0.898748,0.7420147,0.8513748,0.8666068,0.9362828,0.830144,0.8478502,0.8836488,0.8543863,0.8964389,0.8955042,0.8627883,0.6909642,0.8481267,0.8811197,0.9044098,0.865658,0.8998062,0.9204714,0.8294696,0.9417452,0.9162693,0.8952371,0.8513234,0.8522092,0.8616842,0.7866088,0.9027159,0.8875856,0.8345643,0.9013619,0.8971776,0.951971,0.9113649,0.8557575,0.8752646,0.9048507,0.8559147,0.8690624,0.869527,0.8658467,0.8851005,0.8845434,0.8547973,0.7939752,0.9172447,0.9225153,0.8782301,0.9223211,0.9106075,0.8281992,0.8737995,0.9343915,0.8161095,0.8817328,0.8364904,0.8845036,0.8242612,0.870268,0.8798079,0.8526299,0.8084983,0.8847992,0.9201486,0.8473438,0.9190175,0.9006599,0.8741462,0.8832973,0.8354421,0.8338234,0.7584602,0.8804187,0.8444368,0.8514373,0.7670579,0.8969233,0.8615997,0.8548186,0.9180218,0.8404431,0.8944209,0.9050472,0.8479145,0.8340225,0.8812417,0.8592043,0.8384231,0.8810029,0.8591863,0.9148113,0.87047,0.8436375,0.9024258,0.894099,0.9064564,0.888416,0.8441964,0.7652131,0.8231322,0.9491783,0.8636214,0.7983338,0.7401157,0.8602141,0.8611734,0.8710072,0.8380158,0.8527639,0.7258247,0.8663746,0.8137309,0.8847282,0.8518445,0.9226691,0.927043,0.8533605,0.861424,0.8377284,0.840209,0.8263193,0.8304441,0.870123,0.9358984,0.7952599,0.9075717,0.9119529,0.7174074,0.824898,0.9284657,0.8214528,0.8984923,0.8206499,0.8422847,0.8550634
cg21864378,0.9186528,0.9689564,0.9697581,0.9215489,0.9449816,0.9098824,0.9160171,0.9461302,0.9518955,0.9592332,0.9453175,0.9433033,0.953507,0.9318141,0.9668155,0.9518533,0.9512518,0.968468,0.9496552,0.9535054,0.9661935,0.9074824,0.9334695,0.9134394,0.949464,0.9752324,0.8869793,0.9530999,0.9541554,0.9351969,0.9192044,0.9169017,0.9493153,0.8530443,0.9412658,0.9525993,0.952299,0.9173504,0.9481765,0.9708584,0.9110374,0.949021,0.9695781,0.9621193,0.9469146,0.9496162,0.9478479,0.9122326,0.8952766,0.9330479,0.9689952,0.8979935,0.9208273,0.9446868,0.8816976,0.8759013,0.931196,0.9189845,0.9688619,0.9714868,0.9119103,0.9448137,0.9280891,0.9189015,0.9553841,0.9548539,0.9487468,0.9541653,0.9526647,0.9650438,0.9119639,0.9565897,0.940643,0.9418083,0.9209937,0.9648887,0.9389663,0.9288527,0.9290964,0.9405483,0.9258546,0.9617669,0.9160009,0.9223719,0.9731907,0.9522945,0.9325824,0.9470459,0.9556355,0.9700074,0.9555683,0.9199987,0.9127194,0.9280055,0.9718061,0.9222128,0.9236813,0.9467869,0.9406586,0.9124928,0.9671556,0.944319,0.9335498,0.9657052,0.9548314,0.8830683,0.9477649,0.9651277,0.934957,0.9558241,0.9459304,0.8808382,0.8940176,0.9180965,0.9529068,0.9409317,0.9124684,0.9558848,0.8691278,0.8715062,0.9381213,0.9068283,0.9513569,0.9540557,0.9481805,0.9441211,0.9410266,0.9227405,0.9435092,0.911026,0.9315735,0.9476823,0.9342035,0.9573065,0.8843129,0.9264304,0.944411,0.9523517,0.9621305,0.9126129,0.9382792,0.9474705
cg13101072,0.5270498,0.4853213,0.4327123,0.4637157,0.4894511,0.476456,0.4066511,0.5065691,0.4101898,0.549488,0.4826644,0.5422572,0.5095197,0.5624191,0.4458899,0.4821622,0.4012438,0.4724687,0.360462,0.5015413,0.4146551,0.4812812,0.4918907,0.3864215,0.4239256,0.4345213,0.485663,0.5087791,0.4818696,0.4171205,0.3722262,0.4173344,0.4361229,0.4988312,0.4548462,0.3938189,0.4195298,0.4187751,0.4989099,0.5019811,0.4299191,0.455214,0.4861874,0.5077532,0.4736208,0.4310835,0.519213,0.5032771,0.4749949,0.4861991,0.4448547,0.439229,0.3929891,0.5733592,0.4725945,0.4086167,0.4231841,0.4659566,0.5204138,0.4465147,0.4834474,0.468312,0.4826682,0.4138818,0.4070316,0.4609233,0.4409435,0.527462,0.460903,0.5223539,0.4773352,0.4954107,0.4261458,0.4617716,0.4374742,0.5425829,0.427614,0.4615901,0.4262725,0.4816079,0.440866,0.4550674,0.5181061,0.4633098,0.3688869,0.490004,0.397491,0.3819713,0.5191402,0.5012892,0.4845998,0.4508494,0.4191468,0.4612364,0.44134,0.4245825,0.4781807,0.3635571,0.5080329,0.4808293,0.4484214,0.379533,0.4296975,0.4317807,0.4281478,0.4910166,0.3587188,0.4397509,0.5200544,0.4793564,0.5067399,0.426069,0.4096102,0.44149,0.4665756,0.3725291,0.4272822,0.4543197,0.4088368,0.46681,0.4636826,0.4414816,0.3757221,0.5048491,0.4409442,0.4584006,0.4140977,0.3767108,0.4880512,0.4056555,0.4839241,0.5086382,0.4258955,0.5221885,0.4154032,0.4416202,0.4675995,0.4555078,0.5236493,0.4563258,0.4314061,0.4612058
cg18597448,0.9869953,0.979029,0.9834648,0.9793548,0.9686247,0.9680105,0.9851166,0.9801552,0.9519515,0.9513214,0.991118,0.9784923,0.9827953,0.9833175,0.9768885,0.9783598,0.9721233,0.9768448,0.9713274,0.9774768,0.9683245,0.9812984,0.9751139,0.9680795,0.975102,0.9779979,0.9544825,0.9635588,0.9906548,0.97242,0.9645122,0.9774433,0.9722473,0.9614028,0.9753349,0.9624474,0.9798167,0.9716097,0.9749005,0.9817631,0.9673284,0.9860421,0.9877225,0.9688399,0.9636496,0.972918,0.9748525,0.9742231,0.9755542,0.973748,0.9770658,0.9710732,0.9652136,0.961809,0.949888,0.9760039,0.9755707,0.9732927,0.9667541,0.975516,0.9595872,0.9753344,0.9685461,0.9658978,0.9688322,0.9718697,0.9866434,0.9666046,0.9826731,0.9771565,0.9786007,0.9744207,0.9583424,0.9764261,0.9904387,0.9699341,0.973598,0.9776164,0.9738941,0.9647374,0.9714534,0.9821383,0.9807899,0.9622661,0.9888508,0.9790569,0.974457,0.9808884,0.9655488,0.9854737,0.9757217,0.9583401,0.9744354,0.981515,0.9635117,0.9563968,0.9794553,0.967399,0.9505587,0.9635712,0.9923446,0.9682474,0.9525145,0.9770853,0.9563651,0.9618319,0.968524,0.9940914,0.9706035,0.974559,0.9805656,0.9563139,0.9748641,0.9638074,0.956268,0.9661442,0.9674907,0.9619981,0.9806006,0.9693073,0.9726074,0.9797079,0.9809788,0.9531444,0.9836819,0.9642795,0.9656591,0.9786187,0.9694224,0.9833952,0.9719625,0.969391,0.9799711,0.9816908,0.967507,0.9726148,0.9803926,0.9706163,0.977089,0.9677249,0.982306,0.9825879
cg08146841,0.8124748,0.7924765,0.8551482,0.8468968,0.7859448,0.8211049,0.8237294,0.7771918,0.737057,0.8736038,0.8462199,0.8328818,0.7992208,0.8205767,0.8426958,0.8183001,0.7625845,0.7927579,0.7505194,0.8415165,0.802369,0.8951287,0.7941756,0.7962563,0.7163714,0.7468687,0.7527718,0.8365161,0.8297853,0.8472294,0.7243043,0.769311,0.8297209,0.8113686,0.8290717,0.8023084,0.858265,0.8417835,0.8371581,0.8262523,0.7581528,0.8528258,0.831832,0.8723765,0.8259905,0.852864,0.8202478,0.8005096,0.8057922,0.8322157,0.8451926,0.8326284,0.8287227,0.8397827,0.7900314,0.6640102,0.7341209,0.8517517,0.8800859,0.8040837,0.741335,0.7386674,0.8029682,0.8158778,0.788751,0.8052155,0.8060822,0.7785617,0.8613267,0.7692652,0.8037001,0.7993824,0.8287273,0.8764244,0.8150765,0.8341501,0.7997206,0.9042421,0.8088641,0.8332029,0.8080467,0.8336158,0.7412203,0.8984275,0.8481843,0.8893985,0.8393675,0.7599535,0.8738514,0.8255847,0.7910895,0.7888956,0.8645378,0.7620579,0.7958882,0.7627744,0.8575206,0.7594868,0.7684222,0.8369854,0.8025123,0.8420008,0.7291718,0.8678872,0.7914071,0.8042105,0.7382672,0.7291995,0.8127704,0.8074226,0.8368562,0.8159419,0.8357304,0.8224075,0.7523586,0.7746273,0.6964913,0.720545,0.8660603,0.8395881,0.845729,0.7846192,0.8002556,0.7908321,0.7860575,0.8118662,0.7377643,0.7381437,0.8283777,0.7657251,0.8088979,0.8539789,0.7414858,0.885703,0.835791,0.7730178,0.8196318,0.8639684,0.7888441,0.7817748,0.8346316,0.8032788
cg24872570,0.01574255,0.007639147,0.01202193,0.01064357,0.01708873,0.02727662,0.008509159,0.0105697,0.008445854,0.006536036,0.0126038,0.008124337,0.007766069,0.01071834,0.004084374,0.01212458,0.008431884,0.01041048,0.01623956,0.01528009,0.01207273,0.01743446,0.02251446,0.00725784,0.02018752,0.007763836,0.02072884,0.007426713,0.0153404,0.0129645,0.01779666,0.01077725,0.01010778,0.01017117,0.007157583,0.0134807,0.006847395,0.007299962,0.008877481,0.008753138,0.01123189,0.009592135,0.01400722,0.01230261,0.008339535,0.007429865,0.007618773,0.01866594,0.009235726,0.01084491,0.01468037,0.01982687,0.02229823,0.009254509,0.02523843,0.01123367,0.01219265,0.009998079,0.009547361,0.01505514,0.01373868,0.01058975,0.01668176,0.009757283,0.01986858,0.00539954,0.02487382,0.009230211,0.009275891,0.01728153,0.01394398,0.0007048973,0.01248468,0.02311499,0.02247067,0.006890689,0.005888592,0.0077972,0.01208421,0.009057423,0.01311609,0.01372952,0.009759396,0.008794569,0.005265058,0.005829122,0.005199379,0.01501339,0.01887004,0.01467077,0.01964938,0.02444702,0.005709771,0.0161365,0.006390677,0.01295128,0.01691655,0.01075936,0.00826954,0.01562354,0.004584664,0.008674612,0.01684327,0.008253809,0.01140414,0.01107447,0.006346877,0.005793607,0.01123164,0.02249925,0.02151763,0.01864637,0.01765868,0.01125368,0.01259107,0.01024617,0.02531025,0.01302516,0.01206915,0.0198064,0.01539021,0.01076343,0.007236955,0.01562245,0.004554826,0.006952927,0.01593169,0.009599639,0.003160157,0.00779576,0.01644327,0.004755973,0.0118747,0.01005654,0.01076591,0.01244748,0.01378655,0.01403533,0.01236141,0.01376211,0.01138877,0.009888612
