base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg05055322,277.2039,cg19501020,269.73947,0.9417645
cg05055322,277.2039,cg11931953,266.34183,0.91677994
cg05055322,277.2039,cg19341106,242.00711,0.85644794
cg05055322,277.2039,cg03370957,244.02606,0.8503566
cg05055322,277.2039,cg20066782,246.42268,0.8638583
cg05055322,277.2039,cg23839469,247.74174,0.8292083
cg05055322,277.2039,cg02485588,259.4991,-0.88407505
cg05055322,277.2039,cg17339923,258.61203,0.93333596
cg05055322,277.2039,cg01299997,208.58405,0.7515251
cg05055322,277.2039,cg03066525,244.7091,0.8862252
cg05055322,277.2039,cg14927218,255.89195,0.9174161
cg05055322,277.2039,cg19077142,238.32208,0.86137044
cg05055322,277.2039,cg17102674,249.46594,0.92733186
cg05055322,277.2039,cg10264609,211.46576,0.7708921
cg05055322,277.2039,cg08713155,214.52943,0.7467953
cg05055322,277.2039,cg13593263,209.86638,0.75828236
cg05055322,277.2039,cg23752007,235.95079,0.86290157
cg05055322,277.2039,cg13621199,197.12115,0.7123164
cg05055322,277.2039,cg01075996,236.554,0.8493155
cg05055322,277.2039,cg16279671,195.50636,0.7039308
cg05055322,277.2039,cg05085844,230.09854,0.89704794
cg05055322,277.2039,cg06816659,221.39117,0.78860176
cg05055322,277.2039,cg06878663,223.9592,0.8628642
cg05055322,277.2039,cg02986917,210.29994,0.80687547
cg05055322,277.2039,cg09113284,213.87888,0.84060603
cg05055322,277.2039,cg01119452,216.46217,0.882654
cg05055322,277.2039,cg00832581,209.37907,0.78025395
cg05055322,277.2039,cg18163747,207.90703,0.84226424
cg05055322,277.2039,cg14643390,214.4614,0.8439635
cg05055322,277.2039,cg07259882,226.55562,-0.8147306
cg05055322,277.2039,cg04643892,211.51114,0.8932739
cg05055322,277.2039,cg20537851,217.54771,0.9274495
cg05055322,277.2039,cg14641333,199.15015,0.79493237
cg05055322,277.2039,cg17403699,181.69937,-0.7483754
cg05055322,277.2039,cg04018315,189.67688,0.8001698
cg05055322,277.2039,cg19435720,187.0624,0.80907977
cg05055322,277.2039,cg18912530,211.614,0.93058425
cg05055322,277.2039,cg02476190,200.64252,0.8832205
cg05055322,277.2039,cg21890199,173.86685,0.7630662
cg05055322,277.2039,cg04696521,193.80432,0.8314139
cg05055322,277.2039,cg19265396,188.53453,0.8432771
cg05055322,277.2039,cg17792149,193.40851,0.8765152
cg05055322,277.2039,cg15030712,175.87688,0.78981566
cg05055322,277.2039,cg21564128,182.38684,0.7515682
cg05055322,277.2039,cg13958567,186.19225,0.81024224
cg05055322,277.2039,cg24001678,170.35503,0.80137324
cg06573629,247.70222,cg12879160,194.85408,0.7923031
cg06573629,247.70222,cg01063305,179.99756,0.7482258
cg06573629,247.70222,cg26095262,186.46246,0.78560245
cg06573629,247.70222,cg06100062,187.27711,0.7377485
cg06573629,247.70222,cg22748815,164.33955,0.7725398
cg06573629,247.70222,cg13641786,176.55713,0.7922941
cg06573629,247.70222,cg25454298,176.61714,0.8208805
cg06573629,247.70222,cg00560277,173.07683,0.72215086
cg06573629,247.70222,cg04713531,176.47589,0.7361607
cg06573629,247.70222,cg16330131,187.53564,0.74665475
cg06573629,247.70222,cg25978130,186.17514,0.7298809
cg06573629,247.70222,cg02603945,182.88342,0.8115615
cg06573629,247.70222,cg06053537,176.83087,0.7924868
cg06573629,247.70222,cg15461663,170.12125,0.74421954
cg06573629,247.70222,cg11529871,172.5884,0.82217544
cg06573629,247.70222,cg25184202,152.48386,0.73780364
cg06573629,247.70222,cg13066846,168.66637,0.78028
cg06573629,247.70222,cg11111372,159.33922,0.73700327
cg06573629,247.70222,cg09679292,148.29227,0.7120177
cg06573629,247.70222,cg06449934,167.33514,0.7624112
cg06573629,247.70222,cg15958702,162.6621,0.85823524
cg08952306,220.52539,cg02427468,148.29749,0.7156304
cg12042864,200.80612,cg12613098,159.40851,0.74001956
cg12042864,200.80612,cg20531781,174.23238,-0.7149813
cg12042864,200.80612,cg14595269,175.56306,-0.8027926
cg12042864,200.80612,cg19332409,161.23718,0.7009894
cg12042864,200.80612,cg07821629,171.77684,-0.7284721
cg12042864,200.80612,cg24109202,171.38976,-0.74535006
cg08177063,180.10753,cg06338562,156.53261,0.70601505
cg12988534,69.82083,cg19346793,60.446705,-0.9129014
