"","PDD38","CTRL61","PDD23","PDD21","PD29","PD5","CTRL88","PD41","PDD39","PD11","PDD26","PDD25","PD1","CTRL24","PD55","CTRL15","CTRL63","PDD60","PDD51","PDD43","PD14","PDD5","PD37","CTRL80","PDD74","CTRL62","PD3","CTRL39","CTRL97","PD47","DLB17","DLB2","CTRL35","PD8","CTRL51","CTRL77","CTRL68","PDD24","CTRL19","PDD13","CTRL43","DLB11","PDD58","CTRL42","PDD53","PD40","PDD44","PD6","CTRL1","PD35","PDD41","PDD70","PD59","PDD28","CTRL78","CTRL64","PD48","PD21","CTRL95","CTRL57","PDD30","PDD22","DLB15","PD50","CTRL29","PDD54","PDD27","DLB24","PD23","PD30","PDD15","CTRL50","CTRL93","PDD35","CTRL73","PDD6","CTRL13","PDD73","CTRL81","CTRL33","PDD49","PD27","PDD4","PD58","CTRL85","PD52","PD60","PD61","CTRL11","CTRL40","DLB35","PD9","CTRL79","PDD61","PD56","CTRL55","CTRL37","CTRL82","CTRL32","PD2","PD54","CTRL48","PD49","PDD69","PD45","CTRL12","PD33","PD51","PD13","PDD45","PD20","CTRL83","PDD7","CTRL71","PDD47","PD32","CTRL6","CTRL46","PD17","PDD10","DLB12","CTRL44","CTRL86","DLB27","PD18","CTRL20","PDD50","DLB21","CTRL53","CTRL65","PD38","CTRL18","PDD36","PDD64","PD42","PDD33","PDD65","PD62","PDD77","PDD2","PD25","DLB14","chr"
"cg10101375",0.9803532,0.9703832,0.9893824,0.9857387,0.9497018,0.9594394,0.9713898,0.5815083,0.9840548,0.9791307,0.9590508,0.9317797,0.9485204,0.9630721,0.967689,0.952722,0.9469133,0.9459251,0.9424565,0.96411,0.9722921,0.9454945,0.965155,0.9700088,0.9756274,0.976722,0.9594831,0.941068,0.9365039,0.9567938,0.9734899,0.959371,0.9626955,0.9658742,0.9749455,0.9811921,0.9853283,0.9692833,0.9621492,0.9318128,0.9599634,0.9523432,0.9717543,0.9779891,0.9693723,0.9721513,0.9345068,0.9615312,0.9653251,0.9517828,0.9661952,0.9712335,0.9648867,0.9464267,0.938716,0.9740318,0.9695526,0.9774031,0.9657486,0.9767909,0.9807745,0.9777326,0.93529,0.9666195,0.96634,0.9540803,0.9792623,0.9719701,0.9886238,0.9583031,0.9582762,0.968466,0.9724456,0.960313,0.9779464,0.9467269,0.9730363,0.9647165,0.9821849,0.9503286,0.9764385,0.9682229,0.9325436,0.9731075,0.9795019,0.9736139,0.957827,0.9861886,0.9600047,0.9642959,0.9762149,0.9549201,0.9848893,0.9643762,0.9758173,0.9465302,0.975253,0.9817303,0.9695668,0.9579133,0.9600676,0.9531815,0.9742537,0.9670359,0.9661822,0.9622215,0.9514473,0.9674661,0.9698059,0.9759778,0.9686748,0.9614987,0.9453701,0.9456902,0.95776,0.946144,0.9754109,0.9555606,0.9752915,0.9654336,0.9800237,0.9699321,0.9715384,0.9792631,0.9800233,0.9683192,0.9579127,0.9657576,0.9644617,0.9789893,0.9698753,0.9629471,0.8947495,0.9698285,0.9734757,0.9717223,0.9389388,0.9812496,0.9457034,0.9551743,0.9753635,0.973767,"chr2"
"cg15141204",0.8069915,0.7643435,0.8162077,0.7532563,0.7151086,0.7798103,0.7884772,0.7569838,0.7556355,0.8100087,0.772967,0.7594368,0.7402115,0.742097,0.7590086,0.7134106,0.7838059,0.7685271,0.6734175,0.7643801,0.8210508,0.8008203,0.7814285,0.8485027,0.7717206,0.7199212,0.8219065,0.778782,0.7747033,0.7551943,0.8225461,0.805539,0.764018,0.807559,0.759225,0.7734921,0.7761877,0.8388449,0.7955994,0.8005487,0.7683459,0.7719582,0.7746289,0.7998182,0.7557596,0.8066103,0.7937434,0.7686344,0.7980953,0.7834399,0.7116917,0.8023068,0.7368819,0.8477927,0.8386126,0.7260014,0.7569336,0.8284071,0.7965956,0.7940874,0.7365053,0.7968448,0.7838469,0.754686,0.7141325,0.8110664,0.8096791,0.7580023,0.8073566,0.8201225,0.80061,0.7749433,0.770062,0.794684,0.7681186,0.7898455,0.7550659,0.7893486,0.7463381,0.7826762,0.7105243,0.7633086,0.7990569,0.7478383,0.7670523,0.7409521,0.7427717,0.764394,0.7974253,0.796489,0.7668523,0.7660111,0.7940562,0.712485,0.7774435,0.7776237,0.7663517,0.8089514,0.7678117,0.7828549,0.7521049,0.7267034,0.788593,0.7571411,0.7462052,0.7950683,0.7748934,0.7704945,0.7870685,0.7979514,0.7527728,0.7944903,0.8124393,0.7940647,0.7748353,0.7473478,0.7653188,0.7437349,0.8131767,0.8116473,0.8170357,0.7849092,0.7741641,0.734018,0.7752521,0.7506607,0.7380395,0.7391988,0.7687814,0.7252265,0.7674568,0.7766196,0.7854569,0.7756417,0.7545683,0.8176506,0.7862788,0.7758079,0.7865012,0.8014827,0.7754861,0.7956582,"chr2"
"cg17254229",0.9634008,0.9597054,0.9595616,0.9604068,0.9437913,0.9654632,0.9533088,0.935254,0.9431059,0.9625114,0.9424631,0.9448672,0.9502471,0.9358371,0.9716531,0.9320229,0.9469144,0.9462297,0.9349727,0.9632536,0.9640782,0.9163553,0.9565996,0.9614235,0.9349057,0.9379763,0.9496679,0.9500519,0.9599521,0.9165898,0.9656602,0.955181,0.9232386,0.9426413,0.9600496,0.9365959,0.9430421,0.981322,0.9524841,0.9494215,0.9301703,0.9669965,0.9416517,0.9460104,0.9504287,0.9399207,0.9478438,0.9494193,0.9494099,0.9450122,0.9597289,0.954026,0.9507563,0.9505481,0.951008,0.9219448,0.9347086,0.9602037,0.95214,0.9279322,0.953534,0.9695097,0.9571012,0.9604831,0.9366168,0.9390801,0.9545904,0.9661564,0.9770459,0.9427139,0.9367302,0.966489,0.9446808,0.9716284,0.9719418,0.9428689,0.9392982,0.9750155,0.9221781,0.9450562,0.9497036,0.9623123,0.9680605,0.9431053,0.9722818,0.9582205,0.9371971,0.9148713,0.9689375,0.9617586,0.9311601,0.9406533,0.9398988,0.9229136,0.9585175,0.9453319,0.9718703,0.9741851,0.9548014,0.9519942,0.9321993,0.904758,0.9448343,0.9412701,0.934337,0.9567724,0.9419567,0.9379208,0.9801802,0.9611047,0.9757459,0.930871,0.9673344,0.9486545,0.944226,0.922155,0.9549134,0.9374588,0.9767157,0.945535,0.969172,0.942375,0.9333368,0.9682235,0.9717083,0.9406644,0.9267084,0.9446804,0.948277,0.9300206,0.954374,0.960899,0.9688979,0.9524913,0.9475481,0.9716489,0.9588544,0.9382899,0.9496208,0.9431262,0.9509899,0.9575315,"chr2"
"cg23413809",0.6589845,0.5812383,0.5892438,0.7262795,0.5374902,0.6303434,0.6303676,0.6342326,0.5775341,0.6621652,0.5932576,0.5435278,0.6394444,0.5783076,0.589862,0.5954258,0.6700005,0.5645671,0.5568644,0.6616619,0.5787321,0.5968874,0.5942289,0.5190452,0.6585975,0.5165096,0.5590074,0.5865896,0.6671981,0.5725269,0.645221,0.5743276,0.6540121,0.7168154,0.5907576,0.5625247,0.5952796,0.6126542,0.6001794,0.4602521,0.5982674,0.5864735,0.630837,0.6159008,0.5850961,0.5350903,0.5977185,0.6359713,0.5608903,0.606147,0.6220845,0.6134643,0.6012664,0.5640855,0.5560714,0.633912,0.5923359,0.5783527,0.5855303,0.61805,0.5928589,0.6584539,0.6020601,0.6131087,0.5089964,0.5733068,0.6205547,0.6281623,0.6015993,0.6159157,0.6680774,0.6586666,0.5526062,0.5835097,0.5802848,0.5548212,0.5564187,0.6879088,0.6125421,0.5997403,0.63058,0.5808924,0.6308259,0.5525858,0.6058386,0.5826341,0.5626231,0.5829723,0.6603445,0.617555,0.6265444,0.5856976,0.5805019,0.5975532,0.6115803,0.6150952,0.6054978,0.5957576,0.6407976,0.6420667,0.6123964,0.6116296,0.5723487,0.5007116,0.5899351,0.642456,0.5398802,0.6250869,0.5825398,0.5990113,0.6547023,0.5590008,0.6075053,0.5814588,0.5963335,0.5766176,0.7053016,0.6315701,0.5945119,0.6410315,0.5794387,0.546215,0.5171731,0.584737,0.6512181,0.619141,0.5800974,0.6216849,0.5058189,0.599006,0.6196734,0.5661693,0.5741387,0.6205889,0.6087628,0.6088482,0.5959214,0.6038106,0.5792185,0.6616962,0.6685694,0.5886273,"chr2"
"cg07703397",0.9217843,0.8743269,0.912575,0.9062533,0.8063015,0.8845728,0.8071472,0.8891824,0.9080767,0.9272377,0.9045959,0.9133947,0.9333548,0.858751,0.8923805,0.8258801,0.9076839,0.8903908,0.7744687,0.9053135,0.8134946,0.8320847,0.9290066,0.8944671,0.8517811,0.8794049,0.8232693,0.8286741,0.8625217,0.7998968,0.8892101,0.8654497,0.8639388,0.9070809,0.8679388,0.8019971,0.8325147,0.9213147,0.8715582,0.842472,0.8685477,0.8602366,0.8771658,0.8724507,0.882924,0.8224951,0.8982921,0.8663038,0.8578023,0.8600085,0.8944945,0.9210458,0.8683014,0.8685922,0.8196134,0.8618392,0.8719167,0.8566209,0.9169821,0.8574179,0.8668296,0.9397921,0.8674911,0.8792723,0.8911294,0.8701137,0.9100075,0.872776,0.829318,0.8804455,0.8382886,0.8627161,0.8566962,0.8919973,0.8623312,0.9102992,0.8473688,0.9259118,0.8672932,0.8366551,0.9134941,0.8176691,0.8244127,0.8727701,0.8552189,0.9295845,0.8737773,0.8530497,0.8710416,0.8867261,0.8795878,0.8407073,0.8479732,0.8748215,0.8796552,0.8686597,0.87493,0.8407322,0.9091254,0.8892127,0.8768167,0.777674,0.8059269,0.7585931,0.856853,0.9141436,0.8894453,0.8652125,0.9281162,0.871539,0.930528,0.7941813,0.8829938,0.7651542,0.8769548,0.878041,0.9283543,0.8713987,0.843342,0.8970616,0.8834982,0.8814714,0.8904071,0.804982,0.8943158,0.8421917,0.9424567,0.8361348,0.8286871,0.8389438,0.8295257,0.9060488,0.8579742,0.8843786,0.8349725,0.8861552,0.8096487,0.8547843,0.9160587,0.8299367,0.9249243,0.8417662,"chr2"
"cg08824454",0.9683875,0.9494908,0.9508116,0.8754184,0.9561895,0.9147576,0.9852208,0.9674607,0.8886735,0.9362147,0.9384151,0.9584671,0.9555535,0.9268072,0.9527865,0.9314883,0.904477,0.9413715,0.9751082,0.9416096,0.9279508,0.9337951,0.9248111,0.9518047,0.9633253,0.9652575,0.9334188,0.9531102,0.9624026,0.9623031,0.9363377,0.94764,0.956343,0.9443107,0.9578733,0.9644047,0.9414046,0.9547296,0.9276956,0.9727821,0.9393059,0.9710323,0.9342077,0.9457893,0.9376515,0.9468149,0.9357571,0.9351486,0.9204265,0.9430516,0.9510288,0.9448183,0.9362622,0.9532849,0.9443559,0.9366112,0.951621,0.9453986,0.9402726,0.9782349,0.9456375,0.9641834,0.9423363,0.930902,0.9373057,0.9294663,0.9580826,0.9474212,0.9507327,0.958073,0.9108412,0.9578643,0.9577256,0.9733111,0.9550301,0.9281334,0.939692,0.9504653,0.9365049,0.9303619,0.9393806,0.9516338,0.9140814,0.9470159,0.9475623,0.9403941,0.9223751,0.9623646,0.958319,0.9566513,0.9505864,0.9534219,0.9545459,0.9567848,0.9661524,0.9593214,0.951419,0.9494306,0.9312172,0.9239096,0.9467004,0.9159553,0.9415819,0.9471086,0.9474912,0.9054026,0.9568778,0.950603,0.9323087,0.9662883,0.9387187,0.9493194,0.9278967,0.939059,0.9386774,0.9241628,0.9187368,0.9556288,0.9555503,0.9623555,0.9371541,0.9562025,0.9673892,0.9462089,0.926284,0.9487607,0.9353109,0.9376942,0.9659463,0.9508265,0.9417232,0.9363807,0.9341726,0.9615376,0.9319965,0.9024516,0.9267466,0.9337635,0.9561369,0.9426939,0.9396144,0.9810013,"chr2"
"cg14071640",0.9504233,0.9709506,0.9737057,0.9757888,0.9586869,0.9614193,0.9779236,0.9717355,0.9719589,0.974326,0.9710453,0.954987,0.954459,0.9705,0.9743786,0.9651575,0.9613486,0.9791923,0.983956,0.9639137,0.9829463,0.9407527,0.9711965,0.9604032,0.9858602,0.9725399,0.9359073,0.9536084,0.973499,0.9676441,0.9584849,0.956671,0.9602912,0.9490139,0.9597942,0.9462254,0.9724476,0.9757678,0.9670699,0.9715257,0.9553678,0.9615676,0.963594,0.962381,0.9755706,0.9721843,0.9490479,0.9443817,0.9541015,0.973453,0.9761362,0.9781819,0.9400866,0.9585656,0.9480214,0.9491254,0.9460571,0.942467,0.9665252,0.9602641,0.9642923,0.9759553,0.9577279,0.9580304,0.9644601,0.9778912,0.9697558,0.9510828,0.9721887,0.9855155,0.9670977,0.9819542,0.9427738,0.9751043,0.9234776,0.9623784,0.981664,0.9590404,0.9657847,0.9575198,0.9748934,0.9388387,0.9378829,0.9743539,0.9768883,0.9646603,0.9733275,0.9817516,0.9626453,0.954212,0.9656186,0.9479682,0.9736122,0.9339291,0.9724693,0.9471878,0.9773395,0.9592731,0.9514868,0.9583472,0.9811876,0.9330875,0.9538675,0.9679824,0.964542,0.9657848,0.9782548,0.9860459,0.9684369,0.9795948,0.9686167,0.9656275,0.9531902,0.9364349,0.9678077,0.97617,0.9699633,0.9664816,0.9638743,0.9528056,0.948151,0.981417,0.9495585,0.9697836,0.9610672,0.9500355,0.9799838,0.9474989,0.9779916,0.944129,0.9770355,0.9551293,0.9766542,0.9593747,0.9644783,0.9775894,0.9650068,0.9765851,0.9601221,0.9526967,0.9682857,0.9706862,"chr2"
"cg25000012",0.007258543,0.003471827,0.003927764,0.006528614,0.008517039,0.01747252,0.008808811,0.006618099,0.007188821,0.0003206241,0.008520441,0.01141895,0.009580457,0.004382289,0.007885527,0.006081869,0.006602576,0.01141079,0.01045783,0.007333745,0.01187605,0.01436625,0.006999547,0.009864101,0.006185862,0.00985183,0.01970126,0.02448883,0.003144955,0.009012718,0.01820467,0.01237744,0.00981787,0.008903485,0.00534425,0.009748122,0.0133286,0.01228587,0.008421028,0.006231231,0.01034944,0.006279922,0.00395095,0.005300837,0.01029098,0.006036691,0.004221183,0.01581593,0.01647297,0.01245485,0.005640642,0.005539457,0.01152346,0.005074554,0.008686416,0.01257529,0.009930089,0.01562947,0.00994095,0.006218846,0.01661319,0.005661986,0.01314922,0.01252827,0.01082394,0.005878064,0.01351891,0.00902431,0.01548241,0.0137577,0.009490219,0.005821136,0.005718993,0.01002102,0.01221842,0.005743482,0.005434303,0.007507748,0.01779558,0.01410024,0.007793719,0.006289424,0.0146365,0.007743299,0.01271605,0.008340354,0.009586523,0.008198648,0.0138277,0.01136635,0.0120305,0.01525469,0.0087821,0.01279943,0.006553143,0.005819993,0.00479352,0.008913001,0.008030228,0.007110662,0.006298728,0.01750215,0.01436922,0.0132937,0.01308456,0.01507036,0.0119607,0.009355407,0.0146058,0.01219048,0.01080588,0.009168672,0.0203674,0.01446395,0.005957178,0.005009181,0.02190339,0.0110713,0.01434818,0.01966322,0.002576902,0.00498534,0.0105728,0.008032353,0.0006383388,0.005516579,0.006507515,0.007112942,0.008131621,0.009863767,0.005476802,0.004241873,0.01042123,0.009796501,0.004878808,0.01170222,0.01164914,0.006129808,0.006861756,0.01294914,0.01640985,0.006380534,"chr2"
"cg18612167",0.3449582,0.3992103,0.4358392,0.3628943,0.3634073,0.3877454,0.3859982,0.4099878,0.3163337,0.4075537,0.3308545,0.4211381,0.3753272,0.3612854,0.3171293,0.347457,0.3808329,0.393112,0.3043586,0.368084,0.428798,0.4080097,0.4005913,0.3251276,0.3717551,0.3816987,0.3207068,0.4077793,0.4068954,0.3473047,0.383143,0.3885181,0.3614774,0.2771129,0.3996096,0.3504596,0.3540499,0.4290943,0.4202167,0.3603186,0.4170803,0.3919351,0.3962945,0.4293884,0.3537079,0.3611202,0.3753524,0.362573,0.4248183,0.3962002,0.3162212,0.3542191,0.4173176,0.3851532,0.3489899,0.3091248,0.3264488,0.3685476,0.4207476,0.3537698,0.3300136,0.2953208,0.3112858,0.361214,0.3117718,0.3406136,0.3752478,0.3499703,0.3686227,0.3847994,0.2901084,0.335645,0.405024,0.3005953,0.338518,0.4165487,0.3744145,0.3647257,0.4231914,0.3970981,0.334666,0.4097348,0.3630774,0.4337154,0.3568335,0.3211389,0.3752644,0.3283347,0.4136984,0.4213929,0.3973344,0.3449803,0.3575001,0.3787529,0.3661531,0.3727881,0.3487279,0.3651917,0.3111741,0.3188301,0.3282427,0.3494457,0.3176706,0.3658449,0.4046322,0.3459475,0.3332088,0.3915217,0.3424999,0.3269767,0.3292148,0.3685634,0.3922166,0.3647426,0.404726,0.2963233,0.2813408,0.3343781,0.3427612,0.3946803,0.3643631,0.3663753,0.3321421,0.3506313,0.3875439,0.4428506,0.3439025,0.318174,0.3580612,0.3501453,0.4115995,0.3406199,0.4187427,0.4004081,0.3694376,0.3374592,0.349407,0.3736683,0.4056202,0.3726447,0.3627109,0.3576486,"chr2"
"cg07598051",0.9809068,0.9668226,0.9736305,0.9754063,0.9638651,0.970209,0.9734303,0.9767989,0.9823383,0.9713059,0.9655735,0.984012,0.9746239,0.9836944,0.9784563,0.9760058,0.9801274,0.9764193,0.9815604,0.9761503,0.9813287,0.9561581,0.9807493,0.970299,0.9829086,0.9814864,0.9593091,0.9636868,0.9702447,0.981418,0.9621315,0.9591226,0.9702819,0.9567934,0.9851693,0.9783341,0.9821183,0.9747702,0.9824858,0.9853316,0.9798975,0.9823447,0.9848706,0.9759602,0.9815228,0.973265,0.9810406,0.9744453,0.9705506,0.9829766,0.9763043,0.9681958,0.9809428,0.9663348,0.9551321,0.9536998,0.9741358,0.9877045,0.9620846,0.9757285,0.9806515,0.9813861,0.9719997,0.9718499,0.9830103,0.9733214,0.9780037,0.9855249,0.9822803,0.9617547,0.9747924,0.9911169,0.9770568,0.9878731,0.9791549,0.9774672,0.9816144,0.9757807,0.9725614,0.9704487,0.9725054,0.9716577,0.9533769,0.9891503,0.9651098,0.9791817,0.9721023,0.9861646,0.9913604,0.9695855,0.9756574,0.9749201,0.9714706,0.9701156,0.9880898,0.9824834,0.9757601,0.9820967,0.978169,0.9599217,0.9917279,0.9581982,0.9722506,0.9800396,0.9745864,0.9746392,0.9782305,0.990262,0.9681149,0.9692665,0.983091,0.988351,0.9719031,0.970574,0.963021,0.9696923,0.9813086,0.9760034,0.9859174,0.979172,0.9862845,0.9761658,0.978946,0.98968,0.9769928,0.9742528,0.9814034,0.9768641,0.9767454,0.9788527,0.9817027,0.9788714,0.9761879,0.9722333,0.9756133,0.9865274,0.9708262,0.9827114,0.958679,0.9696965,0.9884865,0.9808843,"chr2"
