base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg19938167,531.2391,cg06744481,494.8323,-0.7556086
cg19938167,531.2391,cg16514063,466.14825,0.8259724
cg19938167,531.2391,cg11623599,503.12442,0.8814328
cg19938167,531.2391,cg22486366,498.91855,-0.8301839
cg19938167,531.2391,cg22159939,504.20474,0.8432951
cg19938167,531.2391,cg03944314,418.65103,0.70598364
cg19938167,531.2391,cg23688719,468.67413,0.80883867
cg19938167,531.2391,cg16080408,469.00165,0.80123305
cg19938167,531.2391,cg03765258,442.33685,0.71686333
cg19938167,531.2391,cg25046039,457.01962,0.78946364
cg19938167,531.2391,cg27645806,508.75638,0.91260314
cg19938167,531.2391,cg19865770,478.32852,0.83250344
cg19938167,531.2391,cg23049737,404.688,-0.7261426
cg19938167,531.2391,cg02447227,481.41953,0.8528467
cg19938167,531.2391,cg16912292,504.4234,0.9251588
cg19938167,531.2391,cg04446579,462.07153,-0.78410023
cg19938167,531.2391,cg18189298,474.04523,0.8203076
cg19938167,531.2391,cg15427676,432.03735,0.78349817
cg19938167,531.2391,cg22707105,474.86218,0.8653616
cg19938167,531.2391,cg27031344,448.4758,0.7934502
cg19938167,531.2391,cg23605244,441.4862,0.76194525
cg19938167,531.2391,cg16218664,479.94687,0.8975017
cg19938167,531.2391,cg17804100,428.52798,0.74895024
cg19938167,531.2391,cg26227005,458.3231,-0.7699139
cg19938167,531.2391,cg27139244,439.00287,0.7670091
cg19938167,531.2391,cg20709092,465.29935,0.8462389
cg19938167,531.2391,cg05888518,483.25873,0.90983176
cg19938167,531.2391,cg15387061,429.41095,-0.7317442
cg19938167,531.2391,cg24474852,424.4982,0.75114477
cg19938167,531.2391,cg17124700,480.54626,0.93373096
cg19938167,531.2391,cg09556918,429.2814,-0.7523354
cg19938167,531.2391,cg09757359,450.31094,0.8804493
cg19938167,531.2391,cg24931168,386.5597,0.73306084
cg19938167,531.2391,cg05341549,429.45508,0.7726744
cg19938167,531.2391,cg25327066,465.0271,0.84722763
