base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg23155934,181.71968,cg18695967,169.70782,0.8215403
cg23155934,181.71968,cg14490984,159.62207,0.7872522
cg23155934,181.71968,cg27388858,161.60306,0.71132094
cg23155934,181.71968,cg07038187,141.09982,0.73167735
cg23155934,181.71968,cg15355044,160.66313,0.76888525
cg23155934,181.71968,cg02710230,159.2102,0.8263084
cg23155934,181.71968,cg27358165,132.53648,0.71136814
cg23155934,181.71968,cg05173993,145.01553,0.76711196
cg23155934,181.71968,cg22093306,137.76143,0.71916264
cg23155934,181.71968,cg13553111,159.39558,0.83802027
cg26896818,173.807,cg06052021,156.18048,0.80900174
cg26896818,173.807,cg05794619,161.04123,0.83106494
cg26896818,173.807,cg11322810,158.71242,0.797044
cg26896818,173.807,cg22443944,155.49579,0.82338923
cg26896818,173.807,cg21961149,147.80014,-0.7306869
cg26896818,173.807,cg27664390,147.6793,0.81880975
cg26896818,173.807,cg05908442,130.53104,0.7256683
cg26896818,173.807,cg00481600,146.35237,0.7483904
cg26896818,173.807,cg03889299,145.32182,0.798139
cg26896818,173.807,cg06866653,139.06181,0.7990679
cg26896818,173.807,cg10709184,140.91434,0.8068522
cg26896818,173.807,cg04490045,142.80424,0.8049623
cg01954585,152.63538,cg18001313,122.62063,0.7204758
cg09225503,150.64009,cg00595599,115.33023,0.7096228
cg15935173,144.66666,cg13190924,124.4039,-0.7311043
cg15935173,144.66666,cg10557565,116.781654,0.7164004
cg00618738,144.008,cg25733898,118.029274,0.8272866
cg00618738,144.008,cg10612060,124.61095,0.7249027
cg16019875,140.09956,cg03756778,108.79947,0.7054041
cg16019875,140.09956,cg22839412,101.75939,0.7249955
cg20897616,61.504066,cg13874969,53.755905,0.7563597
