,PDD38,CTRL61,PDD23,PDD21,PD29,PD5,CTRL88,PD41,PDD39,PD11,PDD26,PDD25,PD1,CTRL24,PD55,CTRL15,CTRL63,PDD60,PDD51,PDD43,PD14,PDD5,PD37,CTRL80,PDD74,CTRL62,PD3,CTRL39,CTRL97,PD47,DLB17,DLB2,CTRL35,PD8,CTRL51,CTRL77,CTRL68,PDD24,CTRL19,PDD13,CTRL43,DLB11,PDD58,CTRL42,PDD53,PD40,PDD44,PD6,CTRL1,PD35,PDD41,PDD70,PD59,PDD28,CTRL78,CTRL64,PD48,PD21,CTRL95,CTRL57,PDD30,PDD22,DLB15,PD50,CTRL29,PDD54,PDD27,DLB24,PD23,PD30,PDD15,CTRL50,CTRL93,PDD35,CTRL73,PDD6,CTRL13,PDD73,CTRL81,CTRL33,PDD49,PD27,PDD4,PD58,CTRL85,PD52,PD60,PD61,CTRL11,CTRL40,DLB35,PD9,CTRL79,PDD61,PD56,CTRL55,CTRL37,CTRL82,CTRL32,PD2,PD54,CTRL48,PD49,PDD69,PD45,CTRL12,PD33,PD51,PD13,PDD45,PD20,CTRL83,PDD7,CTRL71,PDD47,PD32,CTRL6,CTRL46,PD17,PDD10,DLB12,CTRL44,CTRL86,DLB27,PD18,CTRL20,PDD50,DLB21,CTRL53,CTRL65,PD38,CTRL18,PDD36,PDD64,PD42,PDD33,PDD65,PD62,PDD77,PDD2,PD25,DLB14
cg06770322,0.9866509,0.9836548,0.9902293,0.9800331,0.9783005,0.974294,0.9831377,0.9783076,0.9810683,0.9827511,0.9914028,0.979122,0.9894837,0.9850691,0.9882447,0.9789214,0.9907662,0.9653966,0.9894646,0.9861386,0.9903768,0.968436,0.9818901,0.9882873,0.9855706,0.9825183,0.9682915,0.9731773,0.974487,0.9752775,0.9814868,0.9702866,0.984027,0.9760675,0.9915339,0.9819808,0.9821996,0.988042,0.9847483,0.994156,0.9886785,0.9805002,0.9818641,0.9792337,0.9802121,0.9817573,0.9798585,0.9849337,0.9835605,0.9786071,0.9679746,0.9853814,0.9745966,0.9921321,0.9756653,0.9866619,0.9737705,0.9766643,0.9817839,0.9790414,0.9730383,0.9864191,0.9855717,0.9828632,0.9688937,0.9843068,0.9852186,0.9776042,0.9902938,0.980941,0.9768105,0.9882573,0.983008,0.9809188,0.9880556,0.9671758,0.9801641,0.9863138,0.9933204,0.9751125,0.9873314,0.9826144,0.9578634,0.9873976,0.9838528,0.9840117,0.9920472,0.9769788,0.9732839,0.9814339,0.982009,0.9670459,0.9800173,0.9829287,0.9864522,0.9884107,0.9852819,0.9860229,0.986012,0.985562,0.9895926,0.98363,0.974964,0.9826988,0.9801495,0.9839432,0.9860191,0.9906523,0.9834395,0.9872698,0.9889873,0.9865583,0.9816449,0.9905391,0.9853959,0.9820384,0.9845192,0.978018,0.9881723,0.9876241,0.9818169,0.9869181,0.9885608,0.9662806,0.9842634,0.9842348,0.9818791,0.9517321,0.9888965,0.9805467,0.9779202,0.9803136,0.9876494,0.9907732,0.9752198,0.9879498,0.9814372,0.9823162,0.9831053,0.9821955,0.9833952,0.9828806
cg11706624,0.862041,0.7386475,0.784172,0.9373415,0.7637771,0.7957895,0.7939762,0.8020381,0.8170554,0.8475252,0.9146048,0.796733,0.7986868,0.7785666,0.8020658,0.6893297,0.8087651,0.7617791,0.7625067,0.8461243,0.8092315,0.7971603,0.7796938,0.7956078,0.7944931,0.7725781,0.7479849,0.7939074,0.7951697,0.7135218,0.7837692,0.799937,0.8268393,0.890827,0.7446497,0.7472041,0.7631415,0.7920691,0.8483166,0.7851106,0.7933455,0.8121979,0.7296433,0.7816565,0.8934001,0.8379938,0.7788053,0.7188464,0.7700821,0.7715889,0.7962585,0.7883907,0.7383632,0.8384599,0.7879291,0.75565,0.7528918,0.7845221,0.7659548,0.7604724,0.7864323,0.8662762,0.7226944,0.7633794,0.825171,0.8364458,0.8235584,0.8621238,0.8251112,0.7908658,0.8841899,0.8489293,0.777176,0.7918591,0.72491,0.8144218,0.7434137,0.8955931,0.7412991,0.7992758,0.8636005,0.8148703,0.8330993,0.8280007,0.761821,0.8653263,0.8675485,0.7292921,0.855118,0.7983193,0.8007251,0.8217552,0.8118503,0.7931152,0.8700891,0.8286887,0.8685473,0.8533525,0.897544,0.9033093,0.7295867,0.7417558,0.7597194,0.7136315,0.780159,0.8321606,0.8130538,0.8459316,0.849585,0.8302333,0.8902215,0.7209129,0.7509527,0.7103409,0.7298785,0.7023393,0.8477507,0.7257829,0.8248557,0.8657401,0.7658154,0.7733991,0.7939104,0.7596224,0.8685655,0.8097053,0.8068109,0.7459044,0.7634454,0.7241613,0.784553,0.8326703,0.7090451,0.8337423,0.9075207,0.8770318,0.7680034,0.7876265,0.7978986,0.8640931,0.8926604,0.8217532
cg03723497,0.03695004,0.02495978,0.02965869,0.02585195,0.008647164,0.1006834,0.03465928,0.05772134,0.01213344,0.112203,0.06697218,0.07730282,0.01102596,0.06864289,0.02362217,0.02417928,0.1095511,0.008906769,0.02164024,0.01509575,0.02847119,0.04493039,0.06608439,0.01537418,0.02475367,0.04189927,0.02808631,0.06996778,0.04320643,0.02414698,0.02408919,0.083992,0.04480871,0.03792624,0.02384475,0.0199191,0.02553305,0.02822006,0.07476484,0.02848427,0.0289249,0.05315545,0.02515242,0.016434,0.03471695,0.02784547,0.01330248,0.03219134,0.04651583,0.05704454,0.03591315,0.03735655,0.01252406,0.01472618,0.03677639,0.01801609,0.02852651,0.01806881,0.0115781,0.03383613,0.03477314,0.04432443,0.03956757,0.02385839,0.05667287,0.023116,0.04185987,0.04743583,0.03330231,0.03546152,0.02752974,0.02219314,0.01717916,0.03512982,0.03858931,0.03035096,0.0435821,0.03668534,0.02421924,0.02838301,0.03018885,0.05304558,0.03465131,0.01856292,0.05442029,0.03368668,0.1263469,0.06405826,0.02189642,0.03065299,0.04047448,0.08789833,0.04586074,0.07526287,0.04030421,0.02458556,0.05342966,0.03052283,0.0682564,0.04783069,0.01569606,0.03915208,0.01554067,0.04349182,0.04800783,0.03042185,0.02451653,0.02530291,0.01508821,0.05079799,0.05070447,0.01228302,0.05299976,0.05258677,0.03056802,0.01910542,0.02557713,0.03580467,0.02987116,0.03421445,0.02375199,0.01011257,0.01867232,0.03140156,0.02604896,0.03462194,0.01734509,0.01906364,0.02115966,0.01459595,0.05609746,0.01776169,0.02621962,0.04519623,0.05444773,0.03468012,0.03840937,0.01413896,0.0245012,0.1310204,0.02467448,0.02358104
cg26433333,0.8594012,0.8179676,0.8994271,0.8542884,0.8563989,0.9182423,0.8925789,0.8387179,0.846619,0.89842,0.8960241,0.8130075,0.8636061,0.8794787,0.842156,0.8380097,0.8760709,0.8332089,0.7871709,0.7923712,0.8438759,0.8269358,0.8519033,0.8754855,0.8571479,0.8373114,0.827491,0.8781609,0.8527484,0.7859512,0.9160754,0.77447,0.8872159,0.8823703,0.8349897,0.8925127,0.842084,0.9390251,0.9012334,0.8136068,0.8203154,0.8997042,0.8673883,0.8318963,0.9015532,0.8355203,0.8441195,0.8115687,0.8411871,0.8095546,0.8551945,0.8465284,0.883276,0.7989219,0.8495106,0.799809,0.8622025,0.8355328,0.8087113,0.9086071,0.8692068,0.8738301,0.8269987,0.8671922,0.8749733,0.829548,0.9132551,0.869069,0.8950215,0.8287423,0.8907608,0.8655773,0.8698268,0.8072277,0.8566735,0.7853667,0.8547975,0.9335983,0.8132564,0.8587622,0.7684456,0.8722866,0.8727459,0.8373495,0.9040058,0.8648375,0.8291739,0.8540823,0.9006171,0.9088894,0.8503534,0.8645262,0.8556628,0.8378249,0.9219847,0.8785645,0.877074,0.8768177,0.8533557,0.9035628,0.8506602,0.8251247,0.8373971,0.7919532,0.86313,0.8681261,0.8802835,0.8401904,0.7683354,0.9047521,0.8165031,0.8181469,0.8584371,0.8169582,0.9071602,0.8247152,0.8767048,0.8639262,0.8555651,0.8681314,0.8292488,0.8285229,0.7715027,0.8123351,0.8968752,0.8685462,0.8616203,0.868008,0.8669615,0.843026,0.816905,0.8827052,0.7895707,0.8689774,0.8815695,0.8484893,0.7734173,0.86088,0.8427052,0.9070873,0.8819289,0.8062787
cg05556371,0.8654673,0.8606294,0.9187907,0.8577062,0.8222432,0.8623779,0.8353774,0.8401836,0.7906528,0.8362922,0.8885851,0.8342315,0.8920599,0.849141,0.8915744,0.8323361,0.7781239,0.7948956,0.7560095,0.8353263,0.924658,0.8825187,0.843165,0.8567148,0.8579498,0.7951187,0.8455717,0.8473546,0.8683116,0.8259932,0.8753109,0.8295219,0.8415097,0.8461428,0.8852476,0.8241622,0.7527389,0.9240926,0.8458329,0.8302452,0.863493,0.8313565,0.8651743,0.8382538,0.8710378,0.8016386,0.8507995,0.9124157,0.8819948,0.7890367,0.8510642,0.884339,0.8522375,0.8571071,0.830463,0.7556328,0.824751,0.8804737,0.8442991,0.8425981,0.9060292,0.8650503,0.874637,0.8117025,0.781211,0.8308743,0.888455,0.8538168,0.8782653,0.7946435,0.8832533,0.8480558,0.865589,0.8663939,0.8466532,0.8448041,0.7870843,0.9020099,0.7542306,0.8168322,0.8169379,0.92389,0.8282494,0.9131289,0.8003833,0.9043175,0.8982167,0.9036221,0.9006439,0.8169336,0.8086038,0.834283,0.7973722,0.8654005,0.8778244,0.8236959,0.8778578,0.8760322,0.8982594,0.8687759,0.864557,0.7504115,0.7860717,0.7331974,0.8013236,0.8896401,0.8501726,0.810203,0.8715387,0.8508661,0.9125196,0.8716195,0.834087,0.8379985,0.8646717,0.8241084,0.8941014,0.7838245,0.9116701,0.8494219,0.8471768,0.851213,0.8550585,0.8020609,0.8844176,0.8433714,0.7734515,0.8048361,0.8286999,0.8374237,0.8068215,0.8600907,0.8084094,0.865245,0.7762127,0.9045676,0.8452683,0.8241961,0.8573253,0.9226062,0.9056159,0.8697127
cg13642436,0.755634,0.8187001,0.8220099,0.7350432,0.6874274,0.7588311,0.8018539,0.7149571,0.7421019,0.7885081,0.7314153,0.7206693,0.7643395,0.7320756,0.813572,0.7126732,0.7670877,0.6597261,0.6043332,0.7236524,0.8514653,0.7350615,0.7532718,0.7842543,0.8029276,0.7886413,0.7717819,0.8028525,0.8059936,0.7293435,0.7848617,0.7348279,0.7320803,0.7873224,0.7692159,0.7081052,0.777227,0.8804225,0.8083583,0.7338733,0.7255452,0.8159711,0.7789728,0.7978531,0.7443951,0.7326035,0.7560644,0.7715445,0.8021485,0.8014713,0.7261986,0.7942656,0.7489674,0.7306076,0.7397142,0.7354262,0.7133436,0.7835308,0.7541779,0.792265,0.8376297,0.7787228,0.7206503,0.7626284,0.6553258,0.7484958,0.8419697,0.7447756,0.7979299,0.8092341,0.7094414,0.7769458,0.8183403,0.7741778,0.8376887,0.7469805,0.7050074,0.8575731,0.7614076,0.8005579,0.7772043,0.7529143,0.7171119,0.7992603,0.7723529,0.7335746,0.7234436,0.7195101,0.8440859,0.7802306,0.7748698,0.7671829,0.8421922,0.7453549,0.846178,0.8235055,0.7547813,0.7429179,0.7725421,0.8019833,0.8214374,0.7065651,0.7312363,0.6907561,0.6932921,0.7102783,0.6492431,0.7751588,0.7671457,0.8018313,0.7644886,0.7159185,0.7812236,0.8236342,0.7303294,0.7141016,0.7716155,0.6723786,0.7061381,0.6826523,0.7844189,0.7419533,0.8155784,0.7482703,0.7530378,0.6916013,0.717783,0.7380007,0.7764262,0.7627872,0.8137929,0.7397194,0.6920372,0.7823819,0.726569,0.7484536,0.7323423,0.7950492,0.7138004,0.7726778,0.867741,0.7440327
cg15579362,0.9410702,0.9246724,0.9363115,0.9504419,0.9045522,0.9288796,0.935146,0.9427462,0.9136797,0.9472686,0.9395898,0.9626926,0.9400741,0.9177285,0.920614,0.9445353,0.9328655,0.9248193,0.922366,0.9518212,0.9295788,0.8594039,0.9483887,0.9323345,0.8919029,0.9458851,0.8887481,0.9839706,0.9366531,0.9459909,0.9436568,0.9356512,0.9603215,0.8937118,0.9456871,0.9416561,0.8960178,0.9372462,0.9606532,0.947574,0.9361961,0.9476344,0.9293779,0.974666,0.9445026,0.9616859,0.9566555,0.8301252,0.908433,0.9384787,0.9138785,0.9105997,0.9709354,0.9369798,0.906763,0.8793788,0.8795824,0.9271247,0.9410314,0.9394081,0.911448,0.9776782,0.90941,0.9391086,0.9213644,0.9438958,0.9262441,0.9327314,0.9438743,0.9094003,0.9080007,0.9543555,0.9062805,0.9276222,0.8827273,0.9692929,0.9385535,0.8557374,0.9058701,0.9274836,0.9216249,0.9298169,0.851704,0.9114685,0.930459,0.9406884,0.9025417,0.9402696,0.9445767,0.9286866,0.908339,0.8782766,0.9462479,0.9667052,0.9607312,0.9126683,0.9364534,0.9706991,0.930493,0.8726004,0.9491626,0.9005566,0.9171732,0.9436869,0.895579,0.9116774,0.908334,0.9636066,0.9428222,0.9081483,0.9200331,0.8967922,0.9031114,0.9423547,0.961641,0.9323246,0.9471202,0.9516858,0.8704533,0.8535031,0.9494478,0.9554562,0.9277852,0.9587538,0.9004093,0.9424358,0.987228,0.9418853,0.9539242,0.9646582,0.9366118,0.9341604,0.9106031,0.9633843,0.9238806,0.9300795,0.9542816,0.9415855,0.8962488,0.8875597,0.9124085,0.9625502
cg16158816,0.01943349,0.01651369,0.02074949,0.03270683,0.02316837,0.03093618,0.01320953,0.02234916,0.03903056,0.02352037,0.04517501,0.01194647,0.01772645,0.04055756,0.02205278,0.01995619,0.02230385,0.01958543,0.02136023,0.03565611,0.03136448,0.01899511,0.02771757,0.01296939,0.01911098,0.01494868,0.01920217,0.02047317,0.01150225,0.02040545,0.01503783,0.03047445,0.01617694,0.03521378,0.01827306,0.02195151,0.006586629,0.01896273,0.01500426,0.01655962,0.0262405,0.01162588,0.01827732,0.0172292,0.02643518,0.02333376,0.01664922,0.02340988,0.03356859,0.01924929,0.02735285,0.02741961,0.02352846,0.01217424,0.01757744,0.01852665,0.01169902,0.01364252,0.02654744,0.01551431,0.02255643,0.02267836,0.02393428,0.02251619,0.02544802,0.02610747,0.01206289,0.03267015,0.01720858,0.02309503,0.01458201,0.02078972,0.02049411,0.02867466,0.01227155,0.02070864,0.02221616,0.01330799,0.01913756,0.01373872,0.03585209,0.02281751,0.01983339,0.0154392,0.01306761,0.02729533,0.01821792,0.02162019,0.02274506,0.02064755,0.02318289,0.02255641,0.008163319,0.01538413,0.01758739,0.03095455,0.03273893,0.01120914,0.03473582,0.02933636,0.01609645,0.01968459,0.02258635,0.01559807,0.02812936,0.01750698,0.02466367,0.01300365,0.01748525,0.03032092,0.02108369,0.02021709,0.01856057,0.02281566,0.01642676,0.01772699,0.03433539,0.02172863,0.02153197,0.03885198,0.02313165,0.01341802,0.01957388,0.02514989,0.01327016,0.03960017,0.02991794,0.01716118,0.02766108,0.02125637,0.01845136,0.04293187,0.02551468,0.019412,0.04815517,0.03767431,0.02389202,0.02443439,0.01747559,0.0186225,0.03790724,0.01417428
cg26002149,0.6660569,0.5676787,0.6465271,0.821483,0.4867201,0.6487689,0.6649455,0.6675927,0.625203,0.7108826,0.7012729,0.6926422,0.695898,0.6995407,0.7425489,0.6264702,0.4757473,0.5987031,0.5044892,0.7139233,0.6613218,0.6942634,0.6141591,0.5023515,0.6463026,0.57441,0.5845212,0.5321283,0.6293919,0.5863071,0.3831907,0.6851004,0.6245549,0.6782556,0.6359759,0.5250922,0.4943833,0.6856963,0.6965317,0.5766632,0.4794129,0.689538,0.6203485,0.6850892,0.6802198,0.5557128,0.677164,0.5866419,0.6934171,0.5980684,0.6465095,0.5772977,0.6168838,0.6014606,0.6317725,0.4458688,0.5303252,0.6640784,0.6473143,0.5690454,0.6778048,0.7750623,0.6016912,0.6081307,0.6775575,0.6588658,0.6247549,0.6934609,0.6980282,0.595296,0.5928551,0.6800367,0.6131324,0.6473578,0.6267026,0.7225444,0.482159,0.6966609,0.602295,0.6448986,0.6166666,0.5796058,0.6643681,0.661486,0.676821,0.7219687,0.6063921,0.5390425,0.6069881,0.5983449,0.628677,0.5810341,0.5771523,0.5889946,0.6183128,0.6397645,0.7180686,0.6313825,0.7512872,0.7261807,0.6664193,0.5499099,0.4952655,0.6782017,0.4626403,0.7005548,0.5877772,0.5774974,0.745244,0.6955506,0.707947,0.5746537,0.6793957,0.6084732,0.4556473,0.497016,0.6961642,0.5393899,0.717037,0.6519882,0.6324948,0.6011791,0.6195102,0.6483427,0.6582484,0.6058978,0.6162165,0.5086097,0.6448531,0.4889352,0.6299724,0.7538376,0.6300337,0.6475575,0.6534006,0.6503151,0.5793799,0.6419886,0.5582257,0.666691,0.7382355,0.6541098
cg27006922,0.9693701,0.9604687,0.9720337,0.9650299,0.9404872,0.9628429,0.971409,0.9712276,0.9536946,0.9489686,0.9792811,0.9790856,0.9741137,0.9588517,0.9733955,0.9579531,0.9581217,0.9629011,0.9699648,0.974807,0.9697782,0.9669983,0.9637799,0.967248,0.9585391,0.9837991,0.939271,0.9793015,0.9572554,0.9695089,0.9562532,0.9437488,0.9717135,0.9545574,0.9686469,0.9598065,0.9609465,0.954124,0.9639876,0.9469403,0.9539069,0.964568,0.9716262,0.9589894,0.9723351,0.9793915,0.9737071,0.9240236,0.9616989,0.9674271,0.9698949,0.964082,0.9583456,0.966731,0.9425187,0.928733,0.9788603,0.9412248,0.9543077,0.9845909,0.9658069,0.9653849,0.9557412,0.9525154,0.9629178,0.9733977,0.9602134,0.9658223,0.9557679,0.9784049,0.9225051,0.9805664,0.9539737,0.9501418,0.9735504,0.9573432,0.9738416,0.9681735,0.9763295,0.971134,0.9414029,0.9749554,0.9460945,0.9708884,0.9769486,0.9619607,0.9722266,0.9698852,0.9615317,0.9802737,0.9799815,0.9461744,0.9844099,0.9832705,0.980074,0.9562398,0.9825677,0.9657834,0.9615876,0.9602501,0.9702636,0.9721174,0.951467,0.979038,0.9376434,0.9640343,0.9568677,0.9629354,0.9696608,0.9417288,0.9510439,0.9376327,0.9620929,0.9689545,0.9712684,0.9490126,0.9852725,0.9778142,0.9423949,0.9586638,0.9612376,0.969584,0.9750446,0.9840446,0.953257,0.9697733,0.977923,0.9818757,0.9577662,0.954694,0.9641389,0.9559631,0.9535104,0.9779187,0.9716979,0.952008,0.9813804,0.9637244,0.9510119,0.9490017,0.9723426,0.9516162
