base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg11559967,92.761986,cg05940240,76.47774,0.7356154
cg11559967,92.761986,cg27491208,74.75102,0.70923924
cg11559967,92.761986,cg04460557,77.336555,0.7578393
cg11559967,92.761986,cg11753750,87.81484,0.84531176
cg11559967,92.761986,cg04237918,77.265785,0.81217945
cg11559967,92.761986,cg14796658,75.73721,0.8258879
cg11559967,92.761986,cg18731680,68.41106,0.77082133
cg11559967,92.761986,cg24509815,76.9098,0.82207
cg11559967,92.761986,cg05038894,68.8947,0.701427
cg11559967,92.761986,cg23021282,66.34994,0.79768217
cg11559967,92.761986,cg25211705,63.28481,0.7059799
cg11559967,92.761986,cg23116041,72.383965,0.87006927
cg00838561,86.48756,cg23668093,74.91175,0.7920087
cg00838561,86.48756,cg03198372,74.09178,0.7224977
cg06963223,85.70605,cg21758880,73.747284,0.73986846
cg06963223,85.70605,cg01503706,69.64207,0.7442684
cg06963223,85.70605,cg14569920,72.12353,0.7317803
cg17487553,62.107758,cg19191357,59.401928,0.7156132
