,PDD38,CTRL61,PDD23,PDD21,PD29,PD5,CTRL88,PD41,PDD39,PD11,PDD26,PDD25,PD1,CTRL24,PD55,CTRL15,CTRL63,PDD60,PDD51,PDD43,PD14,PDD5,PD37,CTRL80,PDD74,CTRL62,PD3,CTRL39,CTRL97,PD47,DLB17,DLB2,CTRL35,PD8,CTRL51,CTRL77,CTRL68,PDD24,CTRL19,PDD13,CTRL43,DLB11,PDD58,CTRL42,PDD53,PD40,PDD44,PD6,CTRL1,PD35,PDD41,PDD70,PD59,PDD28,CTRL78,CTRL64,PD48,PD21,CTRL95,CTRL57,PDD30,PDD22,DLB15,PD50,CTRL29,PDD54,PDD27,DLB24,PD23,PD30,PDD15,CTRL50,CTRL93,PDD35,CTRL73,PDD6,CTRL13,PDD73,CTRL81,CTRL33,PDD49,PD27,PDD4,PD58,CTRL85,PD52,PD60,PD61,CTRL11,CTRL40,DLB35,PD9,CTRL79,PDD61,PD56,CTRL55,CTRL37,CTRL82,CTRL32,PD2,PD54,CTRL48,PD49,PDD69,PD45,CTRL12,PD33,PD51,PD13,PDD45,PD20,CTRL83,PDD7,CTRL71,PDD47,PD32,CTRL6,CTRL46,PD17,PDD10,DLB12,CTRL44,CTRL86,DLB27,PD18,CTRL20,PDD50,DLB21,CTRL53,CTRL65,PD38,CTRL18,PDD36,PDD64,PD42,PDD33,PDD65,PD62,PDD77,PDD2,PD25,DLB14
cg04639396,0.08056526,0.07362965,0.0731091,0.05378436,0.05856562,0.1058102,0.08352095,0.1051842,0.09967511,0.09506125,0.1345626,0.09127514,0.09139164,0.1017489,0.09821164,0.08755391,0.08656762,0.1030245,0.08617798,0.1234609,0.07942365,0.1095234,0.09914038,0.1066663,0.09564572,0.1088914,0.1093951,0.1073925,0.1123196,0.06315698,0.09393687,0.06437748,0.1317255,0.07588431,0.1069759,0.08593727,0.1046558,0.08325003,0.08139278,0.08047278,0.1146471,0.1154543,0.08799694,0.1102408,0.09579381,0.1271199,0.104359,0.04547628,0.09541611,0.09214461,0.08443341,0.1101787,0.0903359,0.05719862,0.07885905,0.1153554,0.09303328,0.08056264,0.07363682,0.07100312,0.07580008,0.07652337,0.08269983,0.1164783,0.04664703,0.06409854,0.08220253,0.08015705,0.07669385,0.06653002,0.07676739,0.1018052,0.09582355,0.08191386,0.0860505,0.087288,0.09254274,0.05512852,0.06967796,0.1307012,0.1020479,0.07240508,0.09729185,0.1239736,0.1404623,0.09154835,0.09838801,0.08733176,0.1265114,0.108735,0.1296414,0.07714279,0.06872543,0.10815,0.08683911,0.07034247,0.09936467,0.05818637,0.1302363,0.07781184,0.09243221,0.08795497,0.09913754,0.09492053,0.09539824,0.08600741,0.08471079,0.07346871,0.106359,0.06393013,0.07391043,0.108839,0.07545595,0.0932826,0.073559,0.08748702,0.0879161,0.09277581,0.0592335,0.09139849,0.09825787,0.123984,0.08437022,0.09695707,0.07960814,0.09683492,0.08802176,0.07041294,0.1030052,0.1103129,0.1185978,0.1058545,0.09359689,0.09769838,0.1059017,0.0846238,0.09325212,0.1153676,0.07303711,0.1047452,0.113226,0.08151893
cg24652817,0.9613349,0.9146871,0.9508205,0.9669942,0.9281608,0.937137,0.9664741,0.9401922,0.970052,0.9621708,0.9675653,0.9399814,0.9477964,0.8909871,0.9418121,0.8529919,0.9025511,0.9151392,0.9401255,0.974657,0.9792265,0.9286554,0.912397,0.9401414,0.9632288,0.9634563,0.9213469,0.8971054,0.9340711,0.9255653,0.9630034,0.9596203,0.9504918,0.9560114,0.9604876,0.9305637,0.9086143,0.9552826,0.926578,0.9771248,0.9630941,0.9174692,0.9662352,0.8679361,0.9628347,0.9244774,0.9493907,0.9358921,0.9355371,0.9117463,0.9203649,0.9577362,0.9158449,0.9032061,0.9101756,0.9387413,0.9142382,0.9700568,0.8792908,0.942365,0.9670546,0.9676223,0.939559,0.9595643,0.9808458,0.9700014,0.9761333,0.9493135,0.9502046,0.9501404,0.9538748,0.962865,0.9134056,0.9466754,0.9418357,0.9206265,0.9140852,0.9629215,0.9095951,0.8979998,0.9534064,0.9397733,0.9571814,0.9461453,0.9423684,0.9675116,0.9311281,0.9584955,0.9438261,0.94991,0.956964,0.9369368,0.9740268,0.947665,0.9453078,0.9467399,0.9878986,0.9660336,0.9740237,0.9401662,0.9290623,0.9500627,0.9428829,0.9186215,0.9534976,0.9208306,0.9538609,0.9455614,0.963337,0.9770374,0.9707595,0.9241303,0.9157794,0.9240174,0.927769,0.9087417,0.963357,0.9092267,0.9221056,0.9754726,0.9730748,0.9087678,0.933277,0.9463082,0.970057,0.9499076,0.9741018,0.907082,0.9613813,0.9272003,0.8927226,0.9647917,0.8881537,0.9259985,0.9682902,0.9784353,0.955204,0.9504551,0.9442067,0.9467404,0.9729266,0.9728853
cg24921720,0.9348777,0.9377289,0.9388699,0.9344956,0.9343351,0.9209188,0.9523407,0.9207366,0.9134236,0.9609463,0.9108986,0.9392942,0.929214,0.9340601,0.9473063,0.9367984,0.972577,0.9365813,0.9047184,0.9345007,0.9358466,0.934908,0.9296521,0.9534004,0.9449183,0.9560659,0.9199156,0.9290559,0.9159886,0.9203756,0.9207274,0.9260807,0.9477818,0.9420862,0.9186443,0.8849255,0.8624226,0.9537659,0.9443761,0.9655924,0.9311952,0.9235304,0.9529105,0.9151733,0.9323297,0.9334994,0.926037,0.9329364,0.9079022,0.9426693,0.9255567,0.9332196,0.9219878,0.9526253,0.942352,0.9484252,0.9642023,0.9092693,0.9137375,0.9466956,0.9267544,0.9468381,0.9180462,0.9282832,0.9475473,0.9319154,0.8812676,0.9346506,0.9401117,0.9569509,0.936626,0.9448267,0.9281878,0.9448612,0.9857844,0.952728,0.9176091,0.9561383,0.9073182,0.9536295,0.8994891,0.944491,0.9099316,0.9285044,0.9394029,0.9670126,0.929158,0.9584461,0.9519619,0.9206494,0.8903129,0.9235766,0.9296336,0.9452536,0.93576,0.8965427,0.9528997,0.8939269,0.9422677,0.933583,0.9516019,0.9379569,0.9374775,0.9430479,0.9127676,0.9297916,0.8945304,0.9370267,0.9542618,0.8762562,0.92716,0.9145603,0.9320369,0.935623,0.9392269,0.9532998,0.9251569,0.9029131,0.9176513,0.8978377,0.9279708,0.9431915,0.9344495,0.9012386,0.9250558,0.9292286,0.91708,0.9065762,0.9510661,0.9274758,0.9472537,0.9191973,0.9213372,0.9386435,0.9318195,0.9231747,0.959849,0.9401459,0.9562274,0.942753,0.9120106,0.9532713
cg13341654,0.004703395,0.001981551,0.00286394,0.01036203,0.004366585,0.01072754,0.002359945,0.001337011,0.00712043,0.002294005,0.005339697,0.003338706,0.00353235,0.004274995,0.001088976,0.008050655,0.001235125,0.001510791,0.004134274,0.00290775,0.002928795,0.01155203,0.002885545,0.006121629,0.002518527,0.002393224,0.01020097,0.002131015,0.003645606,0.003837975,0.005147512,0.009256424,0.00667471,0.009556465,0.001036359,0.005127199,0.004221114,0.007317829,0.008905804,0.001594245,0.002767257,0.002797447,0.01124371,0.001757221,0.006740444,0.003384166,0.001551684,0.01008182,0.009987779,0.004143017,0.004957336,0.001046323,0.004061424,0.001458887,0.004568136,0.008371623,0.004252876,0.007302181,0.00113502,0.002497436,0.002855229,0.002014993,0.008460102,0.005658403,0.003059609,0.005456398,0.002737791,0.01174522,0.00299766,0.003981109,0.01520952,0.003913015,0.003991896,0.004139079,0.005959186,0.005347441,0.005145519,0.004947802,0.002118032,0.008565723,0.004024876,0.002761613,0.02467159,0.006312712,0.003812592,0.002373182,0.004026157,0.00262936,0.008779223,0.007511806,0.0004072998,0.008913588,0.003681057,0.006477773,0.002587654,0.003113252,0.003727862,0.006362306,0.009381474,0.005457545,0.001962212,0.003694805,0.003158203,0.003990622,0.006668028,0.003393479,0.007727886,0.00210661,0.00492656,0.004548371,0.007680718,0.005332007,0.01941004,0.003358831,0.005310765,0.00556566,0.00309247,0.004797884,0.002783262,0.01240708,0.001842247,0.001673352,0.0005945853,0.001612729,0.003030845,0.00095405,0.004236647,0.002417968,0.002717315,0.004349497,0.003906592,0.01120944,0.00129919,0.002466868,0.01659306,0.007732028,0.008137299,0.003000767,0.002861263,0.01619147,0.00398858,0.005631372
cg17375639,0.97136,0.968155,0.9858839,0.9682819,0.9555045,0.9490543,0.9671817,0.9606928,0.9515939,0.9687214,0.9841024,0.9740821,0.9744118,0.9732921,0.9598123,0.9695853,0.9599873,0.9502059,0.9672177,0.9377031,0.9686007,0.9763283,0.9745168,0.9556581,0.9779683,0.9618213,0.9391959,0.9614318,0.9777625,0.9779556,0.9719291,0.9745479,0.9586155,0.952813,0.9697773,0.9628692,0.9716118,0.9366721,0.9545968,0.9754278,0.9456291,0.9635633,0.9707286,0.9791667,0.9638936,0.9582825,0.9807311,0.9559934,0.9670465,0.9751734,0.9531497,0.9661816,0.9675961,0.9738551,0.9496151,0.9758022,0.976772,0.9742843,0.9560876,0.9580197,0.9595383,0.9753896,0.9761982,0.976168,0.9755186,0.972417,0.9607106,0.9665461,0.9795902,0.9675892,0.9489525,0.9772885,0.9630769,0.9729536,0.9521952,0.9537488,0.9804369,0.9248476,0.9298759,0.9401704,0.967664,0.9774203,0.9517388,0.9570184,0.9718734,0.9549824,0.9649223,0.9916227,0.9780954,0.9437497,0.9645287,0.9462666,0.9726186,0.9603553,0.9727641,0.9627301,0.9718701,0.97599,0.9629417,0.947384,0.9831577,0.9383092,0.9679048,0.9626439,0.9612456,0.9758285,0.9606197,0.976593,0.9667644,0.9609984,0.975407,0.9446719,0.9348997,0.9308072,0.9543255,0.9487897,0.9630048,0.9529624,0.9780335,0.9555305,0.9645941,0.9728905,0.9728237,0.9617662,0.9737682,0.9828103,0.977646,0.9750794,0.9792965,0.9674984,0.979068,0.9523639,0.9668374,0.9649246,0.9803388,0.9688351,0.9717403,0.967846,0.9873202,0.9630766,0.9665215,0.9660571
cg18152517,0.9494322,0.9371054,0.9587175,0.9448809,0.929752,0.949318,0.9414239,0.9451767,0.9182976,0.9469964,0.9445177,0.9697712,0.9261018,0.9391804,0.9454268,0.9152679,0.9629543,0.9457268,0.9210293,0.8995279,0.9651398,0.9757666,0.9473483,0.9690239,0.9369973,0.9446708,0.9593913,0.9469089,0.9699208,0.9579951,0.941069,0.9404744,0.9346816,0.9491936,0.9307764,0.9431335,0.9696031,0.9589352,0.9154147,0.9725055,0.9658037,0.9648501,0.9567554,0.9384266,0.9292405,0.9515074,0.9435075,0.9557906,0.9609148,0.9621815,0.9081172,0.9379068,0.9429102,0.9326988,0.9497842,0.9646705,0.942303,0.9513826,0.9442997,0.9537642,0.9345544,0.9609811,0.953853,0.9461054,0.9179057,0.942957,0.9678127,0.949919,0.950322,0.9463884,0.9362453,0.9439171,0.9411766,0.9488593,0.9586859,0.960124,0.933868,0.95979,0.9529675,0.9641823,0.9179098,0.9204267,0.9411707,0.9549938,0.9611129,0.9428471,0.9342184,0.9380848,0.9647315,0.9481258,0.9354319,0.9495068,0.9835216,0.9559739,0.9322259,0.9610493,0.9109254,0.9695775,0.918936,0.9386401,0.9280905,0.9283759,0.9564597,0.9624764,0.9356445,0.9495268,0.9135939,0.9814545,0.9397551,0.9531285,0.9416808,0.9760496,0.9492048,0.9767636,0.9545367,0.9470169,0.9228486,0.9468452,0.9087828,0.9393688,0.9487776,0.9480087,0.9803281,0.9373693,0.9461162,0.9248499,0.9138284,0.9196153,0.9565324,0.9669031,0.9440055,0.919318,0.9512885,0.9674953,0.9473557,0.9450852,0.9371486,0.932369,0.964514,0.9625264,0.9403408,0.9198466
cg27177779,0.8607051,0.8259101,0.8542851,0.8293515,0.8255183,0.81901,0.8338509,0.8310273,0.8709832,0.8612577,0.8556321,0.8496373,0.8619411,0.8329483,0.8305211,0.7995752,0.7947635,0.8236043,0.8594064,0.902842,0.8303434,0.8106469,0.8566427,0.8050554,0.8173767,0.8137746,0.7260316,0.8209661,0.8124891,0.8241184,0.8493151,0.8800111,0.8191011,0.8246961,0.7861375,0.8754765,0.8124857,0.8841202,0.8151531,0.8567664,0.790468,0.8051239,0.8641094,0.8514498,0.8520386,0.8180717,0.8960186,0.7951299,0.7978459,0.828037,0.8378134,0.8654297,0.8143358,0.8708097,0.7729745,0.783915,0.8330595,0.8493815,0.7612758,0.8361706,0.8284924,0.8670554,0.8597657,0.8057971,0.8782752,0.8523867,0.810776,0.8744313,0.8154077,0.8665853,0.8318524,0.8658775,0.7854636,0.849523,0.8033832,0.8357953,0.7986506,0.8275093,0.8000849,0.7862055,0.8737634,0.8043214,0.8252522,0.8654681,0.836694,0.8864028,0.8530599,0.8571429,0.8634868,0.8344172,0.8274648,0.8242371,0.8586793,0.827476,0.8813011,0.8239599,0.9022582,0.8892121,0.8918963,0.8585038,0.842042,0.8121752,0.8129544,0.8144349,0.8084332,0.8322753,0.8513357,0.8019657,0.841299,0.8771891,0.870864,0.8256881,0.8084043,0.7831458,0.8497982,0.7960484,0.9004462,0.851755,0.8010517,0.8119706,0.8358145,0.795835,0.8685354,0.853677,0.7933213,0.841966,0.8640413,0.8255081,0.8162571,0.8405028,0.8251187,0.8767669,0.8272681,0.8614719,0.8705674,0.8586428,0.7836096,0.8224746,0.8958404,0.8521421,0.8921172,0.8403792
cg16252308,0.9556867,0.9678259,0.9827373,0.9728002,0.9272793,0.9455393,0.9691787,0.9565446,0.9417912,0.9521524,0.9314878,0.9591758,0.9539498,0.9352828,0.9579264,0.9503214,0.9520688,0.9662475,0.9364671,0.9665578,0.9721559,0.9693295,0.9574037,0.9716633,0.9757547,0.9732946,0.9281867,0.9655881,0.9652221,0.9682456,0.9706951,0.9635005,0.9299765,0.9590845,0.963695,0.9609635,0.9741325,0.9751081,0.9262593,0.9572133,0.9757583,0.9795874,0.9640212,0.9547947,0.9445864,0.9342819,0.9545516,0.9781804,0.9463199,0.9568906,0.9416462,0.9508028,0.9438142,0.9756042,0.9350526,0.9757794,0.9760463,0.9420799,0.9477128,0.9585625,0.9727929,0.9608351,0.9612585,0.9736877,0.9600084,0.9567826,0.9701101,0.9493876,0.9775221,0.9492805,0.9533258,0.9675,0.9590486,0.9684303,0.9654819,0.9459816,0.9559092,0.9809354,0.9700864,0.9385875,0.9720223,0.9768192,0.9488231,0.9613683,0.9573781,0.9506714,0.9695573,0.9550334,0.9456605,0.9602528,0.9471121,0.9458427,0.9706588,0.9576107,0.972107,0.9697063,0.9069161,0.9581005,0.9528388,0.9544752,0.9684595,0.9521293,0.9473344,0.9789155,0.9397883,0.9316685,0.9491908,0.9758814,0.9708049,0.9290858,0.9400421,0.9501911,0.9664461,0.9705462,0.9400843,0.9487106,0.9383324,0.9422206,0.9810838,0.9741176,0.9631285,0.96709,0.9665397,0.9334593,0.9508464,0.9590794,0.9472814,0.9357796,0.940511,0.9652904,0.9552135,0.9615521,0.962665,0.9543835,0.9592961,0.9481172,0.9626715,0.964379,0.9626845,0.9509798,0.9731767,0.9618042
cg19952015,0.9639072,0.8910662,0.9500804,0.9318344,0.9056324,0.8840248,0.9743224,0.9262956,0.9230665,0.8946704,0.9338908,0.9291893,0.9700044,0.9177582,0.9700794,0.8898924,0.930679,0.9257852,0.9096912,0.9393429,0.9370024,0.9470423,0.9269535,0.8908624,0.8642492,0.9254765,0.9184005,0.921636,0.8960934,0.9178028,0.9405516,0.9363868,0.8996168,0.8944657,0.9452937,0.9119533,0.9278719,0.9269551,0.9600705,0.9261344,0.8935664,0.9555987,0.8978675,0.9350249,0.9072472,0.8766361,0.9265006,0.9253462,0.9252367,0.9178352,0.9287488,0.9491725,0.9191177,0.9631431,0.9279367,0.9353904,0.879381,0.9171086,0.9411921,0.9482463,0.9386443,0.9032442,0.9279483,0.8958378,0.9306778,0.9470518,0.9314588,0.9171088,0.9129063,0.925813,0.9139693,0.9273835,0.9077912,0.8364383,0.9219291,0.9251188,0.9441465,0.9447417,0.9661119,0.9313433,0.9267416,0.9179509,0.9335461,0.9586633,0.9352544,0.9326167,0.9167785,0.9083614,0.9469161,0.9000333,0.8935862,0.9149541,0.9641957,0.9291636,0.9475955,0.9585708,0.9306538,0.9449737,0.9426172,0.9133964,0.9436793,0.9057595,0.8768636,0.9595184,0.9286975,0.8987277,0.8947017,0.8667019,0.9144173,0.9530413,0.863912,0.9196472,0.9378006,0.9128533,0.9360056,0.8866144,0.9187613,0.8998605,0.9208283,0.9423671,0.9268552,0.9220861,0.9151084,0.8836849,0.9333604,0.9670344,0.9066907,0.9155736,0.951968,0.8761581,0.9216749,0.9215852,0.9463317,0.9371574,0.8909083,0.9062411,0.9376383,0.9214717,0.926085,0.9144314,0.9535575,0.9014001
cg25235205,0.9277503,0.8610018,0.9661675,0.8574224,0.7958503,0.8492701,0.9008125,0.8764827,0.9100026,0.9007987,0.8815661,0.7905723,0.8835191,0.9198034,0.8810277,0.8455181,0.9049746,0.7695615,0.7964834,0.8640293,0.9354477,0.8366425,0.9021945,0.8518183,0.8609807,0.9001731,0.8243264,0.9098091,0.9173133,0.8670177,0.8910212,0.7992087,0.8808263,0.9044161,0.9089605,0.9112132,0.9097428,0.9595737,0.90831,0.7616408,0.9117736,0.9378081,0.9417403,0.8644812,0.9004326,0.8810602,0.870614,0.9334298,0.8982811,0.8587216,0.8746371,0.8639975,0.8710609,0.7320675,0.8988522,0.9390747,0.8964648,0.7820472,0.8973798,0.8707789,0.8864541,0.8905058,0.8281073,0.8729915,0.8269105,0.8664401,0.9347383,0.9190862,0.8540685,0.9100116,0.9295995,0.9020261,0.9328781,0.8064119,0.8938134,0.8002605,0.8730643,0.9679291,0.9005803,0.9013803,0.8915265,0.9044307,0.9440198,0.8948605,0.873365,0.9097017,0.8764868,0.8829666,0.9548312,0.8877509,0.8947952,0.8988936,0.9235964,0.8937616,0.9226737,0.9019829,0.8944533,0.8533062,0.9234712,0.9240406,0.8903648,0.8874192,0.8550157,0.8683337,0.9040989,0.8990947,0.8589016,0.9268579,0.8827612,0.9171139,0.9426962,0.9220187,0.9099862,0.9399626,0.8937467,0.8243784,0.933656,0.8901908,0.8936194,0.9164334,0.9091236,0.8923066,0.7866985,0.865615,0.9279707,0.8495362,0.8578293,0.8780408,0.9051657,0.9337934,0.8922385,0.8582974,0.7991525,0.8654706,0.8854501,0.9550878,0.8613182,0.9364103,0.8216918,0.8921266,0.9299095,0.9167792
