"","PDD38","CTRL61","PDD23","PDD21","PD29","PD5","CTRL88","PD41","PDD39","PD11","PDD26","PDD25","PD1","CTRL24","PD55","CTRL15","CTRL63","PDD60","PDD51","PDD43","PD14","PDD5","PD37","CTRL80","PDD74","CTRL62","PD3","CTRL39","CTRL97","PD47","DLB17","DLB2","CTRL35","PD8","CTRL51","CTRL77","CTRL68","PDD24","CTRL19","PDD13","CTRL43","DLB11","PDD58","CTRL42","PDD53","PD40","PDD44","PD6","CTRL1","PD35","PDD41","PDD70","PD59","PDD28","CTRL78","CTRL64","PD48","PD21","CTRL95","CTRL57","PDD30","PDD22","DLB15","PD50","CTRL29","PDD54","PDD27","DLB24","PD23","PD30","PDD15","CTRL50","CTRL93","PDD35","CTRL73","PDD6","CTRL13","PDD73","CTRL81","CTRL33","PDD49","PD27","PDD4","PD58","CTRL85","PD52","PD60","PD61","CTRL11","CTRL40","DLB35","PD9","CTRL79","PDD61","PD56","CTRL55","CTRL37","CTRL82","CTRL32","PD2","PD54","CTRL48","PD49","PDD69","PD45","CTRL12","PD33","PD51","PD13","PDD45","PD20","CTRL83","PDD7","CTRL71","PDD47","PD32","CTRL6","CTRL46","PD17","PDD10","DLB12","CTRL44","CTRL86","DLB27","PD18","CTRL20","PDD50","DLB21","CTRL53","CTRL65","PD38","CTRL18","PDD36","PDD64","PD42","PDD33","PDD65","PD62","PDD77","PDD2","PD25","DLB14","chr"
"cg16615842",0.03051186,0.02157899,0.02202061,0.02354792,0.03163945,0.04846465,0.03115059,0.02516279,0.02245026,0.02777719,0.05558898,0.0316613,0.04187177,0.03098636,0.02442043,0.03685728,0.05247737,0.02782979,0.03808157,0.03051335,0.02820923,0.05434093,0.03992899,0.0548914,0.05015577,0.01667161,0.04925296,0.03687744,0.03165921,0.02744792,0.06390087,0.01921357,0.02610976,0.02906728,0.02938704,0.02742943,0.05043974,0.03594436,0.02070241,0.03906382,0.04863119,0.03297215,0.03247444,0.03738291,0.03032794,0.03123741,0.02946421,0.04157856,0.027754,0.03164859,0.02442662,0.02665237,0.02856879,0.02338636,0.04311626,0.04902227,0.03443296,0.0409092,0.04247664,0.03556596,0.02850248,0.03202562,0.0297399,0.0316664,0.03497933,0.04623227,0.03057909,0.03698016,0.0270585,0.04301172,0.05263979,0.02005558,0.01246711,0.03029566,0.02786069,0.04571795,0.04088922,0.03086019,0.03411698,0.03864722,0.0500902,0.02035247,0.03904788,0.02554599,0.04128652,0.02148629,0.02943792,0.03462049,0.0344636,0.04063933,0.02377815,0.05898184,0.03137121,0.04925846,0.03097353,0.03509936,0.04165161,0.03350441,0.04352019,0.05061956,0.0221384,0.04634917,0.04682874,0.02342388,0.03160791,0.03102835,0.08280278,0.02214596,0.02583964,0.02407558,0.05508455,0.03304538,0.02796749,0.01237499,0.0445828,0.03563739,0.03781878,0.03363452,0.02138348,0.02940036,0.02690456,0.04305458,0.02848874,0.03225934,0.05201284,0.03594188,0.02679779,0.03292217,0.03277785,0.03944751,0.02839948,0.02195476,0.02962651,0.02938044,0.04092615,0.04431026,0.02027694,0.02900326,0.03282531,0.04472154,0.04044772,0.0312743,"chr12"
"cg12274631",0.7409349,0.8174482,0.7661353,0.7446296,0.8486901,0.672666,0.7087934,0.8574195,0.877452,0.8414254,0.6829881,0.8398551,0.8056016,0.9129481,0.8917587,0.8837842,0.568327,0.7765641,0.8657924,0.7872115,0.7206498,0.8077685,0.7218641,0.528385,0.7261723,0.8204254,0.6608788,0.8497948,0.7964685,0.8057966,0.5833076,0.6540122,0.8119332,0.7440137,0.8323034,0.8086432,0.8492572,0.6303364,0.7689127,0.906368,0.7154386,0.7509093,0.7882123,0.8750735,0.8513016,0.6957462,0.7164025,0.5229437,0.6612511,0.8638844,0.7630624,0.7030945,0.6975245,0.7646885,0.7076054,0.5674235,0.8278181,0.7228299,0.7665146,0.8536615,0.7006469,0.8294059,0.7454619,0.742123,0.7218835,0.7845252,0.719489,0.8033122,0.7399929,0.7731029,0.5708759,0.8221898,0.8264038,0.7531285,0.6526315,0.8692294,0.752776,0.6205855,0.654986,0.8089639,0.8518642,0.7569202,0.6761082,0.8545717,0.8432289,0.7875379,0.8179659,0.8996934,0.7358876,0.8049309,0.847142,0.7363929,0.6139224,0.781585,0.8075189,0.7332084,0.8990493,0.879245,0.8248545,0.7735531,0.8575448,0.7092694,0.7337921,0.6408934,0.7950092,0.7661131,0.7692664,0.7892243,0.7243471,0.8464889,0.7532866,0.8331104,0.7258937,0.8089649,0.8177089,0.8114393,0.8192472,0.8169543,0.6722073,0.6814535,0.7250662,0.8360635,0.7557314,0.832819,0.7057206,0.7744601,0.797661,0.6915534,0.7858705,0.6754322,0.8159326,0.905416,0.769284,0.7684807,0.7280011,0.7926402,0.8281471,0.8247095,0.7981067,0.7104831,0.8104926,0.8071173,"chr12"
"cg27103624",0.2672513,0.3395881,0.2798456,0.3344982,0.3714934,0.3539428,0.4265224,0.3493011,0.2724931,0.3567675,0.3037836,0.342528,0.244202,0.2371829,0.3147705,0.3083398,0.3675178,0.3461353,0.3089007,0.3006194,0.3370521,0.3492921,0.318629,0.2429127,0.4484166,0.384171,0.3737623,0.4139379,0.4704988,0.3077197,0.3569964,0.3438489,0.2985715,0.3252672,0.4168479,0.2327702,0.3421672,0.3796919,0.3187824,0.4184102,0.3748932,0.3766722,0.4526383,0.3912677,0.2887925,0.2611499,0.3600813,0.3229759,0.3347155,0.3659068,0.2914043,0.4594828,0.3015257,0.3234262,0.4480675,0.3764441,0.3061144,0.2247314,0.4468654,0.4072447,0.2733088,0.3222019,0.3006112,0.3791484,0.3104499,0.3806534,0.401317,0.2931626,0.3387656,0.372129,0.3467984,0.3107388,0.3644737,0.2932245,0.3388163,0.337689,0.2947619,0.3246139,0.2928084,0.3277769,0.2944119,0.2973271,0.3010752,0.4295883,0.3498235,0.2256028,0.3331591,0.2382202,0.3422317,0.4125801,0.3436375,0.3313435,0.3212183,0.3992441,0.2858406,0.3530286,0.2325988,0.3727664,0.2240109,0.3835543,0.306503,0.2861655,0.3416458,0.3211881,0.2882474,0.2982778,0.2462961,0.3857878,0.2890342,0.311478,0.3026581,0.3166261,0.4177384,0.3025384,0.3880774,0.2677124,0.2709376,0.4155796,0.3842771,0.3700715,0.250669,0.3008248,0.3395351,0.2576764,0.2826171,0.2995984,0.240596,0.3156917,0.2427517,0.3682007,0.4012195,0.3188363,0.3901142,0.3248955,0.3794475,0.3743295,0.3720382,0.2731524,0.3700943,0.2829663,0.2417054,0.2975786,"chr12"
"cg03122992",0.05502724,0.04594376,0.02632997,0.04622213,0.001823589,0.06183546,0.03783444,0.009395642,0.03544116,0.02834798,0.059265,0.005203385,0.04118475,0.0007106207,0.03697959,0.01348808,0.04601357,0.001835767,0.0003301153,0.05618189,0.09736192,0.08631189,0.003474197,0.07562258,0.05760505,0.008682923,0.1328303,0.01361621,0.01646435,0.03506052,0.05673683,0.08082567,0.01258142,0.09302658,0.02341016,0.02627931,0.02252061,0.100399,0.001891858,0.02014062,0.05810134,0.02710929,0.01221953,0.002933667,0.006584925,0.007371559,0.0008735208,0.06116908,0.09878225,0.01708446,0.017079,0.009233286,0.003011007,0.06139334,0.05185657,0.08094904,0.01700269,0.05258554,0.04593508,0.008607577,0.03949684,0.01377138,0.0709813,5.361232e-05,0.02809863,0.0004047377,0.01282235,0.04138772,0.004426128,0.07456417,0.05607961,0.007828023,0.02678025,0.07848458,0.02219132,0.02379327,0.01450442,0.03955875,0.05862087,0.01719862,0.02280333,0.07624852,0.1298801,0.06061074,0.07166538,0.01197272,0.06917561,0.03044235,0.02138655,0.02150792,0.002870439,0.09637123,0.01312208,0.0373078,0.03396287,0.02510863,0.03063364,0.059363,0.06685732,0.1380479,0.0100927,0.003142833,0.0008329656,0.02785199,0.02278833,0.03782189,0.0971496,0.02993775,0.006423722,0.05675261,0.04792655,0.02730925,0.07939883,0.006829625,0.0003191481,0.02311437,0.0584369,0.06086026,0.000167376,0.139744,0.06422894,0.0298289,0.0005021778,0.01346833,0.03284604,0.02321556,0.03911811,0.01541555,0.05260842,0.04265198,0.01326965,0.02746698,0.01472579,0.0748387,0.07866726,0.05105561,0.00352739,0.02435559,0.008392082,0.1336846,0.01992154,0.01068271,"chr12"
"cg13843366",0.9244403,0.807933,0.9211217,0.9348201,0.9168025,0.9460138,0.8752744,0.9201077,0.9524552,0.921768,0.9456031,0.9164257,0.9123247,0.9566718,0.9308745,0.8312184,0.9203455,0.867095,0.8972972,0.9511146,0.8849603,0.8984843,0.9136346,0.8699357,0.8677487,0.89935,0.9202174,0.909734,0.8721421,0.8490652,0.9083798,0.9214807,0.8925858,0.9065379,0.8837399,0.9001123,0.8612841,0.9242252,0.8965182,0.9175093,0.8067388,0.9214546,0.8552139,0.8960644,0.8977508,0.9164111,0.9341229,0.9114871,0.9370701,0.9300501,0.9099954,0.9220878,0.8949059,0.9196498,0.8768587,0.8601019,0.8263724,0.9129751,0.9122654,0.88837,0.8997967,0.9579689,0.9247389,0.9035112,0.9321901,0.8921675,0.963441,0.9164871,0.9003078,0.8555176,0.9055927,0.9106493,0.9289048,0.908386,0.8856521,0.906806,0.910482,0.9347843,0.9082914,0.871454,0.9362722,0.9095982,0.9051266,0.9142004,0.9446727,0.9518186,0.874244,0.9052858,0.9147984,0.8554636,0.91542,0.9298138,0.9342074,0.8298675,0.8775531,0.8782854,0.938157,0.9365216,0.9451895,0.9422558,0.9266916,0.847945,0.8877752,0.9275859,0.8687647,0.9023216,0.9108708,0.8598223,0.953049,0.9423662,0.9277537,0.9193833,0.9271004,0.8639268,0.8610467,0.8914149,0.9380685,0.9071719,0.9240588,0.9088595,0.9313017,0.8315294,0.9373489,0.9189116,0.9344135,0.9456374,0.8784087,0.9045315,0.9214185,0.9149863,0.9007182,0.9397218,0.9156242,0.9148555,0.9523696,0.9148599,0.9167803,0.935575,0.9127463,0.9238864,0.9518177,0.9158261,"chr12"
"cg14388204",0.9331903,0.9689573,0.9608705,0.9685056,0.9588528,0.9446913,0.9705676,0.9766285,0.9687489,0.9708257,0.9683517,0.9819989,0.9623091,0.9627882,0.9550006,0.9462491,0.9345827,0.9634242,0.966415,0.9736533,0.9718177,0.9244192,0.9809377,0.9641374,0.9669942,0.9637284,0.9237879,0.9643527,0.9664283,0.9276118,0.9695945,0.9645755,0.9671212,0.9455015,0.9757115,0.9612543,0.9855525,0.9729021,0.9655442,0.9699627,0.9698554,0.9719895,0.9704914,0.9684784,0.9733039,0.961403,0.9435061,0.943074,0.9630322,0.9831604,0.9612057,0.9559481,0.9822139,0.9566065,0.9443198,0.9629051,0.9591061,0.9472296,0.9664941,0.9750797,0.9626519,0.964568,0.9683963,0.9572075,0.9782568,0.9554876,0.9634234,0.9663689,0.9677234,0.9630753,0.9669621,0.9827611,0.9611954,0.9725187,0.9277169,0.9539223,0.9647521,0.9693705,0.9587362,0.970954,0.9526695,0.962451,0.9237723,0.9528692,0.9541034,0.9777562,0.9584845,0.9501042,0.9489405,0.97374,0.9845026,0.9210831,0.9759442,0.9584405,0.9547286,0.9770025,0.9585952,0.9618066,0.9428717,0.9588991,0.9784921,0.9635635,0.9696346,0.9648544,0.9663066,0.9499593,0.9652483,0.9707737,0.966643,0.9540308,0.9584208,0.9806689,0.9527593,0.9779709,0.9747144,0.9551866,0.9241782,0.9508017,0.9582733,0.96555,0.937793,0.9631484,0.9631115,0.9640157,0.9583978,0.9576792,0.9643535,0.9473145,0.9787737,0.9565557,0.967358,0.9622786,0.9527996,0.9628059,0.9707751,0.9448715,0.977732,0.9705455,0.9590231,0.9266248,0.9631641,0.960457,"chr12"
"cg03859668",0.9491337,0.9529119,0.9676275,0.9502088,0.9421926,0.9536718,0.9570015,0.9559356,0.9436723,0.9550326,0.9754718,0.9553357,0.951195,0.9470192,0.9419013,0.9388774,0.9426294,0.9591918,0.9425437,0.9489527,0.9588928,0.9510218,0.944662,0.9712558,0.9537788,0.951665,0.9697319,0.956639,0.9487499,0.9355811,0.9601217,0.955754,0.945331,0.9599591,0.9483146,0.9712648,0.9593816,0.9790645,0.9415348,0.9563601,0.9362198,0.9503687,0.9607099,0.9562394,0.9577491,0.9616879,0.9365503,0.965957,0.9699428,0.9400872,0.9566835,0.9613149,0.9526871,0.9637429,0.9550443,0.9628061,0.9440988,0.9426332,0.9379233,0.943467,0.9590074,0.9454535,0.9592727,0.9640812,0.9463177,0.9576199,0.9584214,0.9358599,0.9451524,0.942929,0.9541747,0.9594932,0.9540328,0.9660792,0.9506018,0.9615547,0.9425491,0.9776069,0.9495161,0.946014,0.9304096,0.9573101,0.9627181,0.9513437,0.9638886,0.9453211,0.9397299,0.9648464,0.9606091,0.9500731,0.9480624,0.9512799,0.9681405,0.9557721,0.9546743,0.9624414,0.9574377,0.9744304,0.9634364,0.9347,0.9645445,0.9631313,0.9611601,0.9680516,0.9479653,0.9442414,0.943909,0.9555971,0.9616193,0.9599566,0.9737542,0.9776632,0.9638677,0.9331786,0.9381698,0.9377881,0.9250373,0.9580079,0.9492654,0.9587136,0.943734,0.962345,0.9515883,0.950508,0.9663302,0.9508212,0.9310534,0.9400761,0.9537255,0.9700302,0.9505625,0.9235158,0.9531699,0.9593203,0.9428077,0.9604036,0.9466,0.9665356,0.9504588,0.9695115,0.9503056,0.9482493,"chr12"
"cg12779631",0.9518329,0.9362841,0.9459664,0.9084554,0.9256775,0.9042338,0.9700773,0.9326486,0.9281146,0.9170682,0.9230653,0.9401513,0.9383759,0.8706409,0.9289636,0.9063116,0.9759417,0.9370811,0.8420645,0.8957206,0.9455813,0.9603858,0.9470706,0.9447664,0.9455714,0.9354409,0.9073007,0.959738,0.9268735,0.9132504,0.964406,0.9169964,0.9448099,0.9375221,0.9538953,0.9525182,0.9367179,0.9854953,0.9304505,0.9362844,0.9454602,0.9669595,0.9598804,0.9340007,0.9194742,0.9213016,0.9200063,0.9610749,0.9558109,0.9335213,0.9064351,0.9353776,0.9270702,0.9465117,0.9483669,0.9573959,0.9195867,0.936603,0.9328625,0.9203484,0.9502817,0.9229399,0.9252228,0.9396538,0.8884709,0.9253609,0.9438496,0.868172,0.9589633,0.9517748,0.9428391,0.9375016,0.9440093,0.9055098,0.9610342,0.9242499,0.9160971,0.9658931,0.9501704,0.9481791,0.8381742,0.9063364,0.93731,0.9088314,0.8642975,0.9219562,0.9575361,0.9595329,0.9321218,0.9562673,0.9337378,0.959984,0.9381526,0.9278449,0.9630811,0.958305,0.8710047,0.9522199,0.9223569,0.9263679,0.9468734,0.9321221,0.9652863,0.943225,0.9268605,0.9385501,0.9129468,0.9461372,0.9446901,0.9005399,0.9428142,0.9664901,0.9537433,0.9793534,0.9278911,0.9052652,0.9246788,0.9423952,0.9162183,0.9427954,0.9201137,0.9452736,0.9360499,0.8880869,0.936328,0.8952465,0.9151623,0.8817218,0.9238666,0.9608451,0.9199953,0.8895044,0.9246724,0.9430604,0.9103766,0.8978798,0.9364986,0.9268027,0.9193337,0.9507877,0.9460062,0.8649115,"chr12"
"cg20634382",0.8034546,0.7766486,0.8266281,0.8005024,0.8363285,0.8345182,0.8243876,0.9013403,0.8195691,0.8532082,0.7389353,0.8598014,0.818252,0.858486,0.9525654,0.8426267,0.7561178,0.87834,0.821836,0.8389244,0.7943644,0.6717158,0.9659838,0.6810541,0.8333359,0.8904041,0.6777605,0.7813821,0.9024683,0.7959213,0.6867398,0.7761007,0.8520526,0.7992466,0.8940832,0.8207947,0.7809982,0.7647484,0.8721293,0.9162598,0.7145324,0.8221618,0.8617905,0.8302026,0.840135,0.7590615,0.802568,0.9179482,0.7456332,0.8679268,0.8288579,0.7508443,0.823801,0.8468547,0.759373,0.8329921,0.7587192,0.7936283,0.8314899,0.7731595,0.7774598,0.9097267,0.8155249,0.8505098,0.7641452,0.8752455,0.7475677,0.8978859,0.7562118,0.8960325,0.7538562,0.9128807,0.8765668,0.8185356,0.6750979,0.8874499,0.9155946,0.5927766,0.8473471,0.8529923,0.8836834,0.792551,0.7900158,0.8731266,0.8185444,0.8856533,0.8441148,0.8439795,0.8549333,0.8233372,0.9535092,0.6989399,0.721076,0.8324122,0.812552,0.7805114,0.8614467,0.8565505,0.8188432,0.7416735,0.869421,0.7019885,0.7518824,0.8144023,0.8524511,0.7845851,0.7938074,0.9151951,0.7259836,0.8976487,0.8789825,0.776436,0.804063,0.7653239,0.8866495,0.9728899,0.852111,0.9452334,0.8192933,0.8017383,0.8275721,0.8671503,0.8067526,0.8080709,0.7613542,0.9496079,0.927848,0.8074822,0.8635336,0.8677756,0.8339287,0.925258,0.780305,0.8850121,0.7344394,0.752592,0.8565893,0.8398467,0.8775198,0.7645351,0.8789663,0.8699764,"chr12"
"cg19877581",0.008145954,0.004051864,0.001464129,0.01393935,0.006885593,0.01910414,0.0007312614,0.00566542,0.01327331,0.007295086,0.006417112,0.01249626,0.007883485,0.003679332,0.00506209,0.003426334,0.01277162,0.002804953,0.0001711157,0.01000944,0.004002401,0.01385945,0.005083884,0.007311828,0.009416196,0.01050234,0.02136069,0.007340402,0.01169591,0.006354754,0.01190031,0.01753805,0.00995671,0.01180425,0.0104017,0.001029402,0.005776682,0.005230802,0.007805838,0.003566851,0.005572674,0.004164223,0.009272707,0.009230605,0.00413454,0.005010438,0.004591492,0.01441758,0.01360491,0.007313569,0.0036817,0.01098474,0.01416287,0.01151456,0.01102578,0.01280132,0.00900838,0.01733433,0.006407786,0.004828042,0.007009858,0.001224227,0.01240291,0.009669741,0.005249544,0.007366614,0.008533145,0.01161127,0.002764666,0.0116208,0.008955497,0.007743298,0.005973943,0.01030352,0.01176636,0.009840394,0.009414596,0.00730546,0.01058309,0.01346123,0.00179298,0.007672446,0.01242284,0.002213874,0.007230296,0.007884897,0.007402913,0.00482517,0.006875688,0.00660517,0.00716984,0.01830906,0.006228053,0.006304122,0.009252669,0.008913001,0.009718173,0.007381186,0.01179893,0.01388485,0.001055049,0.01303488,0.01127049,0.008729969,0.01559408,0.01285653,0.0056473,0.0103478,0.007227989,0.008549798,0.01510345,0.01072827,0.01537576,0.002127816,0.006906077,0.00953667,0.01503531,0.00845666,0.01063164,0.01243147,0.007150017,0.009241724,0.002927237,0.005502392,0.008145818,0.005136283,0.00618058,0.007903226,0.01085302,0.005538593,0.01001742,0.01250103,0.009553464,0.007193853,0.0102704,0.007184492,0.007727775,0.01305606,0.008603956,0.0161279,0.007215832,0.008260079,"chr12"
