"","PDD38","CTRL61","PDD23","PDD21","PD29","PD5","CTRL88","PD41","PDD39","PD11","PDD26","PDD25","PD1","CTRL24","PD55","CTRL15","CTRL63","PDD60","PDD51","PDD43","PD14","PDD5","PD37","CTRL80","PDD74","CTRL62","PD3","CTRL39","CTRL97","PD47","DLB17","DLB2","CTRL35","PD8","CTRL51","CTRL77","CTRL68","PDD24","CTRL19","PDD13","CTRL43","DLB11","PDD58","CTRL42","PDD53","PD40","PDD44","PD6","CTRL1","PD35","PDD41","PDD70","PD59","PDD28","CTRL78","CTRL64","PD48","PD21","CTRL95","CTRL57","PDD30","PDD22","DLB15","PD50","CTRL29","PDD54","PDD27","DLB24","PD23","PD30","PDD15","CTRL50","CTRL93","PDD35","CTRL73","PDD6","CTRL13","PDD73","CTRL81","CTRL33","PDD49","PD27","PDD4","PD58","CTRL85","PD52","PD60","PD61","CTRL11","CTRL40","DLB35","PD9","CTRL79","PDD61","PD56","CTRL55","CTRL37","CTRL82","CTRL32","PD2","PD54","CTRL48","PD49","PDD69","PD45","CTRL12","PD33","PD51","PD13","PDD45","PD20","CTRL83","PDD7","CTRL71","PDD47","PD32","CTRL6","CTRL46","PD17","PDD10","DLB12","CTRL44","CTRL86","DLB27","PD18","CTRL20","PDD50","DLB21","CTRL53","CTRL65","PD38","CTRL18","PDD36","PDD64","PD42","PDD33","PDD65","PD62","PDD77","PDD2","PD25","DLB14","chr"
"cg10283084",0.07095327,0.1156133,0.173587,0.05015504,0.1037382,0.1251866,0.1967134,0.1046821,0.06690604,0.1855639,0.1184571,0.1470056,0.1041266,0.05908156,0.09261689,0.127235,0.1156055,0.1500716,0.07189731,0.08931829,0.152097,0.1314718,0.1221352,0.1271999,0.1082749,0.1190838,0.1382589,0.1445933,0.1221601,0.1186646,0.1063807,0.08710656,0.1324872,0.1085051,0.1177537,0.08779739,0.1360579,0.126741,0.1289478,0.05577467,0.103094,0.1136477,0.1698217,0.08811178,0.1425138,0.1068228,0.1212404,0.09072386,0.1553912,0.1386093,0.1078238,0.1383627,0.1273148,0.1140155,0.1037391,0.1614498,0.1490019,0.1133322,0.1618256,0.1459458,0.06562577,0.0798832,0.1171017,0.1259418,0.05738848,0.06203366,0.1366537,0.12181,0.1184329,0.1093921,0.1343527,0.1178736,0.1603494,0.05792465,0.1923252,0.1053077,0.1248111,0.08597806,0.1800884,0.1361927,0.07696159,0.1259147,0.1009687,0.1597405,0.1280142,0.06548281,0.1544933,0.1326651,0.1452515,0.1387358,0.160132,0.1585506,0.1515587,0.1401916,0.1335188,0.2124104,0.09554902,0.1450875,0.1628121,0.1205858,0.1033512,0.1769279,0.1064723,0.1382474,0.1341404,0.1070724,0.0835558,0.1517492,0.08920525,0.09788959,0.0955898,0.1172383,0.08462018,0.1204919,0.1136774,0.1014953,0.08583499,0.1388769,0.06108252,0.1364306,0.1087935,0.1174422,0.1820512,0.1005564,0.1005871,0.1521195,0.05816968,0.09453702,0.1175112,0.1672603,0.1792901,0.08250718,0.1467588,0.1199229,0.1404866,0.05236223,0.104712,0.1056217,0.1804501,0.1144451,0.1069875,0.1354157,"chr21"
"cg24496978",0.01058672,0.01218926,0.008768512,0.05043614,0.02447353,0.01998885,0.03121087,0.01839834,0.0215703,0.02281775,0.01523813,0.01342725,0.01295456,0.01327019,0.01568304,0.01957787,0.007828432,0.01412512,0.02647945,0.02000725,0.01319658,0.01352251,0.02278785,0.04419557,0.0130002,0.02282086,0.03365634,0.03175485,0.007149617,0.02689984,0.0141713,0.01669533,0.01902777,0.03123873,0.01438084,0.01226103,0.01838826,0.007926133,0.01546714,0.01679244,0.01845865,0.008024197,0.01293278,0.01821687,0.02010327,0.04596823,0.03285484,0.01718453,0.01419222,0.0234153,0.02495081,0.01834387,0.02537643,0.0201346,0.01665951,0.02121521,0.0134913,0.009074741,0.01233771,0.03967148,0.005450829,0.02973582,0.01650768,0.01128468,0.01455735,0.02525628,0.01619478,0.01478848,0.0266814,0.01847443,0.02371663,0.01685646,0.01231133,0.01775438,0.05101307,0.02094135,0.0213066,0.02848518,0.03108209,0.02018778,0.02853923,0.01956741,0.01750337,0.02384342,0.0415497,0.0202533,0.03206807,0.01221581,0.04614398,0.01625971,0.02152725,0.02866278,0.01560204,0.02185536,0.02510018,0.02216635,0.01758482,0.01319183,0.04789736,0.01992499,0.01392194,0.02949196,0.0292353,0.02005232,0.02355375,0.03415402,0.03540234,0.01192324,0.01717725,0.01325439,0.02709279,0.01661938,0.02009754,0.01574986,0.01008541,0.02599207,0.01278394,0.03906719,0.007472285,0.02194128,0.02829353,0.01672804,0.01534695,0.02310815,0.01838997,0.02413273,0.01891143,0.02131081,0.02591737,0.01732316,0.02896179,0.02036616,0.03909054,0.02999854,0.01432703,0.0214897,0.01351821,0.01518824,0.02401733,0.01964713,0.01707815,0.0351294,"chr21"
"cg05426571",0.9366339,0.9521199,0.9556891,0.9508545,0.9464822,0.9463103,0.9589116,0.9711384,0.9395409,0.9694741,0.9617566,0.9611633,0.9703422,0.9746885,0.9819376,0.9786359,0.9245676,0.9670374,0.969381,0.9469521,0.9518042,0.9005546,0.9622142,0.9316971,0.9670137,0.9577368,0.9253586,0.9627404,0.9537835,0.9514899,0.9810768,0.9372118,0.9614204,0.9437769,0.9808403,0.9698666,0.9468916,0.9375049,0.9537057,0.9379997,0.9512453,0.9473689,0.952458,0.9633392,0.9783265,0.9422789,0.9200282,0.9342837,0.9361394,0.9635739,0.9793799,0.9577266,0.9504411,0.9560336,0.924192,0.9361731,0.9644506,0.9400701,0.951601,0.9821627,0.9557479,0.9807358,0.938115,0.9591677,0.9502221,0.976303,0.9335256,0.9633373,0.9508419,0.9678819,0.9355038,0.9726382,0.9499472,0.9341995,0.9418208,0.9726012,0.9715517,0.9507842,0.9486172,0.9893437,0.9549691,0.949403,0.9372266,0.955898,0.9500821,0.9739133,0.9636806,0.9585158,0.968325,0.9633189,0.9390098,0.9361602,0.9623345,0.9810653,0.9693745,0.9473825,0.9658839,0.9431845,0.9672639,0.933924,0.9759189,0.9555167,0.9040654,0.9595927,0.9637104,0.9328272,0.9423535,0.9697445,0.9237335,0.9463366,0.9211227,0.9529817,0.9065514,0.9526283,0.9519295,0.9611817,0.9425941,0.9591534,0.9675987,0.9228779,0.9540302,0.9637383,0.9685611,0.9409533,0.9558506,0.9667311,0.9621887,0.9344164,0.9792878,0.9540038,0.9297854,0.9628023,0.9406561,0.9614267,0.9600079,0.9480042,0.9677925,0.9603389,0.9357399,0.9194531,0.9412576,0.9768283,"chr21"
"cg12154406",0.8331685,0.8837574,0.8697311,0.8042894,0.8044089,0.7936273,0.8058571,0.9207374,0.8993564,0.907205,0.8772258,0.8296796,0.9175176,0.9227866,0.8685254,0.8395794,0.8663285,0.9331293,0.7993955,0.925909,0.9113991,0.743389,0.8599531,0.8301097,0.8455187,0.8412593,0.8089041,0.9085007,0.9158337,0.8193104,0.8212601,0.782925,0.798557,0.8482347,0.8908025,0.8193626,0.794669,0.7791136,0.9342227,0.8831109,0.8019738,0.8496902,0.9035507,0.8878384,0.892932,0.8158486,0.8582608,0.7550571,0.8064177,0.8989199,0.8528752,0.8434034,0.8368755,0.8919455,0.7790877,0.7775831,0.9218162,0.8466808,0.879593,0.8892564,0.8140868,0.8524728,0.8790817,0.8822752,0.9039648,0.853899,0.8699148,0.8960227,0.8656699,0.9170853,0.8547499,0.9070832,0.8324392,0.8224854,0.7804273,0.9313111,0.9387505,0.8031921,0.8107897,0.9046843,0.917985,0.8664035,0.7701507,0.9074025,0.8378997,0.8873914,0.8022537,0.9249106,0.889372,0.8533256,0.8632469,0.8297859,0.7321078,0.9031229,0.8594402,0.8470744,0.8739288,0.8567457,0.842613,0.8564013,0.8748293,0.8448432,0.8117554,0.8390107,0.9656801,0.7687736,0.8183827,0.8981189,0.8864075,0.9110981,0.8328137,0.8080617,0.8815121,0.7887676,0.8122778,0.9074139,0.8678991,0.934764,0.7542684,0.8262175,0.9084289,0.9340414,0.7890211,0.9122308,0.880915,0.8753078,0.9213991,0.8830669,0.8442564,0.818603,0.8827653,0.887249,0.846381,0.9018305,0.8886432,0.7816762,0.8696527,0.8861429,0.9218638,0.8609012,0.8749868,0.9197677,"chr21"
"cg02416873",0.87122,0.9473579,0.9355581,0.7756349,0.8966723,0.8058494,0.923495,0.8471626,0.7495945,0.9059445,0.862157,0.8958754,0.8608453,0.8141234,0.8139028,0.8908832,0.9300931,0.8718352,0.7629077,0.7488018,0.9088783,0.9148765,0.8435757,0.8897394,0.9063098,0.9283499,0.9064027,0.8991445,0.8993138,0.8633202,0.9480449,0.9103847,0.8408461,0.8878721,0.9118252,0.8613482,0.8892913,0.9423989,0.8860228,0.8705375,0.9049655,0.9367959,0.9007873,0.9208951,0.8534219,0.841198,0.801727,0.9384213,0.9143163,0.8673214,0.7976396,0.8531488,0.9117112,0.9227213,0.8995425,0.9058471,0.9145354,0.9159154,0.9180423,0.9320557,0.9183266,0.7706988,0.8120793,0.9157882,0.6901877,0.8888875,0.9525265,0.8109158,0.856508,0.903082,0.9021892,0.8916727,0.9318021,0.8671633,0.9028317,0.9029515,0.8583483,0.8947711,0.9341488,0.9064724,0.7134734,0.8769748,0.9096315,0.889861,0.838933,0.8352608,0.8912584,0.8849335,0.8715123,0.9154697,0.9105938,0.8988975,0.9303525,0.9066907,0.8928312,0.9081705,0.7554137,0.9078959,0.780921,0.8436569,0.9030143,0.8948422,0.9041698,0.921026,0.9069648,0.8628526,0.8312076,0.944395,0.855636,0.8131385,0.8301592,0.9188009,0.9253292,0.9272491,0.9246352,0.8277804,0.7186615,0.8887423,0.8353861,0.7875585,0.8770491,0.8871411,0.8809858,0.8465128,0.8946608,0.8963964,0.8432548,0.8516026,0.8165391,0.9190108,0.9434968,0.8440451,0.9048498,0.864363,0.8058981,0.8027016,0.876263,0.8657741,0.9200892,0.8846523,0.8690633,0.8967194,"chr21"
"cg00155488",0.9379973,0.9408211,0.9411214,0.9429373,0.9279929,0.9177973,0.9417064,0.9231328,0.8468071,0.9024316,0.9023393,0.9477255,0.9212435,0.8972005,0.9365477,0.9106818,0.9437634,0.9130553,0.8560138,0.8654796,0.9115083,0.9310757,0.9159826,0.9660215,0.9390368,0.9461672,0.9640296,0.916205,0.9362505,0.9141348,0.9002795,0.928789,0.9224108,0.9204295,0.8952678,0.9360634,0.9475445,0.9539525,0.903328,0.9460953,0.9385618,0.9458727,0.933293,0.9274957,0.898296,0.9422132,0.8987508,0.9603159,0.9205593,0.9365957,0.9056271,0.9550251,0.9526336,0.9654612,0.892563,0.9443136,0.9329802,0.8720305,0.9306165,0.9481084,0.9217652,0.9286417,0.9221797,0.9355182,0.8403689,0.9289202,0.9289029,0.8951829,0.9366724,0.9293319,0.9185917,0.9121942,0.9350489,0.9129888,0.9579687,0.9394357,0.9229061,0.9235513,0.9389058,0.9093658,0.82772,0.92806,0.9203196,0.9206219,0.9350629,0.8637642,0.9503862,0.9421788,0.9506877,0.9493375,0.9407521,0.9284601,0.9636613,0.9397666,0.9298341,0.9359163,0.8857369,0.9559138,0.933832,0.9185306,0.9371123,0.938703,0.9411768,0.8921951,0.9165102,0.9331039,0.8591643,0.9587548,0.8800941,0.8908871,0.9221714,0.9418509,0.890058,0.950135,0.9368803,0.8983914,0.8082294,0.9310508,0.9023005,0.9298823,0.9469787,0.9482415,0.9536091,0.9038658,0.9427961,0.8750049,0.9048047,0.9153987,0.8987468,0.9263564,0.9404369,0.8842237,0.9641951,0.9480851,0.8631988,0.9351481,0.9493466,0.9031287,0.9371972,0.9124692,0.9342894,0.9342238,"chr21"
"cg13792279",0.9313193,0.9473195,0.9668681,0.9732475,0.9366804,0.9259105,0.9739241,0.9350934,0.9314581,0.9421085,0.9552695,0.955536,0.9375153,0.9246207,0.9569181,0.9403735,0.9429736,0.9384852,0.9357191,0.9142247,0.9434307,0.9181959,0.9264748,0.9655591,0.9685407,0.9519703,0.933148,0.9397089,0.93277,0.9232079,0.9580458,0.9296081,0.914954,0.9543498,0.9640833,0.9622355,0.9863189,0.9736571,0.9422625,0.9553118,0.9329412,0.9671169,0.9239986,0.9152952,0.9159333,0.9146618,0.9419778,0.9467234,0.9331026,0.9109583,0.9214521,0.9431585,0.9343554,0.9670734,0.9317853,0.9576452,0.9160172,0.965923,0.9263334,0.954275,0.9484652,0.9638802,0.9624173,0.9523918,0.9245222,0.9283209,0.9576555,0.9213102,0.9476294,0.9452326,0.9472396,0.9521468,0.9569182,0.9496627,0.9687603,0.9414008,0.9612922,0.9736551,0.9612012,0.9061506,0.9287382,0.9384093,0.9145161,0.9498689,0.9419437,0.9537971,0.9409788,0.9510811,0.9402439,0.914344,0.9301915,0.9304937,0.9624672,0.9230666,0.9712041,0.9450145,0.9101809,0.9654709,0.9224675,0.9434081,0.9475581,0.9085101,0.9265091,0.9696968,0.9331497,0.9261189,0.9121924,0.9601833,0.947702,0.9438523,0.9644263,0.9662174,0.9241492,0.946583,0.9272024,0.8699825,0.9550654,0.905439,0.9691332,0.9336162,0.9570427,0.925764,0.9631054,0.9298707,0.961902,0.9375126,0.9190928,0.9538317,0.9366217,0.9505446,0.9352314,0.9312976,0.946931,0.961543,0.902212,0.9084162,0.9577671,0.9520616,0.9452221,0.9336,0.9624315,0.9296035,"chr21"
"cg21464724",0.7771144,0.7204186,0.6992181,0.8695988,0.6707621,0.8155682,0.6998639,0.7740969,0.7581073,0.7958115,0.8325179,0.6852498,0.7993197,0.7818225,0.8267553,0.7420158,0.6481229,0.6886927,0.7295362,0.8141707,0.6433011,0.6393296,0.712757,0.7265012,0.7514583,0.6841546,0.6719402,0.6486985,0.7213115,0.7107016,0.7005794,0.8330458,0.7925785,0.8633461,0.6669245,0.7670138,0.6688119,0.7109336,0.7654021,0.6754054,0.7374686,0.7114938,0.6678432,0.7365524,0.7977268,0.7166161,0.7118342,0.762143,0.7314509,0.7251215,0.7946895,0.7449208,0.7344552,0.7214792,0.727567,0.6571112,0.7043733,0.7374157,0.6297122,0.6479172,0.7792161,0.8172877,0.7525727,0.701046,0.822257,0.7335233,0.6859565,0.8162793,0.810789,0.7261617,0.8026691,0.7784994,0.6472997,0.6416342,0.6267586,0.7129983,0.6986153,0.8133441,0.7161014,0.6969077,0.8451196,0.69539,0.756574,0.7561576,0.8109612,0.8436336,0.6496392,0.7285523,0.7824567,0.6956744,0.7331003,0.7594963,0.7522703,0.6788538,0.7736112,0.6412973,0.8746631,0.7792185,0.8509312,0.8310362,0.7639686,0.7065883,0.6774419,0.6724616,0.659364,0.8425743,0.7859205,0.7093489,0.8411506,0.7922967,0.8359393,0.6881277,0.7726276,0.7217912,0.6515817,0.7112243,0.8704319,0.7223342,0.7781731,0.7749009,0.7560004,0.7013583,0.6634035,0.7622951,0.7628578,0.7638909,0.749868,0.7206922,0.8053641,0.6877537,0.7288506,0.8336563,0.7377739,0.7243349,0.8344658,0.8128982,0.6780611,0.7173929,0.6977273,0.825919,0.8466031,0.8131164,"chr21"
"cg19005991",0.9594738,0.9743395,0.9724728,0.9735093,0.9561878,0.9398496,0.9691657,0.9784284,0.9596954,0.9793985,0.961341,0.9668502,0.98502,0.9731153,0.9874739,0.9735696,0.9607462,0.9750305,0.9780675,0.9707746,0.9676217,0.9660967,0.9618024,0.9670853,0.9728091,0.9770891,0.9488397,0.9673764,0.9709265,0.9690124,0.9735974,0.9665047,0.966336,0.9596219,0.9795067,0.982263,0.9675548,0.9623407,0.97834,0.9702289,0.9703288,0.9744184,0.974737,0.9794948,0.9840587,0.9701595,0.9681791,0.9647269,0.9563503,0.9685315,0.9817394,0.973394,0.9740811,0.9708275,0.949789,0.9840633,0.9743814,0.9821166,0.9756601,0.9728106,0.9665061,0.9763095,0.9764829,0.9624217,0.9732905,0.9688312,0.9746244,0.9899386,0.9749213,0.9752368,0.9664247,0.9805296,0.9808531,0.9741847,0.9630677,0.9811687,0.9725698,0.973951,0.9767261,0.9711795,0.9771676,0.9711272,0.9611335,0.971899,0.970848,0.9742019,0.9732591,0.9672886,0.9732004,0.9812848,0.9713852,0.9649084,0.973717,0.9704501,0.968773,0.9597855,0.9764236,0.9683445,0.9775047,0.9605865,0.979107,0.9653562,0.9641537,0.976502,0.9756953,0.9670829,0.9664745,0.9818919,0.9684833,0.9636759,0.9663142,0.9662375,0.9705134,0.9687921,0.971188,0.9722618,0.9741053,0.9595707,0.9588884,0.9368316,0.9559948,0.979456,0.9840734,0.9791342,0.9741477,0.9812105,0.9785556,0.979901,0.9803244,0.9751312,0.9770049,0.9604974,0.9758144,0.9799935,0.9816248,0.9636117,0.9772826,0.9698405,0.9697152,0.9482213,0.966745,0.9824781,"chr21"
"cg07706880",0.903742,0.953293,0.9476847,0.9409361,0.9368286,0.9103703,0.9300308,0.9659904,0.9716318,0.9504709,0.907714,0.9684977,0.9254985,0.9183822,0.955409,0.9377534,0.9278365,0.9594704,0.9292929,0.9705366,0.9374018,0.9130725,0.9482505,0.9389319,0.9562638,0.9572806,0.932499,0.9690907,0.9565594,0.9717672,0.9078486,0.9048584,0.9460585,0.9356516,0.9587668,0.9354285,0.9168841,0.9182203,0.9508269,0.9518463,0.9410545,0.9342575,0.9275064,0.9618779,0.9704551,0.9182609,0.95416,0.9387496,0.922387,0.9706231,0.9413253,0.9625574,0.9490699,0.9146241,0.8930144,0.9710566,0.9236248,0.9433628,0.9572918,0.9783055,0.9282722,0.951102,0.9468522,0.9562396,0.9517147,0.9670319,0.9242448,0.9601602,0.9798375,0.9508407,0.9331725,0.9578244,0.9446865,0.9248094,0.9802262,0.9712735,0.9682736,0.9560585,0.9592453,0.9412083,0.9681252,0.9492294,0.8742505,0.9466404,0.9726544,0.9596783,0.9508657,0.963341,0.9559133,0.9555002,0.9414768,0.9050485,0.9249576,0.9680749,0.9356321,0.9356455,0.9635569,0.9723673,0.9490643,0.9069553,0.9769396,0.9670279,0.9380473,0.9395776,0.9447425,0.929667,0.9341567,0.9813237,0.888193,0.9638762,0.9418647,0.9403685,0.8792607,0.9153414,0.9570133,0.9287791,0.9344813,0.928638,0.9347705,0.900651,0.9684831,0.9583714,0.9552988,0.9531693,0.9284102,0.949721,0.9331199,0.947808,0.9451425,0.9304657,0.9531295,0.9406311,0.9523589,0.9678639,0.9414445,0.9577067,0.9657442,0.936502,0.9647157,0.8942999,0.9298692,0.943852,"chr21"
