"","PDD38","CTRL61","PDD23","PDD21","PD29","PD5","CTRL88","PD41","PDD39","PD11","PDD26","PDD25","PD1","CTRL24","PD55","CTRL15","CTRL63","PDD60","PDD51","PDD43","PD14","PDD5","PD37","CTRL80","PDD74","CTRL62","PD3","CTRL39","CTRL97","PD47","DLB17","DLB2","CTRL35","PD8","CTRL51","CTRL77","CTRL68","PDD24","CTRL19","PDD13","CTRL43","DLB11","PDD58","CTRL42","PDD53","PD40","PDD44","PD6","CTRL1","PD35","PDD41","PDD70","PD59","PDD28","CTRL78","CTRL64","PD48","PD21","CTRL95","CTRL57","PDD30","PDD22","DLB15","PD50","CTRL29","PDD54","PDD27","DLB24","PD23","PD30","PDD15","CTRL50","CTRL93","PDD35","CTRL73","PDD6","CTRL13","PDD73","CTRL81","CTRL33","PDD49","PD27","PDD4","PD58","CTRL85","PD52","PD60","PD61","CTRL11","CTRL40","DLB35","PD9","CTRL79","PDD61","PD56","CTRL55","CTRL37","CTRL82","CTRL32","PD2","PD54","CTRL48","PD49","PDD69","PD45","CTRL12","PD33","PD51","PD13","PDD45","PD20","CTRL83","PDD7","CTRL71","PDD47","PD32","CTRL6","CTRL46","PD17","PDD10","DLB12","CTRL44","CTRL86","DLB27","PD18","CTRL20","PDD50","DLB21","CTRL53","CTRL65","PD38","CTRL18","PDD36","PDD64","PD42","PDD33","PDD65","PD62","PDD77","PDD2","PD25","DLB14","chr"
"cg08878967",0.005969725,0.006712368,0.005883066,0.0027894,0.0102701,0.01463011,0.005911487,0.001986561,0.007641114,0.005749033,0.01128818,0.006129597,0.003193803,0.004909078,0.002669882,0.003275022,0.005734167,0.006573117,0.007014953,0.0007771517,0.008827414,0.01427674,0.008238729,0.00797153,0.006794931,0.0038317,0.01576212,0.009309309,0.005494204,0.01523839,0.01277833,0.01403134,0.007018374,0.01295896,0.006696776,0.004604704,0.01025323,0.007414731,0.002410136,0.005282652,0.007352941,0.005239386,0.007268357,0.004909023,0.008153791,0.005927371,0.008950135,0.01230877,0.009441317,0.003692308,0.003408316,0.003652913,0.008435984,0.008706979,0.01024718,0.007557076,0.008769344,0.007633588,0.008068199,0.007694403,0.008010583,0.009457885,0.01532672,0.01123835,0.007235549,0.008244722,0.005803276,0.008706897,0.01036378,0.004521429,0.01590396,0.007306049,0.005134281,0.01294766,0.01159623,0.005795608,0.005022899,0.00866648,0.002059664,0.01018403,0.008135026,0.007192066,0.01236551,0.0008735972,0.00551644,0.002742877,4.298487e-05,0.007607718,0.00248533,0.004370131,0.008484656,0.0183217,0.002622312,0.009769441,0.0008960573,0.006102468,0.01084491,0.008266396,0.0139532,0.009888752,0.009357152,0.01194666,0.008551992,0.01069063,0.009101427,0.01175513,0.004753962,0.007648326,0.002914074,0.006400218,0.01158461,0.008780733,0.01380557,0.003594698,0.00260295,0.01028825,0.01106577,0.006193381,0.009336719,0.008004879,0.004843918,0.00720625,0.003818169,0.003010033,0.008392675,0.009225504,0.009369202,0.01086599,0.005520951,0.007563843,0.003094807,0.001164868,0.01115325,0.006837297,0.01510859,0.01333529,0.008343851,0.007905706,0.005894712,0.01637912,0.0107832,0.008124473,"chr10"
"cg25802093",0.1150858,0.1149183,0.1047826,0.1278,0.1450658,0.1183252,0.07268562,0.1184397,0.131714,0.230869,0.1324317,0.1313835,0.1486063,0.1584836,0.1145342,0.1434506,0.09809409,0.181281,0.1205464,0.1609957,0.1310968,0.1573204,0.1320641,0.06482454,0.1266363,0.1417634,0.1287351,0.1611172,0.1005796,0.1213883,0.1020051,0.1423467,0.1739912,0.1295721,0.1423572,0.1040864,0.1486064,0.1334445,0.1711738,0.1431923,0.1503837,0.07870813,0.1397954,0.1513812,0.1371896,0.1551135,0.1516101,0.1463568,0.1308475,0.12411,0.1820206,0.1175079,0.1335412,0.1283702,0.1383757,0.09670237,0.1519382,0.1695935,0.1171109,0.1242405,0.126225,0.1795236,0.08834666,0.1334731,0.0850527,0.1419959,0.1145749,0.1582188,0.117536,0.1234271,0.08343316,0.1572551,0.09851567,0.1420167,0.1432256,0.1276652,0.1583075,0.1064057,0.08610453,0.1385848,0.1565731,0.1442745,0.1072845,0.118898,0.144824,0.1348434,0.1141468,0.1143756,0.1337193,0.134387,0.1352715,0.0843513,0.1445057,0.1223416,0.1009737,0.2095724,0.1444301,0.1057776,0.1206824,0.1625046,0.1242844,0.1752684,0.1151654,0.1517557,0.1317347,0.1692431,0.1301154,0.1582543,0.1134534,0.1273111,0.1476971,0.1020056,0.1177421,0.1159547,0.1309844,0.1157591,0.141159,0.1500569,0.0949745,0.1529511,0.1335636,0.1379748,0.1355633,0.1730552,0.1244136,0.1975835,0.1239918,0.107868,0.1381128,0.1157487,0.1675497,0.1722834,0.1333911,0.1598971,0.1094373,0.1224013,0.1183954,0.1646252,0.1260455,0.1787939,0.1125994,0.1061583,"chr10"
"cg09463433",0.8808052,0.8313704,0.8855484,0.8425714,0.8861491,0.9030431,0.8957717,0.8411873,0.8155148,0.8604578,0.8864927,0.8999076,0.8616433,0.8895991,0.8828296,0.8286992,0.9004743,0.8080654,0.8559064,0.8330635,0.8748284,0.9132826,0.8875905,0.9200604,0.8845546,0.8429389,0.9177284,0.8174465,0.857589,0.8362029,0.8535606,0.9165381,0.9085659,0.917881,0.8374685,0.8714133,0.9007806,0.9433877,0.8558068,0.8208469,0.9128972,0.8235938,0.8494684,0.9105174,0.889347,0.9015604,0.8666561,0.889966,0.9293833,0.8636696,0.8276912,0.8390662,0.8328196,0.9525078,0.8198737,0.7482915,0.8881276,0.8976079,0.8158586,0.8281933,0.8652671,0.8577553,0.8435589,0.7949163,0.8986885,0.8950604,0.8618891,0.8995569,0.8603127,0.8698396,0.8963266,0.8156314,0.8742044,0.9164787,0.8958993,0.9103092,0.8196899,0.9276965,0.8799656,0.7941793,0.844079,0.8810256,0.8567946,0.9007858,0.8146848,0.8300217,0.8929851,0.8364809,0.911942,0.8546484,0.8482966,0.8957202,0.9295292,0.864156,0.9288146,0.9162797,0.8466576,0.8687615,0.9135962,0.9160879,0.8715223,0.7578612,0.8436946,0.928552,0.8135395,0.8823362,0.8347871,0.7870766,0.9187875,0.9121659,0.8903688,0.8499986,0.9350819,0.8075667,0.8699188,0.8561766,0.8428537,0.8146189,0.8344786,0.8526873,0.9424893,0.8578609,0.8938169,0.8467301,0.9280235,0.861214,0.8223523,0.8454885,0.8841652,0.9185935,0.84703,0.8825201,0.8717037,0.9158036,0.8949026,0.9397855,0.8499076,0.8875037,0.9072611,0.9036129,0.9210829,0.9105705,"chr10"
"cg05213073",0.9738304,0.9664538,0.9471391,0.978358,0.9211043,0.9555912,0.966948,0.9498807,0.9751342,0.9750815,0.9748439,0.9696229,0.9551639,0.9719848,0.9545592,0.9386592,0.9528709,0.9689689,0.9587696,0.9622237,0.9573063,0.9591125,0.9393835,0.9502807,0.9524154,0.9285064,0.9723564,0.9500545,0.976453,0.9078483,0.954126,0.9717631,0.9610865,0.9549508,0.9712944,0.9613351,0.9652678,0.9597212,0.9479622,0.9667709,0.948356,0.9767151,0.9579058,0.9541603,0.9444472,0.9756035,0.9663109,0.9412557,0.9730434,0.9250577,0.971571,0.9286722,0.9648649,0.9487981,0.9577981,0.9596198,0.958727,0.9710459,0.966454,0.9249796,0.9461423,0.9655979,0.9649447,0.970829,0.9668785,0.9530057,0.9392301,0.9603569,0.9692233,0.9519379,0.930142,0.9525719,0.936956,0.9692166,0.9222372,0.9830495,0.95642,0.9740793,0.9339611,0.9347192,0.9748451,0.9642831,0.9493901,0.9664595,0.9444244,0.9711324,0.9648916,0.9710488,0.9723068,0.9429273,0.9466868,0.9574681,0.9474508,0.9564238,0.9720539,0.928362,0.9797035,0.9502146,0.9692584,0.9756885,0.9567752,0.9773928,0.9388098,0.96999,0.9525794,0.9319313,0.9635459,0.9613185,0.9827749,0.9732398,0.9471029,0.9435795,0.9422219,0.9860619,0.9109827,0.9543973,0.9747898,0.9531152,0.9589047,0.9635456,0.9721874,0.9718757,0.9623893,0.9448641,0.9437791,0.9536406,0.9656238,0.967686,0.9629935,0.9695741,0.9510938,0.9425361,0.9501049,0.9566129,0.944647,0.9650382,0.9587456,0.9480564,0.9588815,0.9506767,0.9676182,0.9838754,"chr10"
"cg03623770",0.04553859,0.04618807,0.05456722,0.06318019,0.06985038,0.08049807,0.0462152,0.07458339,0.04865911,0.06593696,0.03683058,0.1253662,0.08006313,0.05814471,0.03725083,0.07388665,0.01846802,0.1061304,0.05148991,0.05030213,0.04757534,0.05954119,0.04727029,0.04381325,0.04312361,0.06912331,0.09736115,0.07569345,0.03127883,0.0731417,0.0404316,0.1047672,0.04410422,0.05018973,0.06065191,0.02067319,0.03503031,0.02335688,0.03244767,0.1338262,0.08727095,0.04938024,0.03462695,0.08247212,0.04652483,0.09360427,0.04754786,0.05502046,0.05499169,0.08850653,0.0642896,0.03870766,0.03927697,0.1773184,0.0478512,0.04907057,0.0595998,0.04266927,0.05157999,0.0815003,0.05884935,0.04729637,0.1183361,0.03217764,0.03015133,0.04108844,0.02948086,0.03141333,0.06562193,0.09205737,0.05605307,0.03935033,0.03376187,0.06455446,0.02829472,0.08358664,0.04711929,0.02554249,0.03684752,0.03150748,0.03910371,0.05492898,0.08223593,0.04537635,0.02276568,0.04249107,0.08673406,0.04045432,0.01713446,0.05874956,0.07028178,0.03414717,0.05260497,0.07701077,0.04245484,0.05038993,0.06039386,0.06082804,0.04098594,0.1166123,0.03240196,0.07176148,0.07134812,0.06215505,0.05351929,0.06489133,0.0286525,0.02974415,0.04374183,0.02442614,0.06714558,0.03790142,0.04554843,0.03878162,0.04134805,0.05428053,0.05294148,0.07346635,0.04750439,0.0556572,0.04104824,0.08278289,0.0798487,0.06248766,0.07141511,0.05579543,0.05578803,0.04773693,0.03278804,0.04376305,0.07512156,0.02697099,0.1030097,0.03910754,0.03593188,0.03278703,0.04911539,0.04617527,0.09378884,0.05793398,0.05973774,0.08502732,"chr10"
"cg03463446",0.9734337,0.9687859,0.9747159,0.9553424,0.9423621,0.9697533,0.9679653,0.9766859,0.9364281,0.9750546,0.9784816,0.9401606,0.9956754,0.9584802,0.9787985,0.9584625,0.9656578,0.9361158,0.9050264,0.9660343,0.9660863,0.9066941,0.9565423,0.9671237,0.9834885,0.9573221,0.8792417,0.9619271,0.9689214,0.9696865,0.9545481,0.9331382,0.9435165,0.9513261,0.9480901,0.9741124,0.9323508,0.9476663,0.9488353,0.8978279,0.9657196,0.9634335,0.9724879,0.9523813,0.9662107,0.9607761,0.9694616,0.9172311,0.9517844,0.982136,0.9614299,0.9715949,0.9627946,0.931227,0.9180061,0.9491951,0.9785171,0.9793733,0.968266,0.9778422,0.9658848,0.9719214,0.9568478,0.9578087,0.9744817,0.9430931,0.968916,0.9548051,0.9726243,0.9568142,0.9309253,0.9736097,0.971505,0.9428827,0.9357425,0.9617319,0.9679082,0.9639636,0.9782422,0.939063,0.9783824,0.9634723,0.9216212,0.9791785,0.9788036,0.9674444,0.9394278,0.966491,0.9674168,0.9693743,0.9566999,0.9594545,0.9695765,0.979477,0.9686607,0.9722876,0.964036,0.9769834,0.9758016,0.9464296,0.9707523,0.9672771,0.9393129,0.9689417,0.9850707,0.9235082,0.9718672,0.9891897,0.9608553,0.934967,0.9504584,0.9621824,0.9517442,0.9520483,0.9581152,0.9671536,0.9700429,0.987075,0.9593303,0.9448147,0.9550379,0.9569233,0.9560261,0.9665477,0.9377971,0.9870768,0.9697186,0.9556712,0.9742869,0.9759642,0.9726077,0.9536551,0.9333326,0.9518774,0.9561004,0.9278577,0.9451333,0.9598195,0.9346206,0.9333648,0.9725681,0.941665,"chr10"
"cg20741072",0.8654404,0.881558,0.8510882,0.84115,0.7958809,0.8453465,0.8578346,0.8593433,0.7300297,0.8661499,0.8301922,0.8124183,0.8338089,0.7616336,0.845095,0.8274006,0.9003208,0.8012276,0.7292875,0.8029292,0.8285675,0.8233562,0.8738547,0.8353952,0.8844485,0.7928587,0.8433829,0.8083516,0.839342,0.8568615,0.907239,0.8406475,0.8281799,0.827408,0.7917553,0.7847284,0.8136122,0.8421689,0.7509554,0.7830818,0.8807182,0.8669425,0.8309744,0.8568852,0.7979086,0.8069641,0.8538277,0.7659381,0.8174167,0.7819679,0.7797125,0.8473461,0.8423398,0.8099623,0.8552505,0.8112863,0.7871712,0.8240109,0.8590263,0.8162877,0.7476986,0.8418026,0.8516834,0.8046876,0.680759,0.817842,0.8460042,0.8138696,0.8244819,0.7938206,0.8441775,0.8531594,0.7932983,0.8042942,0.8348214,0.7466295,0.8195414,0.8456496,0.8074015,0.8039072,0.7516534,0.8693666,0.7822,0.8156902,0.8145436,0.8153278,0.8925497,0.7697922,0.8705253,0.8597003,0.7934992,0.9043533,0.9166614,0.8344595,0.8105082,0.8972782,0.8265808,0.7871891,0.8195821,0.857896,0.8105136,0.8167656,0.8215547,0.8106797,0.8090707,0.8234862,0.7853606,0.8759738,0.777586,0.8266243,0.8346664,0.8307334,0.8696956,0.8356854,0.7992612,0.79908,0.8685368,0.7635842,0.789885,0.7632792,0.8251643,0.7856763,0.8145876,0.7977343,0.78233,0.7906485,0.7208343,0.8421292,0.7701731,0.8665819,0.8733116,0.7713779,0.8165902,0.8443534,0.7774949,0.8578691,0.8495157,0.8135189,0.7902412,0.8021258,0.7644378,0.7778531,"chr10"
"cg25135143",0.01351074,0.007537439,0.00596946,0.006099425,0.01504873,0.01226126,0.009083416,0.01295672,0.02015449,0.02858704,0.04949888,0.02796571,0.01401055,0.01344562,0.01223661,0.007616116,0.01512401,0.01798793,0.02859021,0.01621579,0.009940094,0.03694881,0.03195911,0.02468046,0.004024835,0.02150923,0.01758898,0.01348664,0.01395443,0.02843394,0.01516364,0.02716457,0.02364888,0.02048408,0.006521016,0.01382244,0.03678394,0.008866194,0.01657174,0.01129564,0.01098522,0.01215389,0.01099742,0.01782674,0.01396898,0.01601972,0.01800495,0.01023401,0.04220698,0.02140569,0.01970128,0.006461987,0.01358505,0.006225569,0.0110627,0.009373479,0.01574416,0.01039691,0.01462171,0.01263111,0.005274327,0.01859061,0.01512936,0.009402351,0.02036644,0.01879243,0.01023417,0.008383275,0.007614765,0.0188994,0.02015487,0.0104517,0.01683313,0.01257986,0.01102989,0.02021607,0.01136983,0.007855162,0.01510161,0.01564224,0.01436614,0.01468683,0.02122783,0.01722188,0.01677547,0.008271309,0.01655638,0.01263202,0.006808522,0.01689098,0.01088492,0.01767074,0.006902633,0.0188734,0.007137943,0.02188781,0.01073046,0.01423545,0.0257677,0.02147446,0.009218004,0.01920246,0.005991036,0.02953075,0.01048141,0.04373107,0.01802819,0.01471251,0.008169905,0.02043839,0.0142049,0.02565876,0.01950659,0.01092496,0.01184214,0.02719871,0.02561452,0.005490288,0.01031734,0.01475077,0.01023358,0.01030121,0.006021441,0.023046,0.005685144,0.02866757,0.01435601,0.01242269,0.02397118,0.01303846,0.01788242,0.0142871,0.01838555,0.0309787,0.009357453,0.009486091,0.01670648,0.01655423,0.02339072,0.02412155,0.01510772,0.01684944,"chr10"
"cg23307163",0.9759752,0.9957323,0.9801761,0.9648054,0.9841147,0.944303,0.9785672,0.9731016,0.964899,0.9717151,0.9656436,0.9800846,0.9828757,0.9572111,0.9730096,0.9598453,0.9779311,0.9689149,0.9728237,0.9694136,0.9845306,0.9672109,0.9699012,0.9852195,0.9820522,0.9827989,0.9645655,0.9692297,0.9730318,0.9638602,0.9683495,0.9566371,0.9780687,0.9666327,0.9671284,0.9477291,0.9781226,0.9755176,0.962917,0.9788024,0.9802353,0.9819887,0.9688607,0.966776,0.9792386,0.9631691,0.9534848,0.9744909,0.9673913,0.9725728,0.9716132,0.9666473,0.9773793,0.9824875,0.9726001,0.9741184,0.9768249,0.96891,0.9731155,0.9647053,0.9774794,0.9714892,0.9757516,0.9680249,0.9604133,0.9720068,0.9816951,0.9738755,0.9830385,0.9599524,0.9664304,0.9856719,0.9827385,0.9857591,0.9757475,0.9641809,0.9779746,0.9901966,0.9837924,0.9658686,0.97263,0.9828094,0.972213,0.9840415,0.9576689,0.9711551,0.9835952,0.9732326,0.9713431,0.9827672,0.9800511,0.9735184,0.9748792,0.9890787,0.9843092,0.980234,0.9543775,0.983155,0.9625715,0.9570133,0.9775399,0.9749827,0.9833138,0.9878083,0.9671215,0.9596443,0.9617183,0.9831461,0.9761654,0.9628181,0.9660445,0.9839347,0.9812347,0.986554,0.9675584,0.9598748,0.9773635,0.957948,0.9564117,0.9816327,0.9796163,0.9795898,0.9811234,0.9630844,0.9829261,0.9610972,0.9486974,0.9726228,0.9783402,0.9731051,0.9834359,0.9576156,0.9757021,0.9802269,0.9562728,0.9559461,0.9691924,0.9735552,0.9577543,0.9799515,0.9713799,0.9770635,"chr10"
"cg15277658",0.7816473,0.8642183,0.887393,0.8068378,0.8658035,0.7425101,0.8643884,0.8563775,0.8272966,0.8941068,0.8498536,0.8742231,0.9308493,0.8956907,0.7958437,0.8736217,0.7879361,0.8934789,0.9223495,0.9269084,0.8072841,0.642427,0.7889794,0.6373849,0.7950544,0.8819963,0.7890729,0.7962907,0.8128488,0.8291589,0.7643457,0.7234362,0.8302667,0.6661679,0.8704022,0.7460916,0.7477434,0.8269261,0.8899867,0.9718057,0.7843825,0.7239163,0.8067607,0.7817676,0.8363447,0.7351881,0.9171523,0.549142,0.6522113,0.8220117,0.8660686,0.7766893,0.7638742,0.8331486,0.7150339,0.596149,0.7255119,0.8095029,0.9166616,0.8435291,0.8133884,0.8666815,0.8362867,0.8733245,0.9161802,0.7919446,0.7802466,0.8750007,0.8476225,0.9034145,0.351341,0.8753229,0.7497768,0.8169955,0.7808065,0.8876118,0.8652764,0.6443526,0.8432739,0.7808583,0.8426842,0.9146569,0.683925,0.8516836,0.8678235,0.7412904,0.8150984,0.9202001,0.8283509,0.6666573,0.8323984,0.8037359,0.7606309,0.8011602,0.8787999,0.7190558,0.8445312,0.7834941,0.7805149,0.8217878,0.8546836,0.722455,0.803141,0.8529075,0.8234915,0.747699,0.8384525,0.7582012,0.7812424,0.8622643,0.8828726,0.6894354,0.7006228,0.6417701,0.9257205,0.7426696,0.825608,0.8182322,0.7649251,0.7451447,0.8025133,0.8413857,0.8344125,0.8648579,0.9008807,0.9043997,0.9020333,0.8990025,0.8165913,0.8310301,0.7400537,0.8996309,0.8244924,0.7809065,0.7979907,0.8220546,0.8623666,0.8595328,0.8554387,0.7477733,0.8548742,0.8737369,"chr10"
