,PDD38,CTRL61,PDD23,PDD21,PD29,PD5,CTRL88,PD41,PDD39,PD11,PDD26,PDD25,PD1,CTRL24,PD55,CTRL15,CTRL63,PDD60,PDD51,PDD43,PD14,PDD5,PD37,CTRL80,PDD74,CTRL62,PD3,CTRL39,CTRL97,PD47,DLB17,DLB2,CTRL35,PD8,CTRL51,CTRL77,CTRL68,PDD24,CTRL19,PDD13,CTRL43,DLB11,PDD58,CTRL42,PDD53,PD40,PDD44,PD6,CTRL1,PD35,PDD41,PDD70,PD59,PDD28,CTRL78,CTRL64,PD48,PD21,CTRL95,CTRL57,PDD30,PDD22,DLB15,PD50,CTRL29,PDD54,PDD27,DLB24,PD23,PD30,PDD15,CTRL50,CTRL93,PDD35,CTRL73,PDD6,CTRL13,PDD73,CTRL81,CTRL33,PDD49,PD27,PDD4,PD58,CTRL85,PD52,PD60,PD61,CTRL11,CTRL40,DLB35,PD9,CTRL79,PDD61,PD56,CTRL55,CTRL37,CTRL82,CTRL32,PD2,PD54,CTRL48,PD49,PDD69,PD45,CTRL12,PD33,PD51,PD13,PDD45,PD20,CTRL83,PDD7,CTRL71,PDD47,PD32,CTRL6,CTRL46,PD17,PDD10,DLB12,CTRL44,CTRL86,DLB27,PD18,CTRL20,PDD50,DLB21,CTRL53,CTRL65,PD38,CTRL18,PDD36,PDD64,PD42,PDD33,PDD65,PD62,PDD77,PDD2,PD25,DLB14
cg14825033,0.9406136,0.9510793,0.919367,0.9297174,0.9296241,0.9220624,0.9340298,0.9527756,0.9177301,0.9586372,0.9229614,0.9502653,0.9321938,0.9677193,0.9261893,0.9451046,0.9107878,0.9803162,0.9420422,0.8786759,0.884294,0.8753226,0.9686479,0.8556456,0.9404418,0.9403348,0.8455605,0.9275277,0.8815959,0.954981,0.911447,0.9000341,0.9445022,0.8828392,0.9376197,0.954244,0.9243099,0.8117895,0.9230186,0.9289252,0.9111032,0.9273974,0.9564876,0.9381744,0.9539568,0.9477891,0.9362555,0.9113754,0.932258,0.9433105,0.9514216,0.9563529,0.8928292,0.8812563,0.9033454,0.872495,0.9354617,0.8969832,0.9720405,0.9587913,0.8975469,0.95743,0.9426579,0.898822,0.902702,0.9418432,0.8805954,0.9635057,0.9232626,0.9252783,0.8625024,0.9685173,0.9201317,0.9270859,0.8601087,0.9246928,0.9225955,0.8524892,0.8820304,0.9203271,0.9587955,0.9362001,0.8532361,0.9577138,0.9348419,0.9310052,0.8970349,0.9350279,0.8991397,0.954009,0.8675678,0.9152828,0.9027239,0.8884069,0.9345179,0.9334484,0.9444299,0.8572364,0.8938901,0.8394409,0.9596036,0.9137902,0.8714874,0.9788408,0.9525369,0.8847128,0.9188182,0.9011485,0.8328932,0.8877886,0.9281557,0.8774788,0.8639243,0.8792591,0.950059,0.9313652,0.9062122,0.943788,0.8544258,0.8808991,0.8935409,0.9571264,0.9346855,0.9239486,0.8693956,0.8905777,0.8262995,0.9417221,0.9541904,0.9517575,0.924225,0.8910572,0.9096528,0.9512052,0.9116575,0.8703795,0.9709024,0.863185,0.8962237,0.8439909,0.9169009,0.8831535
cg19974115,0.006758212,0.005969241,0.009574605,0.01498469,0.006705439,0.01736688,0.002321783,0.008840303,0.007406738,0.003437298,0.01001884,0.003505925,0.008452023,0.006152479,0.00198777,0.009065667,0.00601805,0.005330001,0.01491433,0.004048768,0.005769222,0.0137114,0.005520929,0.007158163,0.002600543,0.006157034,0.02671655,0.009988931,0.008816149,0.009384094,0.01661562,0.0123166,0.008702267,0.01279773,0.003752592,0.006577961,0.007038849,0.01209353,0.006169522,0.004993557,0.002587077,0.002706123,0.00353259,0.005874046,0.004748095,0.01387378,0.005733049,0.01190545,0.01764501,0.007677661,0.005491436,0.003979969,0.005747148,0.009654136,0.02312104,0.007938821,0.01224835,0.01129533,0.008208199,0.005337799,0.005713606,0.009912891,0.01801428,0.008576438,0.006676335,0.003775792,0.005923056,0.007092114,0.01150893,0.01022066,0.01144649,0.005901681,0.008682667,0.007147611,0.005847643,0.0087751,0.003558933,0.006640649,0.008594276,0.003658805,0.003870484,0.01167469,0.0221061,0.003013023,0.008615116,0.002116133,0.009813451,0.009851586,0.01001069,0.01175231,0.01624491,0.01980125,0.002576644,0.005201706,0.004588271,0.003116123,0.02511599,0.005582124,0.006199876,0.02166314,0.006050552,0.005226519,0.006089289,0.001913707,0.006513028,0.009685588,0.008725965,0.004250435,0.001507004,0.003220626,0.007549083,0.00822313,0.01812812,0.007649122,0.001644833,0.01272297,0.009011931,0.01489484,0.009359524,0.02624425,0.003898546,0.009289367,0.003810996,0.005940262,0.009804278,0.006635828,0.007644664,0.004298276,0.004068512,0.008248593,0.00333349,0.006718606,0.01172009,0.006110698,0.01244845,0.00470526,0.003846003,0.002595845,0.007564447,0.02429834,0.006491151,0.006974005
cg01245787,0.01951277,0.02553194,0.0352693,0.02410428,0.026494,0.02585163,0.02426707,0.03587682,0.02990271,0.01996551,0.019372,0.01378214,0.02684316,0.0301963,0.02621561,0.01874054,0.02104528,0.02713053,0.02249834,0.02165164,0.0283941,0.02408732,0.03761411,0.01701893,0.027271,0.02619359,0.03747951,0.02163612,0.03418404,0.03088472,0.0258656,0.02146139,0.02782607,0.02508166,0.03202514,0.03010297,0.02394769,0.02244849,0.03421607,0.01317954,0.03140082,0.01363426,0.01767933,0.02796709,0.02674896,0.02604681,0.02628886,0.02350017,0.02944274,0.01905281,0.02381444,0.02227757,0.02168189,0.01937838,0.02640706,0.02887799,0.03336697,0.02701017,0.0274013,0.03538964,0.02336459,0.02032123,0.02834309,0.02719974,0.02036392,0.03278773,0.02082292,0.01804247,0.02556445,0.0272228,0.02600587,0.02119615,0.02723725,0.03047034,0.0293939,0.0319255,0.02276108,0.02639128,0.02512508,0.02321037,0.02875546,0.02576735,0.02366325,0.03169871,0.03426894,0.02236114,0.02093465,0.02640622,0.02511031,0.02556056,0.03228375,0.03419809,0.02215441,0.02824378,0.02346344,0.03388554,0.0290911,0.0220077,0.02491052,0.01968106,0.02168098,0.03384573,0.04104594,0.03226735,0.02973005,0.0230843,0.0294369,0.02273589,0.0272188,0.03620242,0.03218784,0.02425076,0.02047408,0.03337458,0.0192688,0.0339339,0.03373171,0.03120938,0.01934066,0.02095179,0.01659003,0.02588311,0.02123592,0.02616398,0.02485386,0.01912925,0.01787456,0.01500808,0.0217774,0.02852092,0.02406432,0.02401888,0.02331934,0.02463866,0.03284524,0.02377816,0.01833884,0.03124695,0.02566987,0.02403725,0.02471684,0.02240933
cg21850826,0.9565543,0.9537026,0.9722792,0.9604714,0.9655632,0.9051253,0.9571058,0.9328316,0.9571012,0.9666662,0.9647279,0.9470902,0.9618862,0.9586062,0.9656016,0.9470721,0.9127775,0.9400591,0.9007419,0.9546062,0.9622159,0.9495133,0.9509492,0.9513532,0.95939,0.9677526,0.9242368,0.9460158,0.9463356,0.9312084,0.9457044,0.9355132,0.9198152,0.9437689,0.9618297,0.9514485,0.926256,0.9373584,0.946627,0.9647358,0.9378006,0.9633277,0.9008874,0.9242812,0.9291616,0.931849,0.9487756,0.9214504,0.955145,0.9360428,0.9488583,0.9673852,0.9597397,0.974932,0.9471963,0.9359813,0.9337262,0.964812,0.9285201,0.9608863,0.9563153,0.9643893,0.9498567,0.9384076,0.9468733,0.951654,0.9675122,0.9614904,0.9756459,0.9481303,0.9493155,0.9539124,0.9644161,0.9658757,0.9423957,0.9690679,0.9567954,0.9558542,0.9717761,0.9235029,0.9409212,0.9512978,0.9339591,0.9627449,0.9567437,0.9690262,0.9497327,0.9749119,0.9455867,0.9479098,0.9511543,0.9258589,0.9579775,0.9260903,0.9615126,0.9460543,0.9448986,0.9250772,0.9110091,0.9371868,0.954323,0.9407339,0.9225073,0.9585471,0.9375137,0.9087511,0.9429072,0.9483073,0.9575937,0.958868,0.9523929,0.9427666,0.9026171,0.9694314,0.9331379,0.9185689,0.9704721,0.9418286,0.9563239,0.9476948,0.9513042,0.9366647,0.9599176,0.9366644,0.9546006,0.9543237,0.9198099,0.9576101,0.9435749,0.9606054,0.9426466,0.9414644,0.9480806,0.9684494,0.901866,0.9563216,0.9591079,0.9501616,0.9651133,0.948807,0.9615011,0.9642306
cg10484485,0.03257669,0.01896442,0.02045931,0.03658951,0.03984284,0.03804259,0.01819251,0.02662309,0.05336606,0.03152203,0.02560111,0.0491843,0.02185889,0.02588299,0.02418339,0.02970348,0.02218279,0.05455404,0.03044101,0.03285936,0.02765604,0.04380897,0.04175714,0.02748298,0.02105339,0.02859116,0.05062759,0.03659865,0.0255169,0.03784074,0.03742846,0.04004381,0.03666987,0.03632758,0.02853619,0.02860872,0.01991273,0.03009277,0.02816667,0.02445792,0.02549764,0.03296272,0.03754665,0.05041908,0.03891748,0.05765695,0.03062205,0.02504047,0.02604334,0.04125964,0.02649,0.03890106,0.03311525,0.03070159,0.02734717,0.02840622,0.04743555,0.03031854,0.02512494,0.02995559,0.03303995,0.03119011,0.03694606,0.02967292,0.03131945,0.03044133,0.04129292,0.03986015,0.02617472,0.027927,0.02880641,0.02684105,0.02402154,0.03298827,0.02898462,0.02917659,0.02886632,0.01919593,0.03402638,0.03590472,0.0251038,0.03001432,0.03289626,0.03440464,0.02878249,0.02147244,0.01660638,0.02573995,0.0291955,0.02783682,0.03353173,0.03117566,0.01596862,0.01690561,0.02205084,0.02289424,0.03161162,0.02869163,0.03159004,0.03275961,0.03742852,0.03311073,0.03255949,0.02759407,0.03367556,0.04338601,0.04086545,0.0277929,0.03708177,0.03328988,0.02742556,0.03336485,0.02705317,0.02489684,0.03609101,0.03446727,0.02163061,0.03516179,0.02830868,0.03169615,0.02866714,0.0325817,0.030544,0.02710438,0.02612528,0.04728438,0.02207887,0.0214954,0.03251833,0.02497961,0.04311672,0.03692452,0.02780358,0.02442423,0.03980853,0.04398295,0.02321593,0.032469,0.05501483,0.0369616,0.01923633,0.02508241
cg24093156,0.9585535,0.9670487,0.9358517,0.9421702,0.9142398,0.9073312,0.9589962,0.9655705,0.9588528,0.9467842,0.9510002,0.9643993,0.9579357,0.962056,0.9608234,0.9512707,0.946491,0.9467166,0.9415928,0.954037,0.9429075,0.9091735,0.9803692,0.9098025,0.9474986,0.9607332,0.8889305,0.9505161,0.9788499,0.9808894,0.906586,0.9616801,0.9525401,0.9035948,0.9277002,0.9481469,0.95861,0.9649982,0.9208172,0.9781775,0.9479236,0.9069333,0.9620422,0.9692629,0.9523277,0.9066791,0.9370788,0.9086028,0.9515735,0.9674918,0.9660668,0.9448029,0.9594646,0.9370067,0.8994899,0.9334962,0.931235,0.9549232,0.9256839,0.9555208,0.9411891,0.9784415,0.9379348,0.9666339,0.9203904,0.9552193,0.9369779,0.9416933,0.9707167,0.9568107,0.9093818,0.9564226,0.9543238,0.9615196,0.9395123,0.9590061,0.9795334,0.8660479,0.9364504,0.9610389,0.9836404,0.9199729,0.919395,0.9803254,0.9683602,0.9349564,0.9361024,0.9203575,0.9178489,0.9668906,0.9579416,0.9439438,0.9104809,0.9358562,0.927987,0.9040605,0.9550707,0.9614684,0.9469197,0.9119499,0.9525848,0.928438,0.978225,0.9587302,0.9479913,0.9159071,0.9657812,0.9689066,0.8846988,0.927522,0.9084791,0.9541553,0.9352952,0.8461993,0.9600257,0.965213,0.9259598,0.9363296,0.946586,0.8875938,0.9374824,0.956561,0.9559898,0.9561558,0.9304181,0.9262923,0.9246448,0.9671637,0.965489,0.9663311,0.963923,0.9313107,0.9436446,0.9642601,0.9517175,0.9500793,0.9804649,0.9494522,0.9621722,0.9063925,0.9300963,0.9611142
cg05278894,0.9677979,0.947323,0.9775322,0.9477593,0.9425072,0.9090266,0.9671017,0.9595215,0.9382759,0.9434976,0.9532012,0.9757501,0.9817798,0.9744083,0.9799767,0.9542258,0.9654922,0.9536913,0.954573,0.9506499,0.9677033,0.9426367,0.9589053,0.9676867,0.9646708,0.9588505,0.9584647,0.9448068,0.9475886,0.9482057,0.9479235,0.9513126,0.9605761,0.9421136,0.9505703,0.9672352,0.9187096,0.9707754,0.9599124,0.9665914,0.9617086,0.9603297,0.9671732,0.9681665,0.9645853,0.9431715,0.9785184,0.951144,0.9485562,0.9620451,0.9707117,0.9749857,0.9667485,0.9676512,0.9539724,0.9589811,0.9606909,0.9639929,0.9517641,0.9452695,0.9570678,0.970574,0.939941,0.9689217,0.9427774,0.9533528,0.9725042,0.9678774,0.9819326,0.9589845,0.9695002,0.9753543,0.9455927,0.9443985,0.9426527,0.96595,0.9684947,0.9635265,0.9695449,0.9529855,0.9599644,0.9593501,0.9671691,0.9578748,0.9629886,0.9675536,0.9712514,0.9576189,0.9682708,0.9510865,0.9511741,0.9398173,0.9571103,0.9597968,0.9752146,0.9873603,0.9510611,0.9692122,0.9410853,0.9434866,0.9743211,0.9418267,0.951255,0.9531426,0.95107,0.9669452,0.9664628,0.9766584,0.9671857,0.9654071,0.938782,0.9617496,0.9430479,0.9667512,0.9614805,0.9528154,0.9353661,0.9509866,0.958313,0.9572335,0.9524883,0.9420356,0.9663225,0.9688773,0.9357145,0.9200384,0.9593162,0.9552549,0.9539804,0.9608411,0.9535768,0.9697636,0.9544961,0.9514256,0.975538,0.9514488,0.9609621,0.9475745,0.9598185,0.9594709,0.9698937,0.9699988
cg16361840,0.008507551,0.01038517,0.007733417,0.002308265,0.01106249,0.0156315,0.006442478,0.01500906,0.007924189,0.003077261,0.008023256,0.003923732,0.006629754,0.008200849,0.008198052,0.01324556,0.01114122,0.006028392,0.01024307,0.006561922,0.01012994,0.01842697,0.007821299,0.007991438,0.003248129,0.01008827,0.02544958,0.009655962,0.004912396,0.01391123,0.01192843,0.01096115,0.01176906,0.02058496,0.01086646,0.01274217,0.007039598,0.005080109,0.01330193,0.008872479,0.01373939,0.01376175,0.00620247,0.008620265,0.01320097,0.01362874,0.01361206,0.008395017,0.0118018,0.006687243,0.008691492,0.01453455,0.01163883,0.009270064,0.02138632,0.008185742,0.01347877,0.01186304,0.01061228,0.009691134,0.01891911,0.009645886,0.006971022,0.007157895,0.01279211,0.007605359,0.006322155,0.009520628,0.01105395,0.007673125,0.01280172,0.007025328,0.009421617,0.0145471,0.01290054,0.006638948,0.01053674,0.01438074,0.005406849,0.0134647,0.01109413,0.01189849,0.01464502,0.01001779,0.008221578,0.0102417,0.007504815,0.0115377,0.003632807,0.01078296,0.008140362,0.02098128,0.009411424,0.01542656,0.009024177,0.009366125,0.0117292,0.007850626,0.01224582,0.01597399,0.003509456,0.01735624,0.01223471,0.01543365,0.01332635,0.01006413,0.007079355,4.298487e-05,0.008282544,0.01360234,0.009101485,0.008383609,0.01568937,0.002716161,0.001792353,0.008963585,0.0113184,0.0140665,0.01445572,0.01850656,0.004736574,0.007683386,0.003915682,0.008310692,0.007618315,0.01079252,0.01719636,0.00651492,0.01387553,0.01224789,0.01562731,0.01181167,0.01124235,0.01002004,0.01686404,0.009272919,0.003737132,0.01267654,0.01393908,0.01158239,0.007635707,0.00951504
cg04726091,0.2257278,0.3652879,0.3200824,0.1432317,0.2257302,0.2413429,0.1931373,0.3425178,0.1516814,0.2217763,0.1626087,0.4501033,0.2413369,0.1883898,0.1679929,0.2126513,0.2947739,0.3181988,0.1898842,0.209674,0.2532592,0.248576,0.2488028,0.1100764,0.197777,0.3231506,0.3208833,0.2783887,0.247487,0.2848919,0.2745783,0.2275531,0.2139237,0.2831257,0.2514868,0.1620943,0.2627226,0.3082304,0.2471148,0.2892333,0.3257757,0.2169516,0.2184405,0.3030023,0.205143,0.2288222,0.2565578,0.2272372,0.18633,0.2859013,0.188883,0.2359221,0.2055851,0.146913,0.3899836,0.2154753,0.3025411,0.1925601,0.3117352,0.2263835,0.1667391,0.2296339,0.1822965,0.2341397,0.1577748,0.2759345,0.3129998,0.2472363,0.2228968,0.2426899,0.3111697,0.1937777,0.233521,0.2209215,0.219991,0.3330632,0.1865781,0.1926624,0.2283145,0.3102062,0.1271945,0.2260823,0.2144735,0.2145498,0.228987,0.1774026,0.2525314,0.1750713,0.2207518,0.327568,0.2675908,0.2164174,0.1635724,0.3068307,0.2286332,0.252252,0.1671746,0.204934,0.1241423,0.2062117,0.2572222,0.2483718,0.3108686,0.2444024,0.2815387,0.2258267,0.1822444,0.2394529,0.1836043,0.1250161,0.23471,0.1952433,0.235765,0.2018277,0.2268975,0.1999687,0.1134777,0.2370321,0.239348,0.1581452,0.160758,0.2910307,0.2413972,0.181889,0.2037146,0.2129021,0.2051007,0.1456235,0.170895,0.1673395,0.3643672,0.1812091,0.2326861,0.2718852,0.1365857,0.1592439,0.2615854,0.2294222,0.3663318,0.1561464,0.1649494,0.2336297
cg27196999,0.7324185,0.6652513,0.7397328,0.756242,0.6388135,0.6933962,0.755466,0.7226777,0.6536229,0.7584091,0.7389384,0.7181615,0.7289197,0.704472,0.6893905,0.6017602,0.6079143,0.6585039,0.6327211,0.7437787,0.6669492,0.7222837,0.6849088,0.6496727,0.6422109,0.6521664,0.7183667,0.6677292,0.6437089,0.6557815,0.6771885,0.7385262,0.7079614,0.8045512,0.6465071,0.6336969,0.6340271,0.7517062,0.7362004,0.7629961,0.6322901,0.6645194,0.6532605,0.6782711,0.7266118,0.6878894,0.7352236,0.6988823,0.7115516,0.660997,0.6970459,0.732362,0.6545905,0.7413831,0.7727012,0.5970006,0.6638505,0.8071096,0.7042138,0.7013274,0.6527097,0.7745417,0.6820564,0.6492889,0.6647992,0.6603049,0.7615172,0.7062304,0.7044879,0.7035938,0.7457386,0.7032333,0.5844668,0.6712604,0.663684,0.793418,0.6124657,0.8310278,0.6567745,0.6627871,0.6641989,0.738353,0.7815721,0.7600052,0.6268375,0.7093966,0.622883,0.6608442,0.7435792,0.6379779,0.6666698,0.6972366,0.6626169,0.616732,0.7272831,0.7190106,0.7528099,0.6574138,0.8172584,0.7868416,0.7053004,0.656449,0.6375464,0.6822161,0.6287598,0.7605614,0.6622177,0.6065701,0.8212604,0.6954805,0.7068816,0.6002538,0.746294,0.6505609,0.6357333,0.5848802,0.7282008,0.5898172,0.7557172,0.7475888,0.6716602,0.7458746,0.7219346,0.6846467,0.7034344,0.7224554,0.6359699,0.6322316,0.7142167,0.5807258,0.6517234,0.7481035,0.6334246,0.6972886,0.792948,0.7284138,0.6370861,0.7029182,0.7529273,0.7577105,0.7903609,0.7342286
