base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg24557917,255.40251,cg17429893,210.37967,0.7828036
cg24557917,255.40251,cg23979983,229.44225,0.8333938
cg24557917,255.40251,cg24513030,232.31201,0.8456825
cg24557917,255.40251,cg20790207,193.85251,0.73447025
cg24557917,255.40251,cg08881780,234.74142,0.7952242
cg24557917,255.40251,cg10375110,218.47778,0.82081014
cg24557917,255.40251,cg10203922,211.40994,0.8091526
cg24557917,255.40251,cg02028106,232.73222,0.8918185
cg24557917,255.40251,cg18831304,199.64989,0.75068116
cg24557917,255.40251,cg09672954,237.41318,0.9388965
cg24557917,255.40251,cg05392540,219.18994,0.864778
cg24557917,255.40251,cg17022723,228.5568,0.9207545
cg24557917,255.40251,cg26681687,208.78525,-0.7385187
cg24557917,255.40251,cg17972100,212.58061,0.83099806
cg24557917,255.40251,cg02363711,203.46426,0.77033454
cg24557917,255.40251,cg18347227,214.34677,0.88577425
cg24557917,255.40251,cg14069287,198.95444,0.8094025
cg24557917,255.40251,cg16938898,206.17317,0.7932726
cg24557917,255.40251,cg20525279,179.44397,0.7300278
cg24557917,255.40251,cg14201424,190.0302,0.74812925
cg24557917,255.40251,cg11822752,199.41362,0.7886323
cg24557917,255.40251,cg15989892,202.17772,0.83122724
cg24557917,255.40251,cg20444990,172.85695,0.7416952
cg24557917,255.40251,cg22747507,173.83351,0.7366753
cg24557917,255.40251,cg27255090,199.05196,0.7528766
cg24557917,255.40251,cg21146801,188.24844,0.70539594
cg24557917,255.40251,cg06231269,183.37503,0.83840525
cg24557917,255.40251,cg15387301,201.5862,0.92588955
cg24557917,255.40251,cg24168538,203.71654,0.8743075
cg24557917,255.40251,cg03230607,204.29688,0.91018987
cg24557917,255.40251,cg03193847,202.4562,0.90779936
cg24557917,255.40251,cg12979009,185.92952,0.8250447
cg24557917,255.40251,cg12653149,199.40874,0.934638
cg24557917,255.40251,cg24794313,195.81152,0.89667565
cg24557917,255.40251,cg03710251,176.21066,0.8444194
cg24557917,255.40251,cg09734589,155.55318,0.7470456
cg24557917,255.40251,cg15192103,179.61417,0.86383015
cg24557917,255.40251,cg12000932,165.18503,0.80876786
cg24557917,255.40251,cg02239163,186.46219,-0.7122176
cg24557917,255.40251,cg25404454,148.92548,0.7388542
cg24557917,255.40251,cg19936118,157.70009,0.77240086
cg24557917,255.40251,cg27562174,169.0292,0.81146294
cg24557917,255.40251,cg26723162,149.84824,0.73087555
cg24557917,255.40251,cg12165664,183.48386,0.92867464
cg06742678,225.50288,cg10534544,160.45088,0.7476258
cg06742678,225.50288,cg11208099,151.90955,0.72264373
cg06742678,225.50288,cg18708900,147.07246,0.71057564
cg06742678,225.50288,cg18236854,142.3127,0.7200947
cg06742678,225.50288,cg04139462,159.72958,0.7381989
cg06742678,225.50288,cg21842633,165.71979,0.7006987
cg09683533,218.38779,cg13302767,154.2451,0.7687829
cg09683533,218.38779,cg17539492,140.31938,0.7325103
cg09683533,218.38779,cg03996539,142.08847,0.7409494
cg09683533,218.38779,cg08145949,150.12625,0.7306424
cg09683533,218.38779,cg10098221,154.39897,0.83644444
cg09683533,218.38779,cg15868343,140.96333,0.7008699
cg09683533,218.38779,cg04347852,158.1796,0.7612268
cg11585912,207.44719,cg12081645,124.117004,0.70373875
cg11585912,207.44719,cg20104379,130.93353,0.72625375
cg12854167,194.74667,cg10516057,130.91794,0.7152073
cg14091589,189.34154,cg00925133,121.860886,0.7088387
cg27196999,184.97464,cg04094193,130.7766,0.7659242
