"","PDD38","CTRL61","PDD23","PDD21","PD29","PD5","CTRL88","PD41","PDD39","PD11","PDD26","PDD25","PD1","CTRL24","PD55","CTRL15","CTRL63","PDD60","PDD51","PDD43","PD14","PDD5","PD37","CTRL80","PDD74","CTRL62","PD3","CTRL39","CTRL97","PD47","DLB17","DLB2","CTRL35","PD8","CTRL51","CTRL77","CTRL68","PDD24","CTRL19","PDD13","CTRL43","DLB11","PDD58","CTRL42","PDD53","PD40","PDD44","PD6","CTRL1","PD35","PDD41","PDD70","PD59","PDD28","CTRL78","CTRL64","PD48","PD21","CTRL95","CTRL57","PDD30","PDD22","DLB15","PD50","CTRL29","PDD54","PDD27","DLB24","PD23","PD30","PDD15","CTRL50","CTRL93","PDD35","CTRL73","PDD6","CTRL13","PDD73","CTRL81","CTRL33","PDD49","PD27","PDD4","PD58","CTRL85","PD52","PD60","PD61","CTRL11","CTRL40","DLB35","PD9","CTRL79","PDD61","PD56","CTRL55","CTRL37","CTRL82","CTRL32","PD2","PD54","CTRL48","PD49","PDD69","PD45","CTRL12","PD33","PD51","PD13","PDD45","PD20","CTRL83","PDD7","CTRL71","PDD47","PD32","CTRL6","CTRL46","PD17","PDD10","DLB12","CTRL44","CTRL86","DLB27","PD18","CTRL20","PDD50","DLB21","CTRL53","CTRL65","PD38","CTRL18","PDD36","PDD64","PD42","PDD33","PDD65","PD62","PDD77","PDD2","PD25","DLB14","chr"
"cg01608509",0.8923188,0.8635656,0.9053433,0.897946,0.8986696,0.9090771,0.9503413,0.9299993,0.9555148,0.9273797,0.8763485,0.922821,0.9154842,0.8978732,0.9166843,0.9009014,0.9190136,0.961257,0.936228,0.9132265,0.8632887,0.8796997,0.9282975,0.8222852,0.8895399,0.9261833,0.9027156,0.9228566,0.9160421,0.8761638,0.9012673,0.8944214,0.9016593,0.9314257,0.9418665,0.8673899,0.9128898,0.8420999,0.9449598,0.9723959,0.8977703,0.8935086,0.9266284,0.937058,0.9713472,0.9187514,0.9449707,0.9220756,0.8856038,0.9537217,0.9176213,0.9025366,0.9122002,0.9475028,0.9096568,0.8117975,0.8984504,0.9179837,0.9532889,0.9519207,0.8954595,0.9379973,0.9345513,0.9175239,0.9394775,0.9131513,0.9223599,0.9207877,0.9131905,0.9572209,0.8005872,0.9459272,0.8926941,0.9411773,0.8105602,0.9694068,0.9183396,0.8479716,0.9412332,0.9357105,0.9158961,0.9528176,0.861732,0.9149712,0.922476,0.9208403,0.93026,0.9074426,0.8749555,0.9231046,0.909944,0.8903681,0.8681603,0.9044386,0.9466021,0.94348,0.9343421,0.8475106,0.9390396,0.8931079,0.947743,0.9228764,0.9040106,0.9468537,0.9610377,0.9136392,0.9048749,0.8772809,0.9506852,0.9272359,0.8643907,0.8239587,0.8693406,0.9124136,0.9458626,0.9671604,0.9119206,0.9425516,0.89614,0.9287175,0.909275,0.8974269,0.9476354,0.9288248,0.9108567,0.9614304,0.9326055,0.7807873,0.9562707,0.9633832,0.9514051,0.9476429,0.9367769,0.9349175,0.9183659,0.9187939,0.8921782,0.9353716,0.9349491,0.9118429,0.9329066,0.9530758,"chr16"
"cg01110846",0.009230452,0.006592682,0.0182602,0.00521759,0.009558953,0.02075016,0.007323557,0.004392717,0.01033389,0.01165759,0.007937944,0.004614015,0.009145875,0.005898075,0.002958944,0.01334603,0.006256778,0.005463757,0.008493063,0.01103792,0.006094956,0.01053306,0.003156252,0.007479835,0.008531971,0.01045939,0.01816059,0.006341449,0.006868404,0.006492927,0.01474619,0.01084054,0.007983322,0.008629358,0.009052028,0.006222617,0.007610499,0.008374084,0.01331079,0.004701822,0.01255657,0.006141837,0.01184059,0.01118034,0.007805277,0.01588552,0.00712916,0.008210128,0.009294908,0.006367376,0.009908656,0.008950327,0.005486906,0.005010843,0.00522954,0.00953381,0.006896557,0.005015871,0.009195301,0.01104734,0.009136991,0.005250488,0.01488081,0.009132554,0.00544412,0.005142495,0.007025643,0.01063459,0.01007478,0.008832589,0.008153548,0.005615776,0.005458504,0.01057441,0.0162732,0.008159595,0.007839744,0.006126857,0.007519658,0.0116589,0.008364136,0.00874505,0.01746351,0.006468282,0.00635255,0.01542914,0.007222827,0.01255143,0.005045804,0.008673582,0.006527001,0.01197717,0.007545684,0.01257747,0.009185458,0.006704091,0.01537643,0.005698357,0.01210768,0.01232794,0.006315916,0.01123189,0.01449549,0.00638153,0.008153262,0.008842305,0.01157071,0.007293574,0.004906031,0.008739694,0.006515916,0.005517628,0.01219615,0.007112802,0.005379711,0.007540991,0.007663604,0.01127687,0.01472035,0.01265274,0.01570492,0.008255237,0.005297773,0.01032574,0.01083268,0.007091061,0.00890438,0.006645555,0.007176173,0.01318821,0.006690789,0.007981961,0.01174452,0.006791851,0.01700062,0.006147608,0.00525133,0.02311418,0.0117774,0.01229584,0.005579314,0.007419274,"chr16"
"cg07071874",0.5438907,0.3025797,0.5557917,0.4303921,0.2964845,0.4295204,0.5149841,0.4139727,0.3342571,0.5340983,0.4309779,0.4267801,0.518236,0.4315111,0.5141517,0.4096719,0.4096893,0.4264334,0.2420825,0.4643583,0.5504542,0.5497306,0.3956503,0.4447462,0.3360659,0.414135,0.3751827,0.30505,0.3915256,0.2558109,0.3122788,0.335824,0.4677045,0.4558499,0.2893053,0.3836685,0.4687739,0.4732614,0.441747,0.2509919,0.4527798,0.3233824,0.4386194,0.4300411,0.4044833,0.358243,0.3229484,0.4900183,0.4902714,0.3857317,0.4147359,0.5169833,0.3375067,0.4632034,0.3035414,0.1548705,0.3118569,0.4204408,0.3659493,0.3777566,0.3958167,0.5325156,0.4049353,0.4187434,0.4102444,0.4201653,0.365881,0.3554164,0.3457843,0.3684834,0.3548224,0.3951306,0.3515081,0.2747041,0.396121,0.424075,0.2687685,0.507633,0.3650771,0.3284748,0.3532489,0.3985031,0.4239951,0.3800044,0.5044055,0.5251849,0.348487,0.2936741,0.4472428,0.3726059,0.4812662,0.4162189,0.521899,0.3797308,0.5665016,0.4827156,0.5481921,0.4004775,0.4446229,0.4111981,0.4937903,0.2861783,0.4334354,0.3395707,0.2980108,0.4633247,0.3892594,0.3585657,0.4660488,0.3899007,0.5008548,0.3054674,0.4335849,0.3337056,0.328711,0.2728456,0.4674849,0.3970043,0.4010274,0.4958065,0.4524783,0.5177827,0.3422452,0.4588861,0.4491682,0.37704,0.3436408,0.5603398,0.3607646,0.4411053,0.4051628,0.4725207,0.4973525,0.3111114,0.5211912,0.4376532,0.4370715,0.5293087,0.3651071,0.397648,0.5658722,0.3133563,"chr16"
"cg07984684",0.04471818,0.04111157,0.03013323,0.02614176,0.03660425,0.05337751,0.03585737,0.02681548,0.04190078,0.03356715,0.03419808,0.02414347,0.02743776,0.03839392,0.0326843,0.03637668,0.04106382,0.0352592,0.03114688,0.04279207,0.02756082,0.04923382,0.04002044,0.03371361,0.02865994,0.03690019,0.03805515,0.03613621,0.02435094,0.03685786,0.03039476,0.02266823,0.03676018,0.04229003,0.04177357,0.02646305,0.0353956,0.02711816,0.04344265,0.02359461,0.05135664,0.03321424,0.03115195,0.04374208,0.03418212,0.05366461,0.04258957,0.02571012,0.02205609,0.03441745,0.04326798,0.03513952,0.03282035,0.03325934,0.05632994,0.02564297,0.04618984,0.04484371,0.03236745,0.05227314,0.04873932,0.02926068,0.03690151,0.03941069,0.03648017,0.04401603,0.0394173,0.04004031,0.03570226,0.03483603,0.0253683,0.03425404,0.0443155,0.0372207,0.02356737,0.03975549,0.03422576,0.03444704,0.04633476,0.03933095,0.0497815,0.0384896,0.0289726,0.05314323,0.04746454,0.04099337,0.03589776,0.03328571,0.04011457,0.03341929,0.02926431,0.02945637,0.0373937,0.03764565,0.03411462,0.02722762,0.03159672,0.03072348,0.03815148,0.03422861,0.03566807,0.03930884,0.03151083,0.04705056,0.04725857,0.02105236,0.03702798,0.03513458,0.02790325,0.03453544,0.04069745,0.0350801,0.04038168,0.03530387,0.02673674,0.03921492,0.02682997,0.03725126,0.03257013,0.04080497,0.03534741,0.03256483,0.03165477,0.03634083,0.0443999,0.03819107,0.0319685,0.03237393,0.03702135,0.03210686,0.03810353,0.04600521,0.05067052,0.0294087,0.05200609,0.03006249,0.03346017,0.03711957,0.03983214,0.03580053,0.04352673,0.03543978,"chr16"
"cg10206250",0.9215938,0.9589085,0.9294884,0.9720334,0.9231068,0.9529275,0.9643661,0.9427019,0.9351168,0.9578706,0.9031798,0.9547357,0.9453663,0.938946,0.9492683,0.9270105,0.9661184,0.9430039,0.8987766,0.9241171,0.9580028,0.9520542,0.9395602,0.9540764,0.9343118,0.939188,0.957012,0.9507259,0.9486394,0.9466667,0.9552993,0.9457675,0.9520051,0.9610457,0.9617693,0.9583717,0.8794995,0.9294932,0.9366137,0.9636066,0.9139154,0.9312022,0.9250797,0.9138992,0.9168394,0.9121963,0.934576,0.9504743,0.9413177,0.9509429,0.9353658,0.9524253,0.9428035,0.9485206,0.9706264,0.9355881,0.9195612,0.9481713,0.958144,0.9531242,0.9428209,0.9256097,0.926202,0.9445603,0.9358092,0.9393427,0.9496152,0.9202193,0.9582892,0.8982619,0.9567968,0.952627,0.9378717,0.9574902,0.9635883,0.9364096,0.9573598,0.971147,0.957578,0.9466659,0.9484191,0.9373533,0.9805248,0.964771,0.9295621,0.9446211,0.9525047,0.9370637,0.9042283,0.9303412,0.9298784,0.9764583,0.9691295,0.9372669,0.965812,0.9337609,0.9406763,0.9473308,0.9711867,0.9589882,0.9514127,0.9453955,0.9084279,0.9590612,0.9339688,0.9695527,0.8981993,0.946646,0.9511625,0.9481234,0.9601204,0.9441681,0.9581435,0.9537074,0.9339624,0.9130054,0.958681,0.9325043,0.9696388,0.9116256,0.9664842,0.9616701,0.9620501,0.9261457,0.9548026,0.9174759,0.9149239,0.9479042,0.9051623,0.9488243,0.9607373,0.905139,0.953459,0.9381825,0.8975098,0.9666236,0.9516971,0.9363676,0.9204744,0.9383204,0.9326407,0.9408445,"chr16"
"cg04730825",0.09792041,0.1163512,0.1426326,0.08605063,0.1510488,0.08440046,0.1494466,0.1150679,0.09382028,0.1282531,0.1074437,0.09239977,0.09164289,0.1028943,0.08109099,0.166806,0.09920265,0.07969242,0.04867743,0.05852713,0.08569316,0.1211107,0.1042413,0.1036521,0.113424,0.1668496,0.1200536,0.13657,0.1944996,0.08864473,0.07499557,0.1115326,0.114304,0.05136565,0.1069896,0.08482512,0.1061446,0.0868442,0.1235044,0.1449602,0.1625444,0.06880525,0.1125617,0.1760682,0.1211554,0.1628129,0.09804732,0.08341103,0.08884287,0.1758603,0.09308379,0.1587693,0.1084,0.06622038,0.0987126,0.09660968,0.1291661,0.1133598,0.1281716,0.08591994,0.1133756,0.07864318,0.09421542,0.1096528,0.06825576,0.09004755,0.1065767,0.06553857,0.1330258,0.1479434,0.06163601,0.09484204,0.1180045,0.105104,0.0980865,0.1403918,0.1101398,0.07934167,0.1183228,0.1068076,0.06472283,0.1628621,0.08724221,0.1057924,0.07825956,0.06712313,0.1095813,0.07712517,0.09289607,0.1733355,0.1112173,0.0905425,0.08523074,0.1373083,0.0966314,0.1077181,0.03421962,0.05374335,0.07601563,0.07345362,0.1462865,0.07890772,0.09643792,0.1046679,0.1145492,0.08677586,0.06894935,0.09573091,0.04284382,0.06050773,0.05647315,0.1255399,0.1286787,0.1358367,0.1838543,0.08556925,0.08758952,0.1498101,0.1145399,0.07371904,0.1367141,0.1374713,0.1207471,0.08485858,0.1226406,0.1111129,0.1091079,0.1001715,0.1257164,0.117457,0.196511,0.0777362,0.1078449,0.1175654,0.1256971,0.09849127,0.1174343,0.09808845,0.1366068,0.1063895,0.09754905,0.1124323,"chr16"
"cg17896249",0.02619979,0.02063184,0.0203218,0.01877317,0.02192384,0.04455244,0.01378721,0.03180512,0.01598433,0.01222512,0.02330321,0.0328608,0.005633311,0.01932132,0.003334966,0.0191627,0.02240665,0.00516337,0.01914665,0.01416343,0.009870453,0.02501939,0.02657356,0.009630194,0.01404776,0.0314237,0.06130186,0.02697086,0.0183837,0.03395874,0.03512413,0.02329964,0.01045184,0.01376536,0.001086205,0.01086045,0.02997275,0.01956566,0.01430511,0.007719461,0.03671656,0.0273331,0.01855689,0.03297445,0.02207091,0.03586216,0.01812007,0.05314843,0.02184374,0.02428353,0.02043996,0.01475555,0.02862831,0.01047166,0.03720774,0.01465952,0.0181638,0.01189501,0.01080637,0.01068046,0.02952277,0.01661939,0.03785137,0.02425094,0.01645008,0.00971315,0.006360069,0.05036215,0.02810121,0.02126739,0.02483443,0.02435988,0.02337975,0.02947836,0.03177465,0.01242239,0.02173704,0.04066736,0.009642109,0.0241788,0.01272565,0.00809598,0.02733974,0.01506116,0.02016757,0.01921164,0.02133317,0.01091066,0.04047125,0.02168801,0.01550721,0.04424676,0.02966126,0.02626511,0.01413587,0.01943028,0.01281364,0.01930357,0.01029463,0.02111555,0.0150074,0.02145548,0.0216274,0.009598796,0.006203441,0.03081025,0.02788195,0.02504819,0.02180054,0.01772994,0.0385855,0.002429796,0.04023689,0.009132882,0.02210525,0.0204153,0.007438553,0.01818958,0.03268314,0.04300287,0.02431918,0.007238702,0.005485029,0.006586672,0.014684,0.01289914,0.01585274,0.02363193,0.0103732,0.007662849,0.02085136,0.02807439,0.02112495,0.03384123,0.0275983,0.02089389,0.00468656,0.01114681,0.02823556,0.03588984,0.03038829,0.01607287,"chr16"
"cg01938249",0.9572204,0.9442584,0.9796725,0.9777175,0.9281723,0.9282005,0.9653599,0.9447302,0.9748943,0.9634582,0.9545119,0.9597234,0.9130057,0.9637249,0.9650246,0.956394,0.9471369,0.9433022,0.9121739,0.9310324,0.970307,0.9242582,0.9569324,0.9484673,0.9720175,0.9561777,0.8957969,0.9507743,0.9160308,0.9615152,0.9271918,0.9151668,0.9384167,0.9409005,0.9620607,0.9435637,0.9608142,0.968131,0.9305846,0.9698555,0.9100126,0.9630662,0.9430957,0.9508385,0.9596227,0.9346872,0.9636755,0.9379977,0.9176337,0.9387282,0.9482831,0.9542041,0.9636199,0.956056,0.9115177,0.9221258,0.9520043,0.9396773,0.9505641,0.9458195,0.9241953,0.9812674,0.9349966,0.953571,0.9639717,0.9350923,0.9251033,0.9576078,0.9639483,0.9284872,0.9330029,0.9683473,0.9407392,0.9566477,0.9434326,0.9379758,0.9566631,0.9501534,0.9266185,0.9649614,0.9512159,0.9311699,0.9274963,0.9594347,0.9459842,0.9702017,0.9622351,0.9794926,0.9626992,0.9451956,0.9399567,0.9513977,0.948348,0.9320036,0.9494291,0.9181135,0.9513746,0.9456874,0.9644564,0.936048,0.9646584,0.9404728,0.9538167,0.9268915,0.9195082,0.9199412,0.9075186,0.9397611,0.9630224,0.929555,0.9536087,0.9469556,0.9306174,0.9965044,0.9776935,0.8521928,0.9242232,0.9642731,0.969533,0.954144,0.9478562,0.96097,0.9703874,0.9408422,0.9288465,0.9409261,0.9551418,0.8996924,0.9265841,0.9347615,0.9721495,0.9594368,0.9484962,0.9630782,0.9510605,0.9546061,0.9695537,0.9625512,0.9341045,0.9319455,0.970153,0.9371712,"chr16"
"cg09120054",0.8777254,0.7502052,0.8713454,0.8678645,0.8300259,0.8849396,0.8235146,0.8360137,0.8706125,0.8574918,0.7605261,0.8478433,0.8348507,0.850434,0.8389949,0.7376905,0.7300709,0.8037669,0.7943951,0.8733199,0.8561735,0.8698077,0.8374888,0.7521664,0.8242002,0.8021481,0.7702803,0.8097227,0.7795072,0.727596,0.8378028,0.8414636,0.8183332,0.8566209,0.7980678,0.7991794,0.805596,0.8400899,0.8308768,0.8011263,0.7524022,0.8723574,0.782197,0.7585892,0.877356,0.8206191,0.8851982,0.8182242,0.8433117,0.8230846,0.7735495,0.7901821,0.8302563,0.8474756,0.8557316,0.8458113,0.7473306,0.8770058,0.8402551,0.8325033,0.8915258,0.843722,0.8236218,0.8277619,0.817669,0.8833575,0.8608731,0.8983364,0.8250979,0.8323191,0.8965459,0.8923148,0.8334224,0.8092792,0.7134297,0.8082747,0.7704724,0.8615323,0.8058945,0.8298642,0.8207016,0.8306854,0.8113347,0.8522347,0.8817572,0.8114393,0.8451601,0.8036209,0.8817588,0.8467483,0.8508772,0.8675699,0.8823359,0.8122528,0.8694796,0.9168952,0.9176893,0.9211412,0.8906093,0.883407,0.8088968,0.7458577,0.8013895,0.7043826,0.7985588,0.835432,0.8234279,0.780342,0.8412195,0.8781922,0.8279204,0.7653512,0.8488867,0.743844,0.8772112,0.724022,0.9130046,0.7492263,0.7539763,0.8021913,0.8184299,0.7872947,0.8836384,0.8226614,0.8648122,0.8007369,0.7827156,0.7579553,0.7525459,0.8036425,0.7990321,0.8491236,0.8757527,0.8232238,0.8682594,0.9097008,0.7801288,0.8105123,0.8220591,0.8685917,0.9025146,0.8625135,"chr16"
"cg26863864",0.9345896,0.8883821,0.9304159,0.9285334,0.9188048,0.9335188,0.9160285,0.9129917,0.8915374,0.8997057,0.9017104,0.9247454,0.9114836,0.848369,0.9282559,0.8893837,0.9181492,0.8915323,0.865669,0.8744613,0.9359663,0.9456473,0.8907483,0.9317989,0.9372685,0.9148547,0.906129,0.8841306,0.917759,0.899198,0.9262911,0.9202993,0.8937495,0.9200977,0.8996215,0.9069563,0.9084905,0.9593666,0.9404088,0.9401463,0.8984813,0.9369159,0.8974756,0.898048,0.906163,0.9417891,0.9143452,0.9315016,0.9165217,0.90998,0.8818743,0.9234653,0.9036399,0.9313701,0.9373483,0.9266282,0.9064918,0.8939285,0.9237943,0.9210418,0.9399967,0.9082235,0.9004805,0.9128981,0.8748849,0.9253009,0.9156869,0.8984801,0.9153596,0.8976172,0.93755,0.8864054,0.9142273,0.9182426,0.910337,0.9234372,0.9068893,0.9491291,0.9102042,0.9047125,0.8792409,0.8876347,0.9292712,0.9183978,0.8969659,0.9080079,0.9153028,0.870208,0.9015087,0.925324,0.8946099,0.9002361,0.938765,0.8824065,0.9109448,0.927391,0.9059132,0.9259101,0.9201877,0.9198267,0.8994514,0.9194597,0.8751846,0.9159262,0.8865697,0.911098,0.8417327,0.9113969,0.9325755,0.9329563,0.8927704,0.9157838,0.928787,0.9420126,0.9176483,0.852537,0.9335946,0.8858768,0.9392876,0.9115481,0.9320705,0.9018936,0.8849583,0.8662927,0.9296028,0.8790755,0.8868282,0.9154035,0.9106416,0.9052738,0.9271233,0.8805452,0.9341525,0.9259552,0.8986035,0.9221328,0.9168344,0.9180022,0.9206644,0.9297304,0.9332317,0.9072594,"chr16"
