,PDD38,CTRL61,PDD23,PDD21,PD29,PD5,CTRL88,PD41,PDD39,PD11,PDD26,PDD25,PD1,CTRL24,PD55,CTRL15,CTRL63,PDD60,PDD51,PDD43,PD14,PDD5,PD37,CTRL80,PDD74,CTRL62,PD3,CTRL39,CTRL97,PD47,DLB17,DLB2,CTRL35,PD8,CTRL51,CTRL77,CTRL68,PDD24,CTRL19,PDD13,CTRL43,DLB11,PDD58,CTRL42,PDD53,PD40,PDD44,PD6,CTRL1,PD35,PDD41,PDD70,PD59,PDD28,CTRL78,CTRL64,PD48,PD21,CTRL95,CTRL57,PDD30,PDD22,DLB15,PD50,CTRL29,PDD54,PDD27,DLB24,PD23,PD30,PDD15,CTRL50,CTRL93,PDD35,CTRL73,PDD6,CTRL13,PDD73,CTRL81,CTRL33,PDD49,PD27,PDD4,PD58,CTRL85,PD52,PD60,PD61,CTRL11,CTRL40,DLB35,PD9,CTRL79,PDD61,PD56,CTRL55,CTRL37,CTRL82,CTRL32,PD2,PD54,CTRL48,PD49,PDD69,PD45,CTRL12,PD33,PD51,PD13,PDD45,PD20,CTRL83,PDD7,CTRL71,PDD47,PD32,CTRL6,CTRL46,PD17,PDD10,DLB12,CTRL44,CTRL86,DLB27,PD18,CTRL20,PDD50,DLB21,CTRL53,CTRL65,PD38,CTRL18,PDD36,PDD64,PD42,PDD33,PDD65,PD62,PDD77,PDD2,PD25,DLB14
cg18875208,0.9646987,0.9607211,0.9659289,0.9758589,0.9477124,0.9573662,0.9628202,0.9632387,0.9662747,0.9602177,0.9601324,0.9673292,0.9619525,0.9715116,0.9626489,0.9608779,0.9494731,0.9624028,0.9507244,0.9454181,0.9624385,0.9265176,0.9757104,0.9937022,0.9633449,0.9551909,0.9540653,0.9535842,0.9808228,0.9633308,0.9388283,0.9669149,0.9460186,0.9488231,0.9674626,0.9650436,0.9588097,0.9568951,0.9510871,0.9612877,0.9578792,0.9704079,0.9562151,0.9620942,0.9521927,0.9675581,0.9585373,0.9558925,0.9597514,0.9675367,0.972498,0.9368001,0.9513523,0.9452318,0.946594,0.9645817,0.9646301,0.9537509,0.9577524,0.979441,0.9754148,0.9686917,0.9670683,0.9670756,0.9291823,0.9604738,0.9544592,0.967515,0.9726859,0.9672553,0.9775674,0.9719308,0.9346925,0.9668581,0.9482361,0.9679741,0.9643512,0.9443001,0.9494083,0.9694262,0.9682366,0.967065,0.9340131,0.961008,0.9597645,0.9619484,0.9694994,0.9679148,0.9425323,0.9629479,0.9729179,0.9374382,0.9719858,0.9536894,0.9690895,0.9569329,0.9511645,0.9596476,0.9548597,0.9526287,0.9766336,0.9622172,0.9574967,0.9506529,0.9606963,0.9444654,0.9554424,0.9810873,0.9393058,0.9786586,0.9702638,0.9694164,0.9384122,0.9752676,0.9757585,0.9574685,0.9708332,0.9507651,0.9698535,0.9592995,0.9625759,0.939037,0.9673494,0.9457806,0.9573881,0.9569057,0.980602,0.9547463,0.9556172,0.9763333,0.9408127,0.9588219,0.9236433,0.9708101,0.95496,0.9671184,0.9541619,0.9553193,0.9640278,0.9613856,0.9532336,0.951888
cg09595108,0.0369102,0.00601252,0.01902498,0.0450651,0.02551569,0.02844032,0.02560909,0.01414305,0.01061362,0.01490283,0.03278464,0.01436378,0.01832229,0.01724967,0.0282682,0.008379297,0.04359498,0.01092204,0.005804906,0.009491838,0.01080254,0.06747487,0.01966795,0.01538079,0.01125886,0.007582539,0.02756585,0.02455215,0.0300282,0.03440552,0.03069885,0.04181081,0.02569909,0.03376088,0.01348993,0.009613484,0.01766266,0.01008328,0.03205397,0.0257289,0.0197718,0.01706133,0.01934331,0.01073886,0.009196808,0.008265488,0.007794887,0.03937296,0.02890148,0.01525944,0.01807064,0.005914578,0.01585771,0.01636442,0.02612301,0.008078404,0.01522104,0.01613555,0.03672411,0.008503547,0.01425682,0.006405753,0.0433955,0.01286375,0.01156419,0.01272352,0.01630128,0.02505526,0.01052181,0.007248847,0.02832424,0.003895236,0.004788688,0.02620203,0.01490943,0.04343187,0.01172204,0.01337712,0.01477798,0.01350511,0.02534525,0.02159044,0.05158098,0.01105606,0.01430102,0.0100758,0.01543607,0.01108723,0.01357909,0.01786138,0.008979497,0.04691574,0.0138058,0.0193236,0.009770096,0.02338637,0.02157199,0.01505865,0.009117178,0.02386573,0.01375945,0.0161886,0.02203885,0.024002,0.021584,0.03123602,0.0200584,0.0129149,0.02563769,0.009852447,0.03028306,0.01814747,0.04103246,0.002677314,0.01344505,0.01425494,0.03779312,0.01808464,0.02091894,0.03993614,0.02056725,0.0171,0.009734126,0.01233641,0.01324636,0.01538362,0.01844619,0.01417824,0.01821835,0.0182021,0.01389119,0.02589562,0.0105005,0.02582611,0.02928712,0.02051034,0.02991103,0.01200107,0.02436665,0.0264334,0.01629212,0.03793943
cg19938167,0.5551791,0.818983,0.6577913,0.36007,0.6876391,0.5115653,0.6915337,0.7388527,0.3636707,0.5839656,0.4677062,0.9117389,0.6323275,0.5058818,0.5888124,0.6969711,0.8181589,0.8690257,0.6494893,0.3519387,0.8036788,0.7769655,0.6149984,0.7049284,0.6815798,0.8335095,0.7401411,0.8435148,0.7821928,0.6939122,0.86261,0.6767002,0.6519144,0.3489438,0.7944221,0.6632401,0.6782954,0.6126673,0.5971794,0.8822295,0.8042363,0.7997353,0.77609,0.7047656,0.5936491,0.7788828,0.6957841,0.6762223,0.6238773,0.7378135,0.4911432,0.6354681,0.6830311,0.8270331,0.7454418,0.7802869,0.8460377,0.6203098,0.8152597,0.8020744,0.5462017,0.4067262,0.7080491,0.7205622,0.2673726,0.5653113,0.7145958,0.478117,0.5483497,0.7384628,0.5204144,0.6614034,0.7990794,0.7236514,0.8336365,0.6982956,0.7324838,0.6262168,0.7924593,0.8003756,0.413776,0.7320157,0.5281502,0.675868,0.5485862,0.4557887,0.8002394,0.6454283,0.6226642,0.7678682,0.6652775,0.7001781,0.6892054,0.857378,0.7383734,0.8232931,0.320344,0.7154933,0.3416683,0.4697809,0.6510397,0.7636167,0.8386048,0.8023176,0.8201647,0.490029,0.4030405,0.8298389,0.364529,0.4629541,0.4695748,0.8031235,0.6309908,0.7764357,0.8033978,0.6028215,0.3612254,0.750162,0.4892855,0.5154218,0.5258809,0.8181404,0.7609992,0.5507448,0.5245743,0.4485564,0.4986749,0.5746431,0.5741001,0.741898,0.8943343,0.3858156,0.7816315,0.7729127,0.3955868,0.4924783,0.7965414,0.6342717,0.8663035,0.6121308,0.4164915,0.5918793
cg02683853,0.9870521,0.9729175,0.9709455,0.9844718,0.955067,0.9758389,0.970566,0.9751016,0.9777005,0.9817836,0.9786169,0.9786492,0.9709044,0.97173,0.9707314,0.9702009,0.9639911,0.9609356,0.9493541,0.9661917,0.9813358,0.971377,0.9689151,0.9821222,0.9715167,0.9523975,0.9561277,0.9443202,0.9625704,0.9550227,0.9762952,0.9633623,0.9658268,0.9694079,0.9622874,0.9686292,0.9457672,0.9815801,0.9740528,0.9715688,0.9689675,0.978822,0.9654911,0.9735384,0.9702472,0.9770752,0.9822889,0.9774126,0.9790775,0.9840454,0.9762158,0.979434,0.9728976,0.9824451,0.9752379,0.9795372,0.965779,0.9831002,0.9826607,0.9686491,0.9584101,0.9869472,0.9647897,0.976499,0.9820066,0.9729365,0.9853759,0.9741539,0.9842588,0.9634303,0.9727369,0.9834618,0.9685557,0.9689488,0.9637563,0.971204,0.977628,0.9868333,0.9749163,0.9624214,0.9681733,0.9622812,0.9745773,0.9780833,0.9831204,0.973969,0.9704065,0.9630186,0.9833021,0.9704347,0.9770693,0.9668135,0.9751012,0.9683711,0.9730988,0.9644149,0.9799254,0.9821539,0.9816594,0.9625557,0.97142,0.9701736,0.973117,0.9701569,0.9564374,0.9732018,0.9685375,0.9815044,0.982267,0.9783152,0.9705001,0.9702407,0.9753538,0.9794764,0.9703272,0.9547398,0.9709992,0.9661499,0.9834853,0.9757551,0.9862694,0.9663097,0.9776892,0.9729171,0.9666819,0.9725308,0.9782215,0.975452,0.9686951,0.9736329,0.9597268,0.9626059,0.9635926,0.9828154,0.9805588,0.9805402,0.9577218,0.9818567,0.983836,0.9723569,0.9769208,0.9762007
cg05655671,0.03743153,0.05516588,0.03377897,0.03042795,0.04097241,0.06527663,0.03890404,0.08331992,0.04540203,0.04940486,0.0490205,0.03284342,0.0378168,0.07090271,0.05609928,0.04660419,0.03998533,0.05646094,0.07386961,0.0419909,0.029698,0.05087764,0.06506849,0.04155759,0.05351587,0.04943554,0.06233314,0.07026619,0.0419801,0.05430864,0.05917913,0.07827952,0.0540926,0.04473086,0.04056795,0.03837577,0.0368699,0.02554857,0.0534688,0.03151496,0.05155414,0.03705494,0.06308821,0.07977137,0.05174634,0.056,0.05139081,0.04264033,0.05464341,0.0596826,0.06275745,0.05043478,0.04020922,0.02196788,0.06508489,0.04159464,0.05688519,0.04345679,0.05994414,0.0410893,0.05873684,0.04438831,0.05079453,0.05171457,0.05407958,0.05468026,0.0276147,0.04363456,0.03899127,0.06320877,0.0462655,0.04175471,0.04094672,0.04176228,0.04508318,0.03107083,0.06786012,0.03019925,0.05427877,0.04481019,0.06437177,0.03820902,0.05354277,0.03958456,0.04425908,0.05124638,0.05110749,0.04892637,0.05041931,0.07276777,0.06296758,0.06327072,0.03853155,0.07546943,0.02659574,0.06516389,0.06833248,0.03230453,0.05810571,0.06180194,0.03918812,0.06441918,0.04355923,0.05434028,0.05899068,0.05943314,0.06405881,0.04576684,0.05040595,0.04501514,0.05708481,0.0462754,0.06057771,0.03962017,0.0433989,0.05556278,0.04059875,0.06491659,0.03207629,0.07105435,0.04946664,0.06108622,0.0307437,0.05710491,0.03568415,0.04407262,0.07659453,0.04349385,0.05660553,0.05727503,0.05937433,0.06542162,0.03841438,0.04387292,0.05776217,0.05042452,0.0556494,0.04731799,0.0526402,0.04202564,0.05625,0.05287714
cg20114054,0.9615409,0.9215266,0.941236,0.9521072,0.9034814,0.9283893,0.9345412,0.9190038,0.9353244,0.9621511,0.9615753,0.970731,0.9614416,0.9688373,0.9673528,0.9350348,0.9345944,0.9704582,0.9450247,0.9612139,0.9473486,0.8753382,0.9341037,0.9618516,0.9318702,0.9133145,0.9201214,0.9327321,0.8413221,0.9367434,0.9003853,0.9472927,0.9332827,0.9291948,0.9626769,0.9463317,0.9391318,0.9496333,0.9096284,0.9484717,0.8881003,0.9339072,0.9133652,0.9472938,0.9647238,0.950195,0.9608518,0.9373787,0.9399753,0.9364264,0.9561494,0.949548,0.948535,0.9462495,0.9354084,0.9074029,0.8874449,0.9540257,0.9407579,0.959911,0.9097859,0.96471,0.9434346,0.9485529,0.9548406,0.9474483,0.9501932,0.9583236,0.9367887,0.9129678,0.9585166,0.9466339,0.9411651,0.9196939,0.9590966,0.9536642,0.9372127,0.9343258,0.9093202,0.9303152,0.9559923,0.927527,0.9076808,0.9579314,0.8745667,0.9658949,0.9445446,0.9468625,0.9606426,0.9389296,0.9183751,0.9403548,0.9600963,0.9512568,0.9421648,0.933174,0.9723845,0.9348202,0.9372559,0.9518955,0.9438603,0.9464624,0.9513929,0.9648362,0.8859803,0.9174446,0.9372257,0.9489612,0.9667175,0.9587815,0.9604588,0.9125056,0.8922649,0.943016,0.9157746,0.9395985,0.9854411,0.9344594,0.953792,0.9712831,0.968951,0.9674662,0.9358239,0.9541994,0.9394733,0.9322833,0.9351294,0.9421724,0.9464764,0.9459931,0.8699929,0.9453987,0.9358645,0.9473819,0.9310124,0.957057,0.9488835,0.9620831,0.9477855,0.9305761,0.9544552,0.9401682
cg10953312,0.7364847,0.7740098,0.7266173,0.6824262,0.7212032,0.7157029,0.7343127,0.8176189,0.6871965,0.7342637,0.7473066,0.8521001,0.7460657,0.7658,0.7198789,0.7862478,0.7742179,0.7491856,0.542744,0.6900981,0.7974161,0.746775,0.7002225,0.6719447,0.6722279,0.8011267,0.7725439,0.8402815,0.795905,0.7463774,0.7199559,0.6771241,0.7217088,0.739825,0.7743034,0.7252318,0.7123353,0.7314612,0.7811508,0.8248123,0.7204821,0.7701559,0.8128345,0.7968525,0.735037,0.7804886,0.6468873,0.7462157,0.6834868,0.819674,0.6770649,0.6958619,0.7801211,0.6842631,0.6964688,0.7123665,0.778454,0.6921695,0.8261656,0.7492311,0.6691499,0.7162397,0.7011051,0.7800999,0.6363943,0.7539609,0.7493235,0.6990889,0.7348855,0.7575491,0.6745176,0.731002,0.7258162,0.7097177,0.7916665,0.730035,0.6684872,0.8389403,0.8311009,0.7844114,0.7257589,0.7915731,0.7447919,0.7620362,0.7669988,0.6960763,0.7716949,0.7331596,0.7311162,0.833136,0.7454054,0.7518746,0.6915532,0.7631567,0.7354425,0.7616556,0.6858101,0.7617423,0.7041991,0.726576,0.7401653,0.744904,0.6970527,0.7326267,0.7569535,0.6951626,0.6473975,0.7540107,0.6998747,0.7659742,0.7093147,0.7662956,0.7233335,0.7748781,0.7618793,0.6766175,0.6505071,0.758101,0.6764465,0.7199167,0.7397491,0.7930594,0.7742163,0.695483,0.7070348,0.7251115,0.633859,0.6604693,0.7368596,0.8117353,0.7545029,0.6939117,0.742511,0.7227752,0.7376553,0.7073694,0.7092184,0.7525648,0.8416765,0.7159477,0.663402,0.707715
cg25034558,0.9554211,0.975159,0.9614095,0.9566468,0.9462158,0.9663835,0.9750253,0.9614781,0.9132956,0.9673388,0.968448,0.9645072,0.9383157,0.9523985,0.9502551,0.9490281,0.9757014,0.9608076,0.9422818,0.9522852,0.9593216,0.9708205,0.965362,0.9745701,0.9528738,0.9791324,0.9574362,0.9704599,0.9530418,0.9372151,0.9589581,0.9734789,0.9601477,0.9697569,0.9758473,0.9581375,0.9598834,0.9688487,0.9620787,0.9651937,0.9730695,0.9725891,0.9736402,0.9730483,0.9663887,0.9710226,0.973411,0.9823957,0.9675561,0.958652,0.9535439,0.9787912,0.969387,0.9854016,0.9697247,0.9800978,0.9537742,0.9763972,0.9625395,0.9632437,0.9863037,0.9558407,0.9569056,0.9616205,0.953814,0.9564659,0.9735632,0.9492359,0.9787849,0.9645612,0.963863,0.9754722,0.968975,0.9526306,0.9670965,0.9718665,0.9419085,0.976293,0.9737193,0.9696002,0.93756,0.9721621,0.9669965,0.9577104,0.959378,0.9595662,0.980603,0.9679644,0.9645783,0.9596278,0.9510739,0.9668436,0.9746175,0.959697,0.9805568,0.9777233,0.9628804,0.969672,0.9651367,0.9626501,0.9745112,0.950541,0.968125,0.9765053,0.9549102,0.9664778,0.9301533,0.963657,0.9641025,0.9603937,0.9745673,0.9651533,0.9659923,0.9657839,0.9589659,0.9453523,0.984018,0.9378335,0.973377,0.9652548,0.9720738,0.9582696,0.9745597,0.9611054,0.9682691,0.9479384,0.9412848,0.9488908,0.960603,0.9507922,0.9604859,0.9313737,0.9705331,0.97027,0.9535043,0.9491226,0.9546483,0.9618343,0.9602289,0.9690135,0.9666112,0.9771895
cg13168877,0.8214681,0.8007907,0.8820305,0.8841382,0.7892398,0.8345807,0.8437839,0.7660652,0.8165942,0.8436782,0.8225198,0.8329572,0.8394127,0.7927715,0.8100832,0.7663185,0.8569943,0.808419,0.801086,0.7867337,0.8137017,0.8020631,0.8134179,0.77537,0.8135054,0.8054127,0.759977,0.818651,0.8459024,0.793726,0.774697,0.8040932,0.8163499,0.798007,0.8633786,0.82826,0.8559544,0.8292783,0.7704874,0.826083,0.8452706,0.8271759,0.7535108,0.80095,0.8047906,0.7604211,0.8461927,0.858044,0.8331843,0.8061825,0.8055118,0.8213248,0.8210217,0.8599665,0.8135125,0.8466476,0.7816393,0.8038382,0.8229686,0.755768,0.7701643,0.8541816,0.8313297,0.8050639,0.7531915,0.7671276,0.8460845,0.8148278,0.8431728,0.7542266,0.79413,0.8212596,0.8102599,0.8477023,0.8210351,0.8120819,0.8066774,0.8430335,0.8080381,0.8031364,0.7699839,0.8554868,0.8104625,0.851201,0.7558464,0.8109972,0.8532661,0.8758463,0.8087839,0.7811738,0.7672433,0.8166126,0.8409514,0.8038606,0.833617,0.7907557,0.8395111,0.867137,0.8265855,0.8327563,0.7749842,0.7882729,0.7988508,0.812948,0.8182505,0.8198243,0.7796653,0.7962142,0.8284431,0.8470588,0.8166917,0.8396473,0.8596582,0.8511758,0.8084282,0.7599482,0.7970426,0.74545,0.8448758,0.825968,0.8282638,0.8148752,0.832897,0.7658575,0.7978448,0.7808916,0.7340157,0.7683822,0.8050444,0.7968211,0.7909086,0.8132298,0.7941316,0.8593031,0.7844063,0.8368849,0.7978092,0.828232,0.8430526,0.8582716,0.8162098,0.8073598
cg10914949,0.9211318,0.82031,0.9288501,0.9264074,0.8675913,0.8977,0.9188045,0.8720082,0.9331064,0.9071714,0.9310498,0.8845983,0.9131951,0.8732844,0.8667178,0.8708421,0.8903171,0.8165312,0.8680587,0.9356218,0.9127389,0.9072085,0.8715557,0.9475747,0.9060167,0.8088886,0.8856692,0.8854774,0.8404744,0.8244412,0.887605,0.9001566,0.936827,0.9126289,0.8594337,0.871579,0.9033188,0.9139999,0.9210403,0.8805769,0.8948051,0.8543186,0.8338759,0.8583116,0.9402387,0.8855917,0.9400006,0.936292,0.9061386,0.8644492,0.8954263,0.8615117,0.897882,0.9225082,0.8959395,0.7992143,0.8302527,0.953076,0.8980239,0.864522,0.9472348,0.9650903,0.8414325,0.8598425,0.9227812,0.9084557,0.8800862,0.9256927,0.907768,0.8695717,0.9282004,0.9308909,0.8825046,0.9213974,0.8461986,0.914732,0.8658867,0.9324295,0.8464904,0.8483088,0.929324,0.8807663,0.8980474,0.8904976,0.9287545,0.9230903,0.8740352,0.8834851,0.9248837,0.841146,0.8345252,0.9231706,0.8778979,0.8117325,0.870542,0.8739591,0.9644845,0.8721693,0.928749,0.9332465,0.8681687,0.8403977,0.8076682,0.8714087,0.8368062,0.9050028,0.8325465,0.8529642,0.9548611,0.9166608,0.919718,0.8570311,0.8698827,0.8521767,0.8359461,0.8159127,0.9339152,0.8527147,0.8860538,0.9237578,0.9295467,0.893273,0.9281908,0.881727,0.925744,0.8960236,0.8890058,0.8873167,0.9401864,0.8166521,0.8555873,0.9375308,0.8942535,0.9199257,0.9274573,0.9269711,0.8587821,0.9341955,0.8166884,0.9233378,0.960928,0.9241886
