,PDD38,CTRL61,PDD23,PDD21,PD29,PD5,CTRL88,PD41,PDD39,PD11,PDD26,PDD25,PD1,CTRL24,PD55,CTRL15,CTRL63,PDD60,PDD51,PDD43,PD14,PDD5,PD37,CTRL80,PDD74,CTRL62,PD3,CTRL39,CTRL97,PD47,DLB17,DLB2,CTRL35,PD8,CTRL51,CTRL77,CTRL68,PDD24,CTRL19,PDD13,CTRL43,DLB11,PDD58,CTRL42,PDD53,PD40,PDD44,PD6,CTRL1,PD35,PDD41,PDD70,PD59,PDD28,CTRL78,CTRL64,PD48,PD21,CTRL95,CTRL57,PDD30,PDD22,DLB15,PD50,CTRL29,PDD54,PDD27,DLB24,PD23,PD30,PDD15,CTRL50,CTRL93,PDD35,CTRL73,PDD6,CTRL13,PDD73,CTRL81,CTRL33,PDD49,PD27,PDD4,PD58,CTRL85,PD52,PD60,PD61,CTRL11,CTRL40,DLB35,PD9,CTRL79,PDD61,PD56,CTRL55,CTRL37,CTRL82,CTRL32,PD2,PD54,CTRL48,PD49,PDD69,PD45,CTRL12,PD33,PD51,PD13,PDD45,PD20,CTRL83,PDD7,CTRL71,PDD47,PD32,CTRL6,CTRL46,PD17,PDD10,DLB12,CTRL44,CTRL86,DLB27,PD18,CTRL20,PDD50,DLB21,CTRL53,CTRL65,PD38,CTRL18,PDD36,PDD64,PD42,PDD33,PDD65,PD62,PDD77,PDD2,PD25,DLB14
cg07588571,0.9059718,0.8984207,0.930911,0.9064231,0.8443362,0.9273546,0.8431743,0.8962378,0.8576608,0.9044926,0.905748,0.8704026,0.8510792,0.8372872,0.8719461,0.8334043,0.8998116,0.8381521,0.8902389,0.9276369,0.853331,0.8171893,0.9063946,0.862241,0.901644,0.8896375,0.8671421,0.8329722,0.9361303,0.8116054,0.8640702,0.8693851,0.8605808,0.879583,0.8416555,0.858374,0.864251,0.8123047,0.8812274,0.8771432,0.9188541,0.8908919,0.8904825,0.8901549,0.8906717,0.9002892,0.9090292,0.8826363,0.8049274,0.8413294,0.8647563,0.9058214,0.8943469,0.9241754,0.8023837,0.8617119,0.8257374,0.9213254,0.8782606,0.867562,0.8655254,0.9207218,0.8803861,0.8889594,0.9065403,0.8969708,0.9316377,0.909073,0.8882975,0.8879665,0.8286853,0.9112729,0.8822888,0.837241,0.7966504,0.8996582,0.7989529,0.9087691,0.8523253,0.8729975,0.9251524,0.8242813,0.8738888,0.8931794,0.9186693,0.8823061,0.8791117,0.8574832,0.8823241,0.891729,0.8899045,0.8560647,0.8617799,0.8964795,0.9197718,0.8932302,0.9378769,0.8734254,0.8859338,0.8569873,0.9023536,0.8526385,0.8394207,0.8206249,0.874172,0.8547146,0.8301948,0.8776125,0.8602259,0.8712982,0.8571231,0.8503962,0.8642081,0.8115271,0.8827695,0.9195552,0.8914816,0.8831392,0.8988331,0.8536483,0.8757849,0.8285138,0.8944606,0.8234007,0.867704,0.9093279,0.9152398,0.914548,0.8283391,0.8550191,0.8217282,0.9202769,0.8393986,0.9046656,0.9034971,0.8692921,0.8802839,0.8571845,0.9289327,0.9228231,0.9119102,0.9115774
cg06827779,0.9636514,0.9490854,0.9655408,0.9593941,0.9639235,0.9622729,0.9351604,0.9294641,0.9550344,0.9334145,0.9708176,0.9524276,0.9684351,0.9450624,0.9565611,0.9593229,0.9750303,0.9449591,0.9572184,0.9643577,0.9736694,0.9440559,0.9540318,0.9597872,0.9575908,0.9497405,0.9715697,0.9572127,0.9644027,0.9254788,0.9509189,0.9595286,0.9588534,0.9650496,0.9823704,0.9535225,0.9516599,0.9536963,0.9718201,0.9680357,0.949768,0.9351353,0.9644406,0.9404145,0.9484365,0.9594356,0.9688987,0.9696567,0.9579877,0.9721128,0.9707305,0.9639097,0.9613738,0.8974822,0.9723018,0.9351157,0.9325438,0.9695126,0.9426349,0.9637047,0.9419597,0.9554411,0.9492905,0.9596833,0.9324683,0.9377178,0.9044463,0.9495082,0.9524841,0.9549757,0.9640525,0.963841,0.9687774,0.9642962,0.9613595,0.9664289,0.9637278,0.9770547,0.9768652,0.9430094,0.9433034,0.9296332,0.9565712,0.9747856,0.9458362,0.9535461,0.9577313,0.9434196,0.9364126,0.9587681,0.9507962,0.960261,0.9752427,0.9171545,0.9513546,0.951845,0.9447303,0.9518071,0.9535275,0.9719618,0.9643673,0.9324326,0.9541474,0.9661579,0.9556668,0.9431167,0.9144716,0.9476186,0.9739271,0.94625,0.9210441,0.9745624,0.9411997,0.9806715,0.9655518,0.9533758,0.9531702,0.940969,0.9227846,0.9517422,0.935524,0.9534653,0.9583644,0.9633456,0.9593342,0.9367162,0.9545127,0.9557884,0.9122783,0.9676409,0.9601541,0.9622168,0.9488097,0.9594869,0.944473,0.9588962,0.9649561,0.9599563,0.9732519,0.9421512,0.9455306,0.9631694
cg25842524,0.9835502,0.9795471,0.969059,0.968889,0.9610444,0.9566131,0.9542384,0.9782801,0.9648285,0.9763731,0.9543427,0.9781471,0.9831995,0.9870829,0.9568685,0.9818024,0.960124,0.9723199,0.9620215,0.9807114,0.9634849,0.9404428,0.982729,0.9653836,0.9664693,0.9773174,0.9474547,0.9779703,0.9809045,0.9761169,0.9697602,0.9462914,0.9734762,0.9646507,0.9709701,0.96297,0.9675127,0.9754047,0.9756752,0.9670077,0.9725977,0.9876537,0.9605663,0.9600022,0.9711072,0.9614365,0.983451,0.9572722,0.9674642,0.9766759,0.9655552,0.9724678,0.9818948,0.9799013,0.9497977,0.9371512,0.9804942,0.9684832,0.9680118,0.9715745,0.963761,0.9829811,0.9746415,0.9526168,0.9784726,0.9807628,0.9700405,0.9745547,0.9838389,0.9677326,0.9600357,0.9845877,0.9523082,0.9806769,0.9815984,0.9704313,0.9784193,0.9682606,0.9829552,0.9758988,0.9569737,0.9559844,0.9687903,0.955518,0.9702079,0.9716123,0.9730538,0.9781643,0.9866756,0.970554,0.9773399,0.959506,0.9789905,0.9817686,0.9708959,0.9861528,0.9769383,0.9637256,0.9596027,0.9560447,0.9845799,0.9767972,0.9650307,0.9729602,0.9719228,0.9535392,0.9814547,0.9846793,0.9781636,0.9750773,0.9654717,0.9643391,0.9793849,0.9475494,0.9741512,0.9560773,0.9415417,0.9778145,0.9549921,0.9576921,0.9731446,0.9925861,0.9626526,0.9712079,0.9711449,0.9779532,0.9560727,0.9875922,0.9884163,0.9581372,0.9628221,0.9770537,0.9676631,0.9780733,0.9639411,0.9689742,0.9726143,0.9565272,0.9647711,0.9543972,0.9711411,0.9641872
cg20129975,0.8555027,0.9065091,0.8904477,0.8562547,0.9168211,0.8419251,0.9186467,0.930275,0.8780246,0.8939779,0.850146,0.9201821,0.9069361,0.8001378,0.900056,0.8970205,0.9469097,0.8876462,0.8968727,0.8306078,0.917853,0.9079553,0.9011028,0.9278626,0.9447952,0.9018205,0.8281396,0.9048177,0.8982599,0.919984,0.9227231,0.8699031,0.8690572,0.8322186,0.9417211,0.9626685,0.8997748,0.8844496,0.8498594,0.9272274,0.9269995,0.9480271,0.8771056,0.8940856,0.8905678,0.9234242,0.8554471,0.8342372,0.8188773,0.9349578,0.8784694,0.8952917,0.9034827,0.9306326,0.8590912,0.9264365,0.9100117,0.964401,0.9142892,0.9089745,0.859203,0.8943773,0.8996689,0.9002813,0.9053859,0.9067307,0.8747897,0.9023572,0.8836427,0.9008826,0.9262875,0.9071726,0.9131355,0.9062197,0.9495829,0.9207927,0.9228304,0.8144727,0.8532352,0.8687955,0.8435409,0.92935,0.8515036,0.904038,0.8985713,0.8732152,0.9246757,0.9012436,0.887738,0.8822442,0.9108771,0.7538258,0.8880349,0.9115328,0.9280356,0.8730483,0.7979828,0.9077179,0.8568531,0.7839562,0.940879,0.9152318,0.8803064,0.8742146,0.8839987,0.8001349,0.8159694,0.9262909,0.8818695,0.8848373,0.8038171,0.9299326,0.8492625,0.9056422,0.9211238,0.8496913,0.6996757,0.8410655,0.8547013,0.8323958,0.8669433,0.8663845,0.9184079,0.8316408,0.9091847,0.8973884,0.7673039,0.8971443,0.8760492,0.9242931,0.9728607,0.8293803,0.9262346,0.9355483,0.8318511,0.8267059,0.9473425,0.947274,0.8971996,0.7532026,0.9000107,0.8541702
cg18749753,0.6804489,0.7052866,0.6686445,0.7137359,0.6334781,0.6453689,0.7852441,0.6686059,0.5627275,0.6407154,0.6398121,0.6874414,0.6134647,0.622658,0.7165714,0.6304476,0.7566028,0.7362674,0.5276656,0.5447999,0.7582388,0.7611845,0.7113511,0.6512295,0.6203341,0.6787904,0.6739643,0.7732355,0.7371202,0.6655022,0.699333,0.6289428,0.6145886,0.6935398,0.7298746,0.5862687,0.6898265,0.7644023,0.6790392,0.7182961,0.7396456,0.7105668,0.7121378,0.7212271,0.6957147,0.7659923,0.6112825,0.7215807,0.6440075,0.6782642,0.5597054,0.6917246,0.6572608,0.6434222,0.6192381,0.6936153,0.7496109,0.5941719,0.7119415,0.7419413,0.6698454,0.5665842,0.5812817,0.672404,0.5359663,0.7342167,0.6641721,0.5409162,0.6368734,0.6839642,0.6568033,0.6576904,0.7599858,0.6543511,0.6344612,0.6636546,0.6773379,0.6835439,0.7097597,0.6912954,0.6442187,0.6215561,0.6056201,0.6603655,0.5048907,0.5797784,0.6461209,0.6384859,0.6047138,0.7320455,0.6615205,0.6983295,0.6748679,0.7787462,0.6606729,0.7695158,0.5137561,0.6967632,0.6529928,0.5808881,0.6727531,0.6731137,0.7339881,0.6344861,0.6799623,0.558601,0.6229119,0.6925468,0.5886356,0.5951204,0.6171812,0.7455053,0.6837549,0.7528652,0.662516,0.5329057,0.5494268,0.6264274,0.7188132,0.6303738,0.657588,0.6984847,0.6599337,0.5421208,0.6190727,0.6535009,0.5930523,0.5503374,0.6249908,0.7028994,0.7516557,0.5921315,0.7231625,0.7102888,0.6276589,0.6103103,0.6910111,0.5773497,0.737425,0.6838508,0.6595736,0.6947679
cg05688809,0.7880525,0.7967822,0.7974351,0.7942916,0.7516906,0.7900464,0.8001424,0.8436956,0.6894609,0.8136771,0.8075022,0.7582236,0.8525765,0.8385698,0.8747454,0.7667668,0.8121818,0.7818028,0.7276552,0.7379126,0.7936898,0.7889876,0.7629906,0.7222641,0.7435301,0.701971,0.7394738,0.784906,0.7357525,0.7668426,0.661817,0.7742745,0.7928109,0.7114133,0.8792769,0.7702319,0.7867719,0.7473411,0.8010069,0.851879,0.7761666,0.7983864,0.8069361,0.7892954,0.8096515,0.8942951,0.7944244,0.7935994,0.7923151,0.794398,0.7040919,0.6750663,0.774892,0.7961082,0.6984301,0.7454144,0.7426693,0.7337708,0.8038528,0.7651884,0.660401,0.8254649,0.7707051,0.707457,0.7222068,0.7801413,0.7404775,0.7510913,0.7356531,0.7930263,0.738046,0.8682481,0.8505999,0.8267127,0.7471349,0.7882936,0.7417408,0.6185098,0.6883495,0.8024377,0.7821648,0.8619268,0.7455882,0.8375669,0.8046359,0.8045693,0.7981721,0.7498215,0.7811825,0.8323579,0.7700622,0.7732912,0.8219651,0.7470279,0.8419143,0.7239883,0.7726448,0.7581052,0.7937367,0.7965136,0.7905613,0.727122,0.7890067,0.7856853,0.8071213,0.8157184,0.7664221,0.8869088,0.7374532,0.7324969,0.7484564,0.6860146,0.723957,0.6900668,0.8048573,0.7830604,0.8111888,0.6973214,0.7156083,0.7485802,0.7420679,0.7415646,0.8074355,0.7030422,0.751443,0.8046579,0.819509,0.7821712,0.8190546,0.770678,0.7868721,0.7765636,0.7763795,0.7361722,0.7473538,0.6829731,0.8210514,0.7572193,0.8192615,0.8045745,0.7546749,0.6650116
cg26453399,0.9759123,0.9392381,0.9724198,0.9367278,0.9325326,0.9665839,0.9684833,0.9381569,0.931986,0.9422523,0.9640761,0.9610307,0.9261308,0.9169182,0.9672159,0.9426888,0.9434484,0.9298661,0.9401546,0.9411791,0.9447528,0.9676448,0.955688,0.9749883,0.9444188,0.9318054,0.9679845,0.9501139,0.9526424,0.9448272,0.9616099,0.9478503,0.9194126,0.9587403,0.9578226,0.9653697,0.9458818,0.9752157,0.9491008,0.9447572,0.9594657,0.9648362,0.9599982,0.9325473,0.9419911,0.9383857,0.9605829,0.9410524,0.963789,0.942955,0.9376951,0.9547138,0.9492314,0.9603414,0.9392637,0.9661557,0.9287974,0.9725745,0.9576964,0.9587701,0.9755945,0.9568733,0.9443263,0.9548414,0.9279331,0.9504897,0.9734945,0.9367498,0.950372,0.938788,0.9633507,0.9526992,0.9446152,0.9653552,0.9499656,0.9453208,0.9498577,0.9800476,0.9550362,0.9493911,0.9311719,0.9379437,0.9541646,0.9549512,0.9623213,0.9493183,0.9638334,0.9505207,0.9663122,0.9550325,0.9487096,0.9568572,0.9708181,0.9279601,0.9570992,0.9482933,0.9549742,0.9641704,0.9336752,0.9646005,0.9567969,0.9170159,0.9354215,0.9289132,0.9260488,0.9431165,0.9269092,0.9232559,0.9644473,0.9661543,0.9554979,0.9272687,0.9662963,0.9557668,0.9249064,0.9185443,0.9795972,0.9282176,0.9760443,0.9654369,0.9803621,0.9572689,0.958822,0.9325413,0.9626856,0.9460623,0.928618,0.953028,0.9373987,0.932596,0.9311118,0.936563,0.9455201,0.9755065,0.9530544,0.9550775,0.9376545,0.9636159,0.9248788,0.9462195,0.9439181,0.9602558
cg24535855,0.9865269,0.9805664,0.9784551,0.991314,0.9691036,0.9874358,0.9624187,0.9784646,0.9821168,0.9686431,0.9734372,0.9822644,0.9799128,0.9732728,0.9777145,0.9851458,0.9806639,0.9790029,0.9729288,0.9740682,0.9792274,0.9829874,0.9861568,0.9815246,0.9811791,0.9734753,0.967449,0.9712047,0.9712104,0.9801256,0.965619,0.9783166,0.9669152,0.9733826,0.9803421,0.981358,0.995491,0.9862278,0.9803053,0.9778516,0.9886344,0.9856939,0.9797147,0.9779845,0.9753521,0.9772495,0.9909124,0.9909385,0.9888356,0.984614,0.9708029,0.9681108,0.9830005,0.9801792,0.9861182,0.979347,0.9749024,0.9787023,0.9762264,0.9731818,0.9680821,0.9713415,0.9736835,0.9758934,0.9731654,0.9805599,0.990023,0.9816618,0.9923041,0.9852676,0.9814219,0.9761129,0.9815277,0.9832656,0.9746369,0.9803117,0.9853749,0.9839228,0.9847183,0.9843491,0.9768865,0.976888,0.9666431,0.9716766,0.9767719,0.9822445,0.9868318,0.9866821,0.988216,0.9810663,0.9729827,0.9767397,0.9924114,0.9800881,0.9902261,0.9841378,0.97642,0.9922368,0.9762148,0.9799129,0.9773725,0.9807236,0.9842598,0.9818668,0.975101,0.9745054,0.9654637,0.9878473,0.9824855,0.9762662,0.9842144,0.9829965,0.9772638,0.9844729,0.974505,0.9720557,0.9820415,0.9661916,0.9814409,0.9816904,0.9815391,0.9728319,0.9857084,0.9631061,0.9787472,0.9763443,0.971926,0.9732479,0.9725428,0.9786607,0.9816539,0.9803787,0.987757,0.9853045,0.9660973,0.980998,0.9826467,0.9848283,0.9801926,0.9855388,0.9843345,0.9812077
cg01842095,0.7351351,0.7309225,0.7720839,0.7051621,0.7544517,0.7023699,0.7870945,0.74155,0.6633201,0.7692246,0.7649743,0.7873348,0.7352618,0.7097046,0.7429765,0.7030676,0.7928774,0.7620694,0.6855397,0.6800543,0.7693925,0.7664455,0.7475237,0.7418101,0.7293812,0.7323879,0.7448761,0.781029,0.8177137,0.671673,0.7522238,0.7418747,0.7557309,0.7356709,0.7432881,0.7239853,0.7574314,0.7800479,0.7815733,0.8243878,0.7557002,0.7855058,0.7553806,0.7671229,0.7439556,0.75071,0.7327647,0.7644386,0.7747235,0.7780051,0.7084218,0.7667413,0.7272158,0.743871,0.7663376,0.702787,0.7074513,0.7909906,0.7942643,0.7538671,0.7157391,0.7045298,0.6965878,0.7588803,0.6465816,0.7442372,0.7694727,0.716637,0.8029835,0.7701284,0.6826553,0.7403894,0.7665421,0.7217203,0.759261,0.7703615,0.7115896,0.8130685,0.7357246,0.7852515,0.6412112,0.7478955,0.7602627,0.7343187,0.7003656,0.7027466,0.7758002,0.7139915,0.7503979,0.7567897,0.754216,0.7112094,0.7468444,0.7541537,0.780945,0.7455803,0.7046667,0.8113226,0.7404668,0.74585,0.7512628,0.7187723,0.7675444,0.7412398,0.7362842,0.7059262,0.6632907,0.7350915,0.7398643,0.7329837,0.724708,0.7660772,0.7483097,0.8056357,0.7152324,0.7139115,0.7039786,0.7536827,0.7497791,0.7199955,0.7174534,0.7750278,0.7623425,0.6980063,0.7251861,0.7083019,0.6599851,0.6961429,0.6628995,0.7002297,0.7729208,0.6733521,0.7305532,0.79124,0.7138758,0.748767,0.7473102,0.7208241,0.800645,0.7795672,0.7533959,0.721693
cg04367164,0.726417,0.6989999,0.6485232,0.7298392,0.7031336,0.7166973,0.7501756,0.7439443,0.6178321,0.7737549,0.7023877,0.6931419,0.6748475,0.8091373,0.7381363,0.7417802,0.8551294,0.684329,0.6510274,0.7075095,0.7346581,0.7073698,0.6912527,0.6712777,0.7543135,0.8340429,0.6590706,0.7344976,0.6733617,0.6302557,0.7049315,0.7952182,0.7580385,0.9029111,0.8440983,0.6069124,0.6531824,0.8114101,0.8284206,0.745213,0.7532971,0.7567751,0.7528522,0.7921512,0.7787116,0.7039665,0.7311634,0.9076125,0.735293,0.7084957,0.7364302,0.6791817,0.6680745,0.7038382,0.844488,0.727386,0.5953957,0.8327313,0.7310457,0.6523732,0.6367339,0.6767042,0.7191109,0.6722339,0.7330003,0.7070241,0.7318971,0.8397989,0.8799812,0.7522069,0.73194,0.6701802,0.7999989,0.7545496,0.6808671,0.6605923,0.8120863,0.8311641,0.6936846,0.7725926,0.7211518,0.657896,0.7613247,0.656705,0.8101893,0.779767,0.6821855,0.7701875,0.8692684,0.8274344,0.6116866,0.8138573,0.7319139,0.7923151,0.6585556,0.7125869,0.8264504,0.6071035,0.719141,0.7710642,0.7509234,0.6912139,0.5614953,0.7074788,0.6825556,0.8843065,0.6868301,0.8273743,0.857552,0.7315355,0.7237269,0.6496338,0.7821558,0.7751126,0.7272414,0.6256833,0.7614265,0.6475237,0.7662113,0.6908161,0.643823,0.719469,0.6690094,0.7654924,0.7472008,0.7155333,0.672634,0.7539393,0.7742808,0.6514799,0.6796057,0.6699258,0.7512711,0.7736257,0.8602949,0.7677766,0.6588088,0.6631268,0.6840519,0.7525912,0.816207,0.7601286
